Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-6.40000000e+000	-9.80000000e+000	3.74494113e+007	-7.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-2.09505887e+000	-6.19505887e+000	1.16471355e+007	0.00000000e+000	1.2322e+021	1.0000e-010	-1.3848e+020
2.000000e+001	-9.22345319e-001	-5.03234532e+000	4.56088780e+006	0.00000000e+000	3.6024e+020	1.0000e-010	-2.0857e+018
3.000000e+001	-4.58256540e-001	-4.57825654e+000	2.04419307e+006	0.00000000e+000	1.2655e+020	1.0000e-010	-2.0888e+018
4.000000e+001	-2.45837232e-001	-4.37583723e+000	1.02021496e+006	0.00000000e+000	5.0232e+019	1.0000e-010	-2.0918e+018
5.000000e+001	-1.35815736e-001	-4.27581574e+000	5.65817565e+005	0.00000000e+000	2.1118e+019	1.0000e-010	-2.0948e+018
6.000000e+001	-7.12339798e-002	-4.22123398e+000	3.48589198e+005	0.00000000e+000	8.9963e+018	1.0000e-010	-2.0978e+018
7.000000e+001	-2.83750600e-002	-4.18837506e+000	2.33869295e+005	0.00000000e+000	3.7568e+018	1.0000e-010	-2.1009e+018
8.000000e+001	3.01186948e-003	-4.16698813e+000	1.61983196e+005	0.00000000e+000	1.5655e+018	1.0000e-010	-2.1039e+018
9.000000e+001	2.72101891e-002	-4.15278981e+000	1.06920995e+005	0.00000000e+000	7.0230e+017	1.0000e-010	-2.1069e+018
1.000000e+002	4.59022886e-002	-4.14409771e+000	5.84857839e+004	0.00000000e+000	3.5952e+017	1.0000e-010	-2.1099e+018
1.100000e+002	5.97508669e-002	-4.14024913e+000	1.27877034e+004	0.00000000e+000	2.1520e+017	1.0000e-010	-2.1130e+018
1.200000e+002	6.90296373e-002	-4.14097036e+000	-3.17596060e+004	0.00000000e+000	1.5180e+017	1.0000e-010	-2.1160e+018
1.300000e+002	7.38536767e-002	-4.14614632e+000	-7.59028892e+004	0.00000000e+000	1.2646e+017	1.0000e-010	-2.1190e+018
1.400000e+002	7.42633878e-002	-4.15573661e+000	-1.20101562e+005	0.00000000e+000	1.2451e+017	1.0000e-010	-2.1220e+018
1.500000e+002	-4.17467685e-002	-4.14174677e+000	3.15403042e+005	0.00000000e+000	5.1188e+018	1.0000e-010	2.7350e+019
1.600000e+002	-1.02064643e-002	-4.11020646e+000	2.69990731e+005	0.00000000e+000	2.3214e+018	1.0000e-010	0.0000e+000
1.700000e+002	1.67926088e-002	-4.08320739e+000	2.50374397e+005	0.00000000e+000	1.0028e+018	1.0000e-010	0.0000e+000
1.800000e+002	4.18300485e-002	-4.05816995e+000	2.42215091e+005	0.00000000e+000	4.1709e+017	1.0000e-010	0.0000e+000
1.900000e+002	6.60515576e-002	-4.03394844e+000	2.38892379e+005	0.00000000e+000	1.6985e+017	1.0000e-010	0.0000e+000
