Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	7.5530e-018	-1.6637e-016	3.6640e-005	-1.3122e-015	5.1897e-016	-4.7114e-016	4.8315e-016	-5.1352e-016	5.5238e-016	-5.9622e-016	6.4459e-016	-7.1141e-016	8.4062e-016
3.000000e+001	5.5171e-017	-1.1381e-015	2.4510e-004	-8.7266e-015	3.3920e-015	-3.0410e-015	3.0881e-015	-3.2558e-015	3.4784e-015	-3.7322e-015	4.0138e-015	-4.4088e-015	5.1846e-015
4.000000e+001	4.0908e-016	-7.9001e-015	1.6635e-003	-5.8881e-014	2.2489e-014	-1.9909e-014	2.0017e-014	-2.0934e-014	2.2211e-014	-2.3689e-014	2.5341e-014	-2.7701e-014	3.2418e-014
5.000000e+001	2.7261e-015	-4.8908e-014	1.0042e-002	-3.5310e-013	1.3223e-013	-1.1539e-013	1.1473e-013	-1.1888e-013	1.2515e-013	-1.3258e-013	1.4097e-013	-1.5325e-013	1.7837e-013
6.000000e+001	1.6073e-014	-2.6511e-013	5.2873e-002	-1.8451e-012	6.7533e-013	-5.7968e-013	5.6891e-013	-5.8321e-013	6.0838e-013	-6.3937e-013	6.7508e-013	-7.2918e-013	8.4322e-013
7.000000e+001	8.2353e-014	-1.2314e-012	2.3731e-001	-8.2067e-012	2.9235e-012	-2.4602e-012	2.3772e-012	-2.4058e-012	2.4822e-012	-2.5838e-012	2.7050e-012	-2.8991e-012	3.3264e-012
8.000000e+001	1.1570e-013	-1.1340e-012	1.8089e-001	-5.9201e-012	1.7558e-012	-1.2658e-012	1.0645e-012	-9.4652e-013	8.6273e-013	-7.9562e-013	7.3852e-013	-6.9966e-013	6.9786e-013
9.000000e+001	1.9454e-013	-9.5629e-013	8.4337e-002	-2.0898e-012	-7.0983e-014	5.0687e-013	-8.0152e-013	1.0534e-012	-1.2868e-012	1.5109e-012	-1.7334e-012	1.9994e-012	-2.4497e-012
1.000000e+002	4.8940e-013	-1.3968e-012	2.9555e-002	7.8671e-013	-1.9220e-012	2.4115e-012	-2.8258e-012	3.2071e-012	-3.5686e-012	3.9167e-012	-4.2621e-012	4.7046e-012	-5.5323e-012
1.100000e+002	1.6441e-012	-3.6433e-012	8.5205e-003	4.5310e-012	-5.6727e-012	6.5033e-012	-7.2348e-012	7.9030e-012	-8.5250e-012	9.1117e-012	-9.6866e-012	1.0466e-011	-1.2046e-011
1.200000e+002	6.6356e-012	-1.2702e-011	2.1298e-003	1.5886e-011	-1.8302e-011	2.0244e-011	-2.1922e-011	2.3421e-011	-2.4788e-011	2.6051e-011	-2.7279e-011	2.9064e-011	-3.2975e-011
1.300000e+002	3.0474e-011	-5.1943e-011	4.7820e-004	6.1973e-011	-6.8847e-011	7.4274e-011	-7.8858e-011	8.2876e-011	-8.6479e-011	8.9765e-011	-9.2955e-011	9.8027e-011	-1.1007e-010
1.400000e+002	1.5414e-010	-2.3725e-010	9.9001e-005	2.7055e-010	-2.9202e-010	3.0849e-010	-3.2213e-010	3.3391e-010	-3.4434e-010	3.5376e-010	-3.6298e-010	3.7958e-010	-4.2263e-010
1.500000e+002	8.3891e-010	-1.1761e-009	1.9296e-005	1.2871e-009	-1.3538e-009	1.4034e-009	-1.4439e-009	1.4784e-009	-1.5088e-009	1.5359e-009	-1.5632e-009	1.6226e-009	-1.7932e-009
1.600000e+002	4.8226e-009	-6.1941e-009	3.6033e-006	6.5231e-009	-6.6986e-009	6.8243e-009	-6.9253e-009	7.0111e-009	-7.0861e-009	7.1532e-009	-7.2260e-009	7.4494e-009	-8.1765e-009
1.700000e+002	2.8829e-008	-3.4056e-008	6.5470e-007	3.4577e-008	-3.4707e-008	3.4778e-008	-3.4837e-008	3.4893e-008	-3.4945e-008	3.4997e-008	-3.5104e-008	3.5957e-008	-3.9213e-008
1.800000e+002	1.7675e-007	-1.9249e-007	1.1742e-007	1.8864e-007	-1.8522e-007	1.8265e-007	-1.8068e-007	1.7910e-007	-1.7780e-007	1.7670e-007	-1.7604e-007	1.7920e-007	-1.9421e-007
1.900000e+002	1.0971e-006	-1.1029e-006	2.1076e-008	1.0438e-006	-1.0029e-006	9.7355e-007	-9.5121e-007	9.3336e-007	-9.1859e-007	9.0605e-007	-8.9667e-007	9.0720e-007	-9.7722e-007
2.000000e+002	6.8102e-006	-6.3195e-006	3.8404e-009	5.7759e-006	-5.4306e-006	5.1897e-006	-5.0084e-006	4.8648e-006	-4.7466e-006	4.6467e-006	-4.5680e-006	4.5936e-006	-4.9181e-006
2.100000e+002	4.1745e-005	-3.5721e-005	7.2107e-010	3.1515e-005	-2.8987e-005	2.7263e-005	-2.5984e-005	2.4980e-005	-2.4160e-005	2.3471e-005	-2.2918e-005	2.2904e-005	-2.4371e-005
2.200000e+002	2.4941e-004	-1.9635e-004	1.4187e-010	1.6704e-004	-1.5021e-004	1.3897e-004	-1.3075e-004	1.2437e-004	-1.1920e-004	1.1489e-004	-1.1140e-004	1.1063e-004	-1.1696e-004
2.300000e+002	1.4318e-003	-1.0333e-003	2.9839e-011	8.4618e-004	-7.4301e-004	6.7567e-004	-6.2713e-004	5.8987e-004	-5.6000e-004	5.3530e-004	-5.1522e-004	5.0820e-004	-5.3367e-004
2.400000e+002	7.7709e-003	-5.1121e-003	6.9230e-012	4.0195e-003	-3.4407e-003	3.0715e-003	-2.8096e-003	2.6110e-003	-2.4534e-003	2.3243e-003	-2.2194e-003	2.1733e-003	-2.2657e-003
