Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	3.3806e-018	5.5165e-018	3.6428e-018	-4.6218e-018	5.6465e-018	-6.6563e-018	7.6503e-018	-8.6322e-018	9.6051e-018	-1.0571e-017	1.1541e-017	-1.2677e-017	1.4667e-017
3.000000e+001	2.8140e-017	4.5209e-017	2.8408e-017	-3.5180e-017	4.2339e-017	-4.9372e-017	5.6266e-017	-6.3047e-017	6.9738e-017	-7.6360e-017	8.2990e-017	-9.0783e-017	1.0462e-016
4.000000e+001	2.5156e-016	3.9825e-016	2.3879e-016	-2.8904e-016	3.4297e-016	-3.9588e-016	4.4757e-016	-4.9822e-016	5.4804e-016	-5.9719e-016	6.4627e-016	-7.0423e-016	8.0850e-016
5.000000e+001	2.1844e-015	3.4063e-015	1.9463e-015	-2.3012e-015	2.6911e-015	-3.0737e-015	3.4464e-015	-3.8107e-015	4.1677e-015	-4.5189e-015	4.8688e-015	-5.2844e-015	6.0434e-015
6.000000e+001	1.8383e-014	2.8223e-014	1.5342e-014	-1.7704e-014	2.0393e-014	-2.3040e-014	2.5614e-014	-2.8123e-014	3.0575e-014	-3.2980e-014	3.5372e-014	-3.8233e-014	4.3550e-014
7.000000e+001	1.4979e-013	2.2627e-013	1.1681e-013	-1.3145e-013	1.4906e-013	-1.6650e-013	1.8347e-013	-1.9998e-013	2.1608e-013	-2.3183e-013	2.4746e-013	-2.6633e-013	3.0210e-013
8.000000e+001	1.1803e-012	1.7534e-012	8.5805e-013	-9.4059e-013	1.0494e-012	-1.1585e-012	1.2648e-012	-1.3682e-012	1.4688e-012	-1.5671e-012	1.6645e-012	-1.7834e-012	2.0142e-012
9.000000e+001	8.9833e-012	1.3117e-011	6.0719e-012	-6.4772e-012	7.1049e-012	-7.7478e-012	8.3781e-012	-8.9914e-012	9.5882e-012	-1.0170e-011	1.0747e-011	-1.1460e-011	1.2885e-011
1.000000e+002	6.5960e-011	9.4591e-011	4.1331e-011	-4.2857e-011	4.6187e-011	-4.9725e-011	5.3232e-011	-5.6659e-011	5.9997e-011	-6.3250e-011	6.6476e-011	-7.0547e-011	7.8939e-011
1.100000e+002	4.6656e-010	6.5668e-010	2.7018e-010	-2.7199e-010	2.8775e-010	-3.0567e-010	3.2381e-010	-3.4169e-010	3.5917e-010	-3.7623e-010	3.9319e-010	-4.1513e-010	4.6221e-010
