Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-5.40000000e+000	-8.80000000e+000	3.05886548e+007	-6.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-1.78113452e+000	-5.88113452e+000	9.80911994e+006	0.00000000e+000	9.6600e+020	1.0000e-010	-1.3848e+020
2.000000e+001	-8.00222530e-001	-4.90022253e+000	4.11222253e+006	0.00000000e+000	2.9122e+020	1.0000e-010	0.0000e+000
3.000000e+001	-3.89000276e-001	-4.48900028e+000	2.17292402e+006	0.00000000e+000	9.9134e+019	1.0000e-010	0.0000e+000
4.000000e+001	-1.71707874e-001	-4.27170787e+000	1.59077849e+006	0.00000000e+000	2.9758e+019	1.0000e-010	0.0000e+000
5.000000e+001	-1.26300246e-002	-4.11263002e+000	1.54215503e+006	0.00000000e+000	2.4856e+018	1.0000e-010	0.0000e+000
6.000000e+001	-4.18414522e-001	-3.81841452e+000	2.03453529e+006	0.00000000e+000	1.1050e+020	1.0000e-010	1.3848e+020
7.000000e+001	-1.86960993e-001	-3.62196099e+000	1.26990151e+006	0.00000000e+000	3.3659e+019	1.0000e-010	-6.5721e+018
8.000000e+001	-3.19708424e-002	-3.50197084e+000	1.06710078e+006	0.00000000e+000	4.0976e+018	1.0000e-010	-6.6092e+018
9.000000e+001	1.02739235e-001	-3.40226076e+000	9.40612874e+005	0.00000000e+000	4.1919e+016	1.0000e-010	-6.6462e+018
1.000000e+002	2.24800523e-001	-3.31519948e+000	8.13876216e+005	0.00000000e+000	3.7558e+014	1.0000e-010	-6.6833e+018
1.100000e+002	3.34188144e-001	-3.24081186e+000	6.86100372e+005	0.00000000e+000	5.4585e+012	1.0000e-010	-6.7203e+018
1.200000e+002	4.30798181e-001	-3.17920182e+000	5.57274204e+005	0.00000000e+000	1.3005e+011	1.0000e-010	-6.7574e+018
1.300000e+002	5.14525602e-001	-3.13047440e+000	4.27393427e+005	0.00000000e+000	5.0996e+009	1.0000e-010	-6.7945e+018
1.400000e+002	5.85264944e-001	-3.09473506e+000	2.96453832e+005	0.00000000e+000	3.3050e+008	1.0000e-010	-6.8315e+018
1.500000e+002	6.42910328e-001	-3.07208967e+000	1.64451190e+005	0.00000000e+000	3.5544e+007	1.0000e-010	-6.8686e+018
1.600000e+002	6.87355447e-001	-3.06264455e+000	3.13812467e+004	0.00000000e+000	6.3698e+006	1.0000e-010	-6.9056e+018
1.700000e+002	7.18493571e-001	-3.06650643e+000	-1.02760271e+005	0.00000000e+000	1.9100e+006	1.0000e-010	-6.9427e+018
