Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-6.40000000e+000	-9.80000000e+000	3.74513656e+007	-7.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-2.09486344e+000	-6.19486344e+000	1.16525146e+007	0.00000000e+000	1.2321e+021	1.0000e-010	-1.3848e+020
2.000000e+001	-9.22611984e-001	-5.03136198e+000	4.56810036e+006	0.00000000e+000	3.6040e+020	1.0000e-010	-1.8248e+018
3.000000e+001	-4.58801947e-001	-4.57630195e+000	2.05215197e+006	0.00000000e+000	1.2678e+020	1.0000e-010	-1.8272e+018
4.000000e+001	-2.46586751e-001	-4.37283675e+000	1.02894565e+006	0.00000000e+000	5.0458e+019	1.0000e-010	-1.8295e+018
5.000000e+001	-1.36692186e-001	-4.27169219e+000	5.75911054e+005	0.00000000e+000	2.1313e+019	1.0000e-010	-1.8318e+018
6.000000e+001	-7.21010808e-002	-4.21585108e+000	3.61310168e+005	0.00000000e+000	9.1274e+018	1.0000e-010	-1.8341e+018
7.000000e+001	-2.89700640e-002	-4.18147006e+000	2.50714200e+005	0.00000000e+000	3.8119e+018	1.0000e-010	-1.8364e+018
8.000000e+001	3.10135599e-003	-4.15814864e+000	1.84131165e+005	0.00000000e+000	1.5612e+018	1.0000e-010	-1.8387e+018
9.000000e+001	2.85144725e-002	-4.14148553e+000	1.34918323e+005	0.00000000e+000	6.7101e+017	1.0000e-010	-1.8411e+018
1.000000e+002	4.90063048e-002	-4.12974370e+000	9.24990793e+004	0.00000000e+000	3.2077e+017	1.0000e-010	-1.8434e+018
1.100000e+002	6.52562127e-002	-4.12224379e+000	5.28666031e+004	0.00000000e+000	1.7502e+017	1.0000e-010	-1.8457e+018
1.200000e+002	7.75428730e-002	-4.11870713e+000	1.44399538e+004	0.00000000e+000	1.0992e+017	1.0000e-010	-1.8480e+018
1.300000e+002	8.59868684e-002	-4.11901313e+000	-2.34639988e+004	0.00000000e+000	7.9667e+016	1.0000e-010	-1.8503e+018
1.400000e+002	9.06404685e-002	-4.12310953e+000	-6.11839630e+004	0.00000000e+000	6.6678e+016	1.0000e-010	-1.8526e+018
1.500000e+002	9.15220722e-002	-4.13097793e+000	-9.89315573e+004	0.00000000e+000	6.4465e+016	1.0000e-010	-1.8550e+018
1.600000e+002	8.86289165e-002	-4.14262108e+000	-1.36898751e+005	0.00000000e+000	7.2013e+016	1.0000e-010	-1.8573e+018
1.700000e+002	-3.00609587e-002	-4.13006096e+000	3.27455153e+005	0.00000000e+000	3.9142e+018	1.0000e-010	2.7616e+019
1.800000e+002	2.68455666e-003	-4.09731544e+000	2.96516744e+005	0.00000000e+000	1.5815e+018	1.0000e-010	0.0000e+000
1.900000e+002	3.23362310e-002	-4.06766377e+000	2.85043857e+005	0.00000000e+000	5.8648e+017	1.0000e-010	0.0000e+000
2.000000e+002	6.08406167e-002	-4.03915938e+000	2.81002340e+005	0.00000000e+000	2.0660e+017	1.0000e-010	0.0000e+000
2.100000e+002	8.89408507e-002	-4.01105915e+000	2.79610297e+005	0.00000000e+000	7.1159e+016	1.0000e-010	0.0000e+000
2.200000e+002	1.16901880e-001	-3.98309812e+000	2.79133047e+005	0.00000000e+000	2.4396e+016	1.0000e-010	0.0000e+000
2.300000e+002	1.44815185e-001	-3.95518481e+000	2.78970932e+005	0.00000000e+000	8.2871e+015	1.0000e-010	0.0000e+000
2.400000e+002	1.72712278e-001	-3.92728772e+000	2.78915829e+005	0.00000000e+000	2.8168e+015	1.0000e-010	0.0000e+000
2.500000e+002	2.00603861e-001	-3.89939614e+000	2.78897096e+005	0.00000000e+000	9.5762e+014	1.0000e-010	0.0000e+000
2.600000e+002	-3.31506429e-001	-3.73150643e+000	1.42061701e+006	0.00000000e+000	7.8157e+019	1.0000e-010	1.3848e+020
2.700000e+002	-1.89444728e-001	-3.58944473e+000	7.67089842e+005	0.00000000e+000	3.4310e+019	1.0000e-010	0.0000e+000
2.800000e+002	-1.12735744e-001	-3.51273574e+000	4.57400255e+005	0.00000000e+000	1.6259e+019	1.0000e-010	0.0000e+000
2.900000e+002	-6.69957186e-002	-3.46699572e+000	2.97990459e+005	0.00000000e+000	8.3690e+018	1.0000e-010	0.0000e+000
3.000000e+002	-3.71966727e-002	-3.43719667e+000	2.09868011e+005	0.00000000e+000	4.6264e+018	1.0000e-010	0.0000e+000
3.100000e+002	-1.62098716e-002	-3.41620987e+000	1.57616986e+005	0.00000000e+000	2.7432e+018	1.0000e-010	0.0000e+000
3.200000e+002	-4.48173025e-004	-3.40044817e+000	1.24446806e+005	0.00000000e+000	1.7414e+018	1.0000e-010	0.0000e+000
3.300000e+002	1.19965076e-002	-3.38800349e+000	1.02062485e+005	0.00000000e+000	1.1752e+018	1.0000e-010	0.0000e+000
3.400000e+002	2.22027561e-002	-3.37779724e+000	8.61585518e+004	0.00000000e+000	8.3496e+017	1.0000e-010	0.0000e+000
