Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11
2.000000e+001	2.4407e-019	-9.9624e-019	1.8384e-018	-2.7217e-018	3.6413e-018	-4.5954e-018	5.5822e-018	-6.6002e-018	7.6490e-018	-8.7612e-018	1.0273e-017
3.000000e+001	1.6820e-018	-6.4575e-018	1.1593e-017	-1.6866e-017	2.2280e-017	-2.7837e-017	3.3535e-017	-3.9372e-017	4.5349e-017	-5.1660e-017	6.0272e-017
4.000000e+001	1.1485e-017	-4.1391e-017	7.2216e-017	-1.0318e-016	1.3451e-016	-1.6631e-016	1.9864e-016	-2.3150e-016	2.6494e-016	-3.0010e-016	3.4828e-016
5.000000e+001	3.4109e-017	-1.0557e-016	1.7116e-016	-2.3302e-016	2.9293e-016	-3.5173e-016	4.0988e-016	-4.6763e-016	5.2519e-016	-5.8492e-016	6.6818e-016
6.000000e+001	1.1556e-016	-3.0859e-016	4.6509e-016	-6.0293e-016	7.3019e-016	-8.5048e-016	9.6576e-016	-1.0772e-015	1.1857e-015	-1.2966e-015	1.4559e-015
7.000000e+001	4.6065e-016	-1.0892e-015	1.5477e-015	-1.9296e-015	2.2688e-015	-2.5801e-015	2.8711e-015	-3.1464e-015	3.4094e-015	-3.6760e-015	4.0729e-015
8.000000e+001	2.0888e-015	-4.4573e-015	6.0346e-015	-7.2906e-015	8.3734e-015	-9.3444e-015	1.0235e-014	-1.1065e-014	1.1847e-014	-1.2637e-014	1.3861e-014
9.000000e+001	1.0477e-014	-2.0426e-014	2.6519e-014	-3.1185e-014	3.5107e-014	-3.8560e-014	4.1680e-014	-4.4549e-014	4.7223e-014	-4.9923e-014	5.4307e-014
1.000000e+002	5.6949e-014	-1.0227e-013	1.2787e-013	-1.4677e-013	1.6231e-013	-1.7577e-013	1.8778e-013	-1.9870e-013	2.0878e-013	-2.1899e-013	2.3650e-013
1.100000e+002	3.3004e-013	-5.4919e-013	6.6316e-013	-7.4449e-013	8.0998e-013	-8.6586e-013	9.1513e-013	-9.5950e-013	1.0002e-012	-1.0416e-012	1.1175e-012
1.200000e+002	2.0125e-012	-3.1163e-012	3.6420e-012	-4.0043e-012	4.2905e-012	-4.5313e-012	4.7414e-012	-4.9289e-012	5.0995e-012	-5.2758e-012	5.6252e-012
1.300000e+002	1.2765e-011	-1.8452e-011	2.0902e-011	-2.2530e-011	2.3792e-011	-2.4840e-011	2.5746e-011	-2.6548e-011	2.7272e-011	-2.8038e-011	2.9721e-011
1.400000e+002	8.3374e-011	-1.1275e-010	1.2393e-010	-1.3106e-010	1.3647e-010	-1.4091e-010	1.4471e-010	-1.4806e-010	1.5107e-010	-1.5437e-010	1.6273e-010
1.500000e+002	5.5553e-010	-7.0391e-010	7.5129e-010	-7.7976e-010	8.0093e-010	-8.1812e-010	8.3275e-010	-8.4554e-010	8.5703e-010	-8.7062e-010	9.1273e-010
