V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-8.000e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.990e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.980e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.970e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.960e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.950e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.940e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.930e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.920e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.910e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.900e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.890e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.880e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.870e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.860e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.850e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.840e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.830e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.820e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.810e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.800e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.790e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.780e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.770e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.760e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.750e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.740e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.730e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.720e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.710e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.700e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.690e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.680e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.670e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.660e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.650e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.640e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.630e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.620e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.610e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.600e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.590e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.580e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.570e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.560e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.550e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.540e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.530e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.520e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.510e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.500e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.490e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.480e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.470e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.460e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.450e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.440e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.430e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.420e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.410e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.400e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.390e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.380e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.370e+000	4.8003e-017	-9.3438e+000	-6.3477e+000	6.3476e+000	5.2500e-015
-7.360e+000	4.8003e-017	-9.3439e+000	-6.3477e+000	6.3477e+000	5.2500e-015
-7.350e+000	4.8004e-017	-9.3439e+000	-6.3478e+000	6.3477e+000	5.2500e-015
-7.340e+000	4.8004e-017	-9.3440e+000	-6.3478e+000	6.3478e+000	5.2500e-015
-7.330e+000	4.8005e-017	-9.3441e+000	-6.3479e+000	6.3478e+000	5.2500e-015
-7.320e+000	4.8006e-017	-9.3443e+000	-6.3480e+000	6.3480e+000	5.2500e-015
-7.310e+000	4.8007e-017	-9.3446e+000	-6.3482e+000	6.3482e+000	5.2500e-015
-7.300e+000	4.8009e-017	-9.3450e+000	-6.3485e+000	6.3484e+000	5.2500e-015
-7.290e+000	4.8012e-017	-9.3456e+000	-6.3489e+000	6.3488e+000	5.2500e-015
-7.280e+000	4.8017e-017	-9.3465e+000	-6.3495e+000	6.3494e+000	5.2500e-015
-7.270e+000	4.8023e-017	-9.3477e+000	-6.3504e+000	6.3503e+000	5.2500e-015
-7.260e+000	4.8033e-017	-9.3496e+000	-6.3516e+000	6.3516e+000	5.2500e-015
-7.250e+000	4.8047e-017	-9.3524e+000	-6.3535e+000	6.3534e+000	5.2500e-015
-7.240e+000	4.8068e-017	-9.3565e+000	-6.3563e+000	6.3562e+000	5.2500e-015
-7.230e+000	4.8099e-017	-9.3625e+000	-6.3604e+000	6.3603e+000	5.2500e-015
-7.220e+000	4.8144e-017	-9.3713e+000	-6.3664e+000	6.3663e+000	5.2500e-015
-7.210e+000	4.8211e-017	-9.3843e+000	-6.3752e+000	6.3751e+000	5.2500e-015
-7.200e+000	4.8310e-017	-9.4035e+000	-6.3882e+000	6.3881e+000	5.2500e-015
-7.190e+000	4.8455e-017	-9.4317e+000	-6.4074e+000	6.4073e+000	5.2500e-015
-7.180e+000	4.8668e-017	-9.4732e+000	-6.4356e+000	6.4355e+000	5.2500e-015
-7.170e+000	4.8982e-017	-9.5343e+000	-6.4771e+000	6.4770e+000	5.2500e-015
-7.160e+000	4.9445e-017	-9.6243e+000	-6.5382e+000	6.5382e+000	5.2500e-015
-7.150e+000	5.0157e-017	-9.7588e+000	-6.6282e+000	6.6282e+000	5.2500e-015
-7.140e+000	5.1129e-017	-9.9539e+000	-6.7627e+000	6.7607e+000	5.2500e-015
-7.130e+000	5.2605e-017	-1.0241e+001	-6.9578e+000	6.9558e+000	5.2500e-015
-7.120e+000	5.4810e-017	-1.0666e+001	-7.2450e+000	7.2430e+000	5.2500e-015
-7.110e+000	5.7979e-017	-1.1289e+001	-7.6699e+000	7.6659e+000	5.2500e-015
-7.100e+000	6.2737e-017	-1.2208e+001	-8.2925e+000	8.2886e+000	5.2500e-015
-7.090e+000	6.9705e-017	-1.3563e+001	-9.2122e+000	9.2053e+000	5.2500e-015
-7.080e+000	7.9949e-017	-1.5557e+001	-1.0567e+001	1.0555e+001	5.2500e-015
-7.070e+000	9.5016e-017	-1.8491e+001	-1.2561e+001	1.2542e+001	5.2500e-015
-7.060e+000	1.1718e-016	-2.2809e+001	-1.5495e+001	1.5468e+001	5.2500e-015
-7.050e+000	1.4993e-016	-2.9171e+001	-1.9813e+001	1.9775e+001	5.2500e-015
-7.040e+000	1.9806e-016	-3.8537e+001	-2.6175e+001	2.6116e+001	5.2500e-015
-7.030e+000	2.6886e-016	-5.2322e+001	-3.5541e+001	3.5453e+001	5.2500e-015
-7.020e+000	3.7325e-016	-7.2622e+001	-4.9326e+001	4.9199e+001	5.2500e-015
-7.010e+000	5.2682e-016	-1.0251e+002	-6.9626e+001	6.9437e+001	5.2500e-015
-7.000e+000	7.5297e-016	-1.4651e+002	-9.9511e+001	9.9233e+001	5.2500e-015
-6.990e+000	1.0859e-015	-2.1129e+002	-1.4351e+002	1.4310e+002	5.2500e-015
-6.980e+000	1.5761e-015	-3.0666e+002	-2.0829e+002	2.0769e+002	5.2500e-015
-6.970e+000	2.2978e-015	-4.4709e+002	-3.0367e+002	3.0278e+002	5.2500e-015
-6.960e+000	3.3604e-015	-6.5383e+002	-4.4409e+002	4.4278e+002	5.2500e-015
-6.950e+000	4.9248e-015	-9.5821e+002	-6.5083e+002	6.4890e+002	5.2500e-015
-6.940e+000	7.2280e-015	-1.4063e+003	-9.5522e+002	9.5237e+002	5.2500e-015
-6.930e+000	1.0619e-014	-2.0661e+003	-1.4034e+003	1.3992e+003	5.2500e-015
-6.920e+000	1.5612e-014	-3.0375e+003	-2.0631e+003	2.0570e+003	5.2500e-015
-6.910e+000	2.2962e-014	-4.4677e+003	-3.0345e+003	3.0255e+003	5.2500e-015
