Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	3.6553e-015	-9.7932e-016	7.7766e-015	2.5693e-036	-2.3883e-014	1.5983e-014	-1.4930e-014	1.9124e-014	-2.7888e-014	4.3472e-014	-6.8629e-014	1.0075e-013	-1.2733e-013
3.000000e+001	3.0600e-014	-7.7114e-015	5.9041e-014	1.9407e-035	-1.7900e-013	1.1822e-013	-1.0872e-013	1.3734e-013	-1.9777e-013	3.0478e-013	-4.7614e-013	6.9231e-013	-8.6703e-013
4.000000e+001	2.7349e-013	-6.5026e-014	4.8093e-013	1.5732e-034	-1.4404e-012	9.3955e-013	-8.5123e-013	1.0612e-012	-1.5102e-012	2.3023e-012	-3.5611e-012	5.1309e-012	-6.3707e-012
5.000000e+001	2.3602e-012	-5.2842e-013	3.7705e-012	1.2272e-033	-1.1150e-011	7.1799e-012	-6.4054e-012	7.8771e-012	-1.1072e-011	1.6690e-011	-2.5551e-011	3.6466e-011	-4.4873e-011
6.000000e+001	1.9617e-011	-4.1255e-012	2.8356e-011	9.1812e-033	-8.2755e-011	5.2573e-011	-4.6151e-011	5.5947e-011	-7.7631e-011	1.1564e-010	-1.7514e-010	2.4749e-010	-3.0169e-010
7.000000e+001	1.5679e-010	-3.0889e-011	2.0418e-010	6.5748e-032	-5.8768e-010	3.6810e-010	-3.1772e-010	3.7942e-010	-5.1939e-010	7.6418e-010	-1.1442e-009	1.6001e-009	-1.9314e-009
8.000000e+001	1.2030e-009	-2.2139e-010	1.4047e-009	4.4975e-031	-3.9849e-009	2.4593e-009	-2.0853e-009	2.4512e-009	-3.3080e-009	4.8039e-009	-7.1074e-009	9.8305e-009	-1.1742e-008
9.000000e+001	8.8461e-009	-1.5158e-009	9.2133e-009	2.9320e-030	-2.5740e-008	1.5639e-008	-1.3015e-008	1.5047e-008	-2.0002e-008	2.8650e-008	-4.1855e-008	5.7221e-008	-6.7596e-008
1.000000e+002	6.2212e-008	-9.8914e-009	5.7463e-008	1.8171e-029	-1.5798e-007	9.4416e-008	-7.7038e-008	8.7507e-008	-1.1449e-007	1.6161e-007	-2.3294e-007	3.1454e-007	-3.6723e-007
1.100000e+002	4.1756e-007	-6.1362e-008	3.3986e-007	1.0675e-028	-9.1857e-007	5.3950e-007	-4.3108e-007	4.8058e-007	-6.1820e-007	8.5916e-007	-1.2208e-006	1.6269e-006	-1.8758e-006
1.200000e+002	2.6684e-006	-3.6087e-007	1.9002e-006	5.9260e-028	-5.0438e-006	2.9079e-006	-2.2723e-006	2.4832e-006	-3.1371e-006	4.2880e-006	-6.0004e-006	7.8842e-006	-8.9687e-006
1.300000e+002	1.6193e-005	-2.0055e-006	1.0007e-005	3.0973e-027	-2.6056e-005	1.4728e-005	-1.1237e-005	1.2021e-005	-1.4895e-005	1.9999e-005	-2.7528e-005	3.5624e-005	-3.9941e-005
1.400000e+002	9.3031e-005	-1.0495e-005	4.9446e-005	1.5179e-026	-1.2611e-004	6.9785e-005	-5.1899e-005	5.4257e-005	-6.5834e-005	8.6702e-005	-1.1723e-004	1.4923e-004	-1.6469e-004
1.500000e+002	5.0435e-004	-5.1499e-005	2.2813e-004	6.9421e-026	-5.6905e-004	3.0775e-004	-2.2261e-004	2.2699e-004	-2.6923e-004	3.4718e-004	-4.6038e-004	5.7552e-004	-6.2428e-004
1.600000e+002	2.5703e-003	-2.3585e-004	9.7746e-004	2.9463e-025	-2.3801e-003	1.2555e-003	-8.8111e-004	8.7426e-004	-1.0114e-003	1.2744e-003	-1.6539e-003	2.0267e-003	-2.1567e-003
1.700000e+002	1.2260e-002	-1.0025e-003	3.8643e-003	1.1527e-024	-9.1643e-003	4.7038e-003	-3.1930e-003	3.0741e-003	-3.4591e-003	4.2478e-003	-5.3822e-003	6.4494e-003	-6.7168e-003
1.800000e+002	5.4455e-002	-3.9286e-003	1.3985e-002	4.1243e-024	-3.2213e-002	1.6040e-002	-1.0492e-002	9.7658e-003	-1.0652e-002	1.2705e-002	-1.5665e-002	1.8298e-002	-1.8592e-002
1.900000e+002	2.2382e-001	-1.4076e-002	4.5867e-002	1.3354e-023	-1.0225e-001	4.9206e-002	-3.0861e-002	2.7640e-002	-2.9089e-002	3.3548e-002	-4.0074e-002	4.5433e-002	-4.4841e-002
2.000000e+002	1.8147e-001	-3.9100e-003	-1.3814e-003	-9.7084e-025	1.4059e-002	-1.2118e-002	1.1586e-002	-1.3527e-002	1.7213e-002	-2.2981e-002	3.0870e-002	-3.8553e-002	4.1377e-002
2.100000e+002	1.0377e-001	8.9618e-003	-4.7284e-002	-1.4312e-023	1.1531e-001	-5.9274e-002	3.9152e-002	-3.5960e-002	3.8134e-002	-4.3769e-002	5.1548e-002	-5.7201e-002	5.4894e-002
2.200000e+002	5.0000e-002	1.9444e-002	-6.7242e-002	-1.9247e-023	1.4208e-001	-6.2343e-002	3.3090e-002	-2.3886e-002	1.9051e-002	-1.5107e-002	1.0217e-002	-3.2429e-003	-4.6880e-003
2.300000e+002	2.1765e-002	3.0190e-002	-6.9141e-002	-1.8270e-023	1.1687e-001	-3.6508e-002	7.8753e-003	4.4170e-003	-1.4681e-002	2.6391e-002	-4.0541e-002	5.3923e-002	-5.9340e-002
2.400000e+002	9.0223e-003	4.7412e-002	-6.6368e-002	-1.5352e-023	7.2402e-002	-1.0836e-003	-2.0315e-002	3.0606e-002	-4.0075e-002	5.0770e-002	-6.2038e-002	6.8588e-002	-6.3524e-002
2.500000e+002	3.9505e-003	8.1374e-002	-6.8306e-002	-1.2929e-023	2.6031e-002	3.4475e-002	-4.3644e-002	4.6392e-002	-4.8262e-002	4.9249e-002	-4.7350e-002	3.8694e-002	-2.2481e-002
2.600000e+002	2.5465e-003	1.5042e-001	-8.0428e-002	-1.1936e-023	-1.8989e-002	6.8449e-002	-5.9942e-002	5.0035e-002	-3.9498e-002	2.6454e-002	-8.7465e-003	-1.3313e-002	3.2810e-002
2.700000e+002	1.4388e-003	1.6219e-001	-3.9234e-002	-2.5684e-024	-4.9575e-002	4.3694e-002	-1.7907e-002	-5.0127e-005	1.5212e-002	-2.9250e-002	4.1378e-002	-4.6901e-002	4.0663e-002
2.800000e+002	7.4692e-004	1.4017e-001	2.1201e-002	8.1577e-024	-5.1029e-002	-1.1011e-002	3.8464e-002	-5.0090e-002	5.4852e-002	-5.3613e-002	4.4141e-002	-2.3692e-002	-3.2606e-003
2.900000e+002	3.6604e-004	1.0683e-001	7.3942e-002	1.5608e-023	-2.9003e-002	-5.9573e-002	6.8944e-002	-6.1372e-002	4.7142e-002	-2.7367e-002	2.0086e-003	2.5187e-002	-4.3448e-002
3.000000e+002	1.7198e-004	7.4894e-002	1.0680e-001	1.8258e-023	3.6434e-003	-8.0492e-002	5.9495e-002	-3.0933e-002	3.1665e-003	2.2143e-002	-4.1978e-002	4.9143e-002	-3.7935e-002
3.100000e+002	7.8179e-005	4.9382e-002	1.1869e-001	1.6618e-023	3.5220e-002	-6.9907e-002	1.9908e-002	1.8289e-002	-4.3015e-002	5.4438e-002	-5.0261e-002	2.8038e-002	4.7261e-003
3.200000e+002	3.4588e-005	3.1031e-002	1.1431e-001	1.2058e-023	5.8543e-002	-3.6102e-002	-2.8583e-002	5.7488e-002	-6.1777e-002	4.7637e-002	-1.8772e-002	-1.7115e-002	4.3039e-002
3.300000e+002	1.4952e-005	1.8744e-002	1.0002e-001	5.9862e-024	7.1099e-002	7.8758e-003	-6.5730e-002	6.8084e-002	-4.4275e-002	9.0250e-003	2.6624e-002	-4.8451e-002	4.3925e-002
3.400000e+002	6.3346e-006	1.0948e-002	8.1481e-002	-5.7088e-025	7.3721e-002	4.9982e-002	-7.9693e-002	4.7814e-002	-2.7392e-003	-3.5215e-002	5.3472e-002	-4.2814e-002	8.5553e-003
3.500000e+002	2.6356e-006	6.2106e-003	6.2715e-002	-7.1043e-024	6.8966e-002	8.2198e-002	-6.8710e-002	7.7636e-003	4.0175e-002	-5.8892e-002	4.5188e-002	-6.2050e-003	-3.3536e-002
3.600000e+002	1.0787e-006	3.4324e-003	4.6048e-002	-1.3601e-023	5.9813e-002	1.0113e-001	-3.8709e-002	-3.5217e-002	6.4331e-002	-5.0318e-002	8.8525e-003	3.4668e-002	-5.0494e-002
3.700000e+002	4.3488e-007	1.8528e-003	3.2471e-002	-2.0485e-023	4.8856e-002	1.0712e-001	7.0231e-004	-6.6091e-002	6.0617e-002	-1.5881e-002	-3.2680e-002	5.2885e-002	-3.1307e-002
3.800000e+002	1.7286e-007	9.7881e-004	2.2098e-002	-2.8598e-023	3.7971e-002	1.0278e-001	3.9965e-002	-7.6332e-002	3.2556e-002	2.6217e-002	-5.6058e-002	3.8212e-002	9.3012e-003
3.900000e+002	6.7809e-008	5.0683e-004	1.4569e-002	-3.9287e-023	2.8278e-002	9.1623e-002	7.1972e-002	-6.5032e-002	-7.6049e-003	5.6454e-002	-4.9975e-002	9.1951e-004	4.3824e-002
4.000000e+002	2.6267e-008	2.5757e-004	9.3327e-003	-5.4638e-023	2.0285e-002	7.7004e-002	9.2975e-002	-3.7243e-002	-4.5158e-002	6.2768e-002	-1.9060e-002	-3.6891e-002	5.0931e-002
4.100000e+002	1.0054e-008	1.2861e-004	5.8219e-003	-7.7983e-023	1.4071e-002	6.1605e-002	1.0233e-001	-1.0403e-003	-6.8468e-002	4.4216e-002	2.0799e-002	-5.4941e-002	2.7582e-002
4.200000e+002	3.8042e-009	6.3148e-005	3.5437e-003	-1.1482e-022	9.4672e-003	4.7230e-002	1.0160e-001	3.5370e-002	-7.2015e-002	9.3305e-003	5.1454e-002	-4.5030e-002	-1.1522e-002
4.300000e+002	1.4236e-009	3.0515e-005	2.1080e-003	-1.7453e-022	6.1935e-003	3.4870e-002	9.3508e-002	6.5657e-002	-5.6651e-002	-2.8758e-002	6.0680e-002	-1.3375e-002	-4.4344e-002
4.400000e+002	5.2704e-010	1.4521e-005	1.2271e-003	-2.7342e-022	3.9477e-003	2.4886e-002	8.1018e-002	8.6247e-002	-2.7853e-002	-5.7705e-002	4.6180e-002	2.4397e-002	-5.4121e-002
4.500000e+002	1.9310e-010	6.8093e-006	6.9977e-004	-4.4054e-022	2.4557e-003	1.7219e-002	6.6742e-002	9.6256e-002	6.8548e-003	-6.9750e-002	1.4776e-002	5.1619e-002	-3.7121e-002
4.600000e+002	7.0034e-011	3.1479e-006	3.9135e-004	-7.2843e-022	1.4929e-003	1.1578e-002	5.2635e-002	9.6821e-002	4.0276e-002	-6.3078e-002	-2.1673e-002	5.7789e-002	-2.6692e-003
4.700000e+002	2.5150e-011	1.4353e-006	2.1481e-004	-1.2337e-021	8.8809e-004	7.5810e-003	3.9937e-002	9.0235e-002	6.7120e-002	-4.1010e-002	-5.1247e-002	4.1790e-002	3.2973e-002
4.800000e+002	8.9447e-012	6.4574e-007	1.1581e-004	-2.1365e-021	5.1748e-004	4.8413e-003	2.9267e-002	7.9145e-002	8.4608e-002	-9.9144e-003	-6.5794e-002	1.0763e-002	5.4703e-002
4.900000e+002	3.1512e-012	2.8676e-007	6.1371e-005	-3.7788e-021	2.9562e-004	3.0198e-003	2.0776e-002	6.5985e-002	9.2314e-002	2.3128e-002	-6.2609e-002	-2.3880e-002	5.4649e-002
5.000000e+002	1.0999e-012	1.2574e-007	3.1984e-005	-6.8177e-021	1.6571e-004	1.8420e-003	1.4322e-002	5.2651e-002	9.1518e-002	5.2173e-002	-4.4024e-002	-5.1064e-002	3.4120e-002
5.100000e+002	3.8039e-013	5.4452e-008	1.6402e-005	-1.2536e-020	9.1212e-005	1.0999e-003	9.6062e-003	4.0409e-002	8.4432e-002	7.3419e-002	-1.5640e-002	-6.3491e-002	1.6044e-003
5.200000e+002	1.3038e-013	2.3297e-008	8.2808e-006	-2.3472e-020	4.9330e-005	6.4355e-004	6.2799e-003	2.9944e-002	7.3506e-002	8.5397e-002	1.5862e-002	-5.9044e-002	-3.1437e-002
5.300000e+002	4.4293e-014	9.8501e-009	4.1177e-006	-4.4719e-020	2.6229e-005	3.6926e-004	4.0071e-003	2.1489e-002	6.0937e-002	8.8569e-002	4.4569e-002	-4.0272e-002	-5.4893e-002
5.400000e+002	1.4917e-014	4.1164e-009	2.0175e-006	-8.6643e-020	1.3718e-005	2.0793e-004	2.4987e-003	1.4971e-002	4.8407e-002	8.4647e-002	6.6447e-002	-1.2655e-002	-6.2873e-002
5.500000e+002	4.9804e-015	1.7007e-009	9.7433e-007	-1.7062e-019	7.0611e-006	1.1498e-004	1.5244e-003	1.0145e-002	3.7021e-002	7.5888e-002	7.9669e-002	1.7450e-002	-5.4570e-002
5.600000e+002	1.6488e-015	6.9484e-010	4.6398e-007	-3.4129e-019	3.5785e-006	6.2479e-005	9.1069e-004	6.6991e-003	2.7354e-002	6.4528e-002	8.4335e-002	4.4523e-002	-3.3384e-002
5.700000e+002	5.4126e-016	2.8077e-010	2.1794e-007	-6.9319e-019	1.7863e-006	3.3379e-005	5.3323e-004	4.3164e-003	1.9584e-002	5.2428e-002	8.1869e-002	6.4874e-002	-5.0774e-003
5.800000e+002	1.7622e-016	1.1223e-010	1.0100e-007	-1.4290e-018	8.7863e-007	1.7541e-005	3.0624e-004	2.7171e-003	1.3616e-002	4.0921e-002	7.4342e-002	7.6908e-002	2.4196e-002
5.900000e+002	5.6902e-017	4.4384e-011	4.6198e-008	-2.9885e-018	4.2600e-007	9.0719e-006	1.7263e-004	1.6729e-003	9.2116e-003	3.0808e-002	6.3911e-002	8.0830e-002	4.9411e-002
6.000000e+002	1.8226e-017	1.7370e-011	2.0861e-008	-6.3388e-018	2.0366e-007	4.6193e-006	9.5578e-005	1.0084e-003	6.0735e-003	2.2442e-002	5.2433e-002	7.8061e-002	6.7456e-002
6.100000e+002	5.7911e-018	6.7275e-012	9.3012e-009	-1.3631e-017	9.6036e-008	2.3167e-006	5.2002e-005	5.9560e-004	3.9083e-003	1.5859e-002	4.1285e-002	7.0600e-002	7.7244e-002
6.200000e+002	1.8255e-018	2.5793e-012	4.0962e-009	-2.9708e-017	4.4681e-008	1.1448e-006	2.7819e-005	3.4497e-004	2.4575e-003	1.0894e-002	3.1331e-002	6.0495e-002	7.9325e-002
6.300000e+002	5.7093e-019	9.7896e-013	1.7821e-009	-6.5605e-017	2.0516e-008	5.5762e-007	1.4639e-005	1.9607e-004	1.5115e-003	7.2874e-003	2.2993e-002	4.9493e-002	7.5288e-002
6.400000e+002	1.7718e-019	3.6790e-013	7.6613e-010	-1.4675e-016	9.2993e-009	2.6779e-007	7.5819e-006	1.0943e-004	9.1027e-004	4.7542e-003	1.6361e-002	3.8876e-002	6.7145e-002
6.500000e+002	5.4562e-020	1.3691e-013	3.2552e-010	-3.3244e-016	4.1620e-009	1.2684e-007	3.8661e-006	6.0004e-005	5.3719e-004	3.0288e-003	1.1312e-002	2.9439e-002	5.6858e-002
6.600000e+002	1.6674e-020	5.0462e-014	1.3672e-010	-7.6246e-016	1.8398e-009	5.9274e-008	1.9417e-006	3.2345e-005	3.1090e-004	1.8865e-003	7.6136e-003	2.1563e-002	4.6041e-002
6.700000e+002	5.0574e-021	1.8422e-014	5.6774e-011	-1.7701e-015	8.0337e-010	2.7334e-008	9.6086e-007	1.7148e-005	1.7657e-004	1.1498e-003	4.9960e-003	1.5316e-002	3.5834e-002
6.800000e+002	1.5225e-021	6.6622e-015	2.3314e-011	-4.1585e-015	3.4662e-010	1.2443e-008	4.6866e-007	8.9454e-006	9.8478e-005	6.8645e-004	3.2005e-003	1.0572e-002	2.6912e-002
6.900000e+002	4.5493e-022	2.3870e-015	9.4689e-012	-9.8851e-015	1.4780e-010	5.5922e-009	2.2538e-007	4.5936e-006	5.3964e-005	4.0173e-004	2.0039e-003	7.1043e-003	1.9562e-002
7.000000e+002	1.3494e-022	8.4742e-016	3.8043e-012	-2.3770e-014	6.2296e-011	2.4821e-009	1.0690e-007	2.3230e-006	2.9070e-005	2.3063e-004	1.2276e-003	4.6549e-003	1.3797e-002
7.100000e+002	3.9734e-023	2.9812e-016	1.5122e-012	-5.7808e-014	2.5959e-011	1.0882e-009	5.0021e-008	1.1573e-006	1.5402e-005	1.2997e-004	7.3645e-004	2.9778e-003	9.4604e-003
7.200000e+002	1.1615e-023	1.0394e-016	5.9477e-013	-1.4217e-013	1.0696e-011	4.7140e-010	2.3097e-008	5.6820e-007	8.0297e-006	7.1942e-005	4.3301e-004	1.8620e-003	6.3180e-003
7.300000e+002	3.3713e-024	3.5918e-017	2.3152e-013	-3.5348e-013	4.3588e-012	2.0179e-010	1.0527e-008	2.7501e-007	4.1210e-006	3.9136e-005	2.4971e-004	1.1392e-003	4.1155e-003
7.400000e+002	9.7156e-025	1.2303e-017	8.9204e-014	-8.8845e-013	1.7570e-012	8.5377e-011	4.7373e-009	1.3126e-007	2.0828e-006	2.0933e-005	1.4134e-004	6.8259e-004	2.6181e-003
7.500000e+002	2.7802e-025	4.1779e-018	3.4024e-014	-2.2570e-012	7.0067e-013	3.5711e-011	2.1052e-009	6.1799e-008	1.0370e-006	1.1015e-005	7.8565e-005	4.0087e-004	1.6283e-003
7.600000e+002	7.9003e-026	1.4066e-018	1.2849e-014	-5.7939e-012	2.7648e-013	1.4769e-011	9.2412e-010	2.8708e-008	5.0887e-007	5.7040e-006	4.2913e-005	2.3091e-004	9.9117e-004
7.700000e+002	2.2294e-026	4.6953e-019	4.8045e-015	-1.5028e-011	1.0796e-013	6.0407e-012	4.0078e-010	1.3162e-008	2.4616e-007	2.9083e-006	2.3045e-005	1.3056e-004	5.9098e-004
7.800000e+002	6.2481e-027	1.5542e-019	1.7792e-015	-3.9381e-011	4.1728e-014	2.4438e-012	1.7176e-010	5.9575e-009	1.1743e-007	1.4605e-006	1.2173e-005	7.2494e-005	3.4543e-004
7.900000e+002	1.7392e-027	5.1020e-020	6.5256e-016	-1.0424e-010	1.5965e-014	9.7801e-013	7.2756e-011	2.6626e-009	5.5258e-008	7.2269e-007	6.3274e-006	3.9557e-005	1.9808e-004
8.000000e+002	4.8083e-028	1.6611e-020	2.3709e-016	-2.7866e-010	6.0472e-015	3.8727e-013	3.0467e-011	1.1754e-009	2.5657e-008	3.5247e-007	3.2380e-006	2.1221e-005	1.1150e-004
8.100000e+002	1.3204e-028	5.3641e-021	8.5336e-017	-7.5228e-010	2.2681e-015	1.5175e-013	1.2614e-011	5.1255e-010	1.1757e-008	1.6949e-007	1.6319e-006	1.1199e-005	6.1649e-005
8.200000e+002	3.6020e-029	1.7182e-021	3.0432e-017	-2.0506e-009	8.4239e-016	5.8850e-014	5.1649e-012	2.2085e-010	5.3191e-009	8.0384e-008	8.1032e-007	5.8155e-006	3.3500e-005
8.300000e+002	9.7611e-030	5.4601e-022	1.0754e-017	-5.6433e-009	3.0988e-016	2.2592e-014	2.0917e-012	9.4049e-011	2.3762e-009	3.7611e-008	3.9656e-007	2.9733e-006	1.7900e-005
8.400000e+002	2.6278e-030	1.7214e-022	3.7659e-018	-1.5677e-008	1.1291e-016	8.5857e-015	8.3802e-013	3.9589e-011	1.0484e-009	1.7365e-008	1.9133e-007	1.4972e-006	9.4092e-006
8.500000e+002	7.0284e-031	5.3843e-023	1.3070e-018	-4.3961e-008	4.0756e-017	3.2307e-015	3.3218e-013	1.6476e-011	4.5698e-010	7.9143e-009	9.1038e-008	7.4276e-007	4.8678e-006
8.600000e+002	1.8677e-031	1.6712e-023	4.4964e-019	-1.2441e-007	1.4575e-017	1.2038e-015	1.3030e-013	6.7804e-012	1.9682e-010	3.5612e-009	4.2732e-008	3.6318e-007	2.4795e-006
8.700000e+002	4.9315e-032	5.1470e-024	1.5334e-019	-3.5529e-007	5.1649e-018	4.4424e-016	5.0583e-014	2.7597e-012	8.3777e-011	1.5825e-009	1.9792e-008	1.7508e-007	1.2440e-006
8.800000e+002	1.2938e-032	1.5732e-024	5.1843e-020	-1.0238e-006	1.8137e-018	1.6238e-016	1.9437e-014	1.1111e-012	3.5250e-011	6.9461e-010	9.0479e-009	8.3237e-008	6.1501e-007
8.900000e+002	3.3729e-033	4.7721e-025	1.7378e-020	-2.9765e-006	6.3120e-019	5.8794e-017	7.3943e-015	4.4256e-013	1.4664e-011	3.0123e-010	4.0836e-009	3.9039e-008	2.9968e-007
9.000000e+002	8.7381e-034	1.4368e-025	5.7763e-021	-8.7301e-006	2.1773e-019	2.1091e-017	2.7851e-015	1.7443e-013	6.0320e-012	1.2909e-010	1.8200e-009	1.8067e-008	1.4398e-007
9.100000e+002	2.2497e-034	4.2937e-026	1.9040e-021	-2.5829e-005	7.4450e-020	7.4964e-018	1.0388e-015	6.8034e-014	2.4541e-012	5.4677e-011	8.0118e-010	8.2530e-009	6.8227e-008
9.200000e+002	5.7561e-035	1.2738e-026	6.2239e-022	-7.7075e-005	2.5237e-020	2.6403e-018	3.8370e-016	2.6265e-014	9.8761e-013	2.2894e-011	3.4843e-010	3.7220e-009	3.1895e-008
9.300000e+002	1.4637e-035	3.7511e-027	2.0180e-022	-2.3196e-004	8.4817e-021	9.2161e-019	1.4038e-016	1.0037e-014	3.9321e-013	9.4781e-012	1.4973e-010	1.6575e-009	1.4713e-008
9.400000e+002	3.6995e-036	1.0967e-027	6.4915e-023	-7.0401e-004	2.8258e-021	3.1880e-019	5.0871e-017	3.7972e-015	1.5489e-013	3.8798e-012	6.3579e-011	7.2887e-010	6.6972e-009
9.500000e+002	9.2937e-037	3.1841e-028	2.0764e-023	-2.1545e-003	9.3162e-022	1.0920e-019	1.8247e-017	1.4212e-015	6.0322e-014	1.5692e-012	2.6655e-011	3.1621e-010	3.0049e-009
