Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-4.40000000e+000	-7.80000000e+000	2.38454677e+007	-5.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-1.45545323e+000	-5.55545323e+000	7.82012843e+006	0.00000000e+000	7.1365e+020	1.0000e-010	-1.3848e+020
2.000000e+001	-6.73440383e-001	-4.77344038e+000	3.41951399e+006	0.00000000e+000	2.2495e+020	1.0000e-010	0.0000e+000
3.000000e+001	-3.31488984e-001	-4.43148898e+000	1.89069046e+006	0.00000000e+000	7.8151e+019	1.0000e-010	0.0000e+000
4.000000e+001	-1.42419938e-001	-4.24241994e+000	1.44836956e+006	0.00000000e+000	2.2611e+019	1.0000e-010	0.0000e+000
5.000000e+001	2.41701834e-003	-4.09758298e+000	1.41717331e+006	0.00000000e+000	1.5947e+018	1.0000e-010	0.0000e+000
6.000000e+001	-4.15865650e-001	-3.81586565e+000	1.93191948e+006	0.00000000e+000	1.0950e+020	1.0000e-010	1.3848e+020
7.000000e+001	-2.00273703e-001	-3.62827370e+000	1.12442469e+006	0.00000000e+000	3.7201e+019	1.0000e-010	-5.2547e+018
8.000000e+001	-6.54312337e-002	-3.52143123e+000	8.69421941e+005	0.00000000e+000	8.1432e+018	1.0000e-010	-5.2784e+018
9.000000e+001	4.39109604e-002	-3.44008904e+000	7.61638695e+005	0.00000000e+000	3.8666e+017	1.0000e-010	-5.3022e+018
1.000000e+002	1.42474830e-001	-3.36952517e+000	6.60396531e+005	0.00000000e+000	9.0723e+015	1.0000e-010	-5.3259e+018
1.100000e+002	2.30914483e-001	-3.30908552e+000	5.58653986e+005	0.00000000e+000	2.9648e+014	1.0000e-010	-5.3496e+018
1.200000e+002	3.09179882e-001	-3.25882012e+000	4.56246658e+005	0.00000000e+000	1.4361e+013	1.0000e-010	-5.3733e+018
1.300000e+002	3.77204547e-001	-3.21879545e+000	3.53167272e+005	0.00000000e+000	1.0338e+012	1.0000e-010	-5.3970e+018
1.400000e+002	4.34921275e-001	-3.18907873e+000	2.49413452e+005	0.00000000e+000	1.1087e+011	1.0000e-010	-5.4207e+018
1.500000e+002	4.82262620e-001	-3.16973738e+000	1.44983030e+005	0.00000000e+000	1.7764e+010	1.0000e-010	-5.4445e+018
1.600000e+002	5.19160923e-001	-3.16083908e+000	3.98738465e+004	0.00000000e+000	4.2625e+009	1.0000e-010	-5.4682e+018
1.700000e+002	5.45548308e-001	-3.16245169e+000	-6.59162682e+004	0.00000000e+000	1.5360e+009	1.0000e-010	-5.4919e+018
1.800000e+002	5.61356681e-001	-3.17464332e+000	-1.72389492e+005	0.00000000e+000	8.3332e+008	1.0000e-010	-5.5156e+018
1.900000e+002	5.66517732e-001	-3.19748227e+000	-2.79548011e+005	0.00000000e+000	6.8251e+008	1.0000e-010	-5.5393e+018
2.000000e+002	5.60962930e-001	-3.23103707e+000	-3.87394023e+005	0.00000000e+000	8.4611e+008	1.0000e-010	-5.5630e+018
2.100000e+002	5.44623528e-001	-3.27537647e+000	-4.95929733e+005	0.00000000e+000	1.5919e+009	1.0000e-010	-5.5868e+018
2.200000e+002	5.17430555e-001	-3.33056945e+000	-6.05157357e+005	0.00000000e+000	4.5576e+009	1.0000e-010	-5.6105e+018
2.300000e+002	4.79314819e-001	-3.39668518e+000	-7.15079119e+005	0.00000000e+000	1.9909e+010	1.0000e-010	-5.6342e+018
2.400000e+002	4.30206907e-001	-3.47379309e+000	-8.25697256e+005	0.00000000e+000	1.3305e+011	1.0000e-010	-5.6579e+018
2.500000e+002	3.70037182e-001	-3.56196282e+000	-9.37014034e+005	0.00000000e+000	1.3641e+012	1.0000e-010	-5.6816e+018
2.600000e+002	-1.49264222e-001	-3.54926422e+000	5.99614119e+005	0.00000000e+000	2.4206e+019	1.0000e-010	1.0390e+020
2.700000e+002	-8.93028098e-002	-3.48930281e+000	3.72655686e+005	0.00000000e+000	1.1915e+019	1.0000e-010	0.0000e+000
2.800000e+002	-5.20372411e-002	-3.45203724e+000	2.51897752e+005	0.00000000e+000	6.3398e+018	1.0000e-010	0.0000e+000
2.900000e+002	-2.68474659e-002	-3.42684747e+000	1.82990176e+005	0.00000000e+000	3.6177e+018	1.0000e-010	0.0000e+000
3.000000e+002	-8.54844832e-003	-3.40854845e+000	1.40822349e+005	0.00000000e+000	2.2138e+018	1.0000e-010	0.0000e+000
3.100000e+002	5.53378661e-003	-3.39446621e+000	1.13269303e+005	0.00000000e+000	1.4465e+018	1.0000e-010	0.0000e+000
3.200000e+002	1.68607169e-002	-3.38313928e+000	9.42126675e+004	0.00000000e+000	1.0005e+018	1.0000e-010	0.0000e+000
3.300000e+002	2.62819837e-002	-3.37371802e+000	8.03962665e+004	0.00000000e+000	7.2536e+017	1.0000e-010	0.0000e+000
3.400000e+002	3.43216104e-002	-3.36567839e+000	6.99864375e+004	0.00000000e+000	5.4652e+017	1.0000e-010	0.0000e+000
3.500000e+002	4.13202541e-002	-3.35867975e+000	6.18934665e+004	0.00000000e+000	4.2488e+017	1.0000e-010	0.0000e+000
3.600000e+002	4.75096007e-002	-3.35249040e+000	5.54376384e+004	0.00000000e+000	3.3893e+017	1.0000e-010	0.0000e+000
3.700000e+002	5.30533646e-002	-3.34694664e+000	5.01766326e+004	0.00000000e+000	2.7620e+017	1.0000e-010	0.0000e+000
