Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	3.4932e-010	-1.7264e-014	7.5069e-014	-2.3964e-013	6.8415e-013	-2.2702e-012	1.0405e-010	-1.5122e-009	5.5895e-012	-3.8842e-012	3.5307e-012	-3.5451e-012	3.8498e-012
3.000000e+001	2.7783e-009	-1.3312e-013	5.5287e-013	-1.7268e-012	4.8599e-012	-1.5957e-011	7.2525e-010	-1.0538e-008	3.8690e-011	-2.6727e-011	2.4169e-011	-2.4156e-011	2.6120e-011
4.000000e+001	2.3277e-008	-1.0823e-012	4.3009e-012	-1.3152e-011	3.6512e-011	-1.1867e-010	5.3501e-009	-7.7717e-008	2.8351e-010	-1.9472e-010	1.7520e-010	-1.7433e-010	1.8773e-010
5.000000e+001	1.8468e-007	-8.3206e-012	3.1553e-011	-9.4356e-011	2.5815e-010	-8.3003e-010	3.7101e-008	-5.3880e-007	1.9521e-009	-1.3326e-009	1.1927e-009	-1.1811e-009	1.2664e-009
6.000000e+001	1.3810e-006	-6.0161e-011	2.1704e-010	-6.3370e-010	1.7070e-009	-5.4251e-009	2.4027e-007	-3.4883e-006	1.2546e-008	-8.5086e-009	7.5716e-009	-7.4603e-009	7.9611e-009
7.000000e+001	9.6941e-006	-4.0742e-010	1.3933e-009	-3.9648e-009	1.0502e-008	-3.2963e-008	1.4455e-006	-2.0979e-005	7.4852e-008	-5.0408e-008	4.4580e-008	-4.3684e-008	4.6379e-008
8.000000e+001	6.3604e-005	-2.5720e-009	8.3026e-009	-2.2978e-008	5.9766e-008	-1.8507e-007	8.0283e-006	-1.1648e-004	4.1201e-007	-2.7534e-007	2.4187e-007	-2.3558e-007	2.4873e-007
9.000000e+001	3.8806e-004	-1.5051e-008	4.5640e-008	-1.2254e-007	3.1245e-007	-9.5327e-007	4.0866e-005	-5.9269e-004	2.0767e-006	-1.3761e-006	1.1999e-006	-1.1610e-006	1.2184e-006
1.000000e+002	2.1885e-003	-8.1121e-008	2.2970e-007	-5.9652e-007	1.4880e-006	-4.4659e-006	1.8896e-004	-2.7393e-003	9.4978e-006	-6.2348e-006	5.3920e-006	-5.1792e-006	5.3981e-006
1.100000e+002	1.1328e-002	-3.9951e-007	1.0489e-006	-2.6247e-006	6.3886e-006	-1.8826e-005	7.8494e-004	-1.1374e-002	3.8972e-005	-2.5315e-005	2.1691e-005	-2.0663e-005	2.1371e-005
1.200000e+002	5.3359e-002	-1.7808e-006	4.2959e-006	-1.0310e-005	2.4408e-005	-7.0442e-005	2.8882e-003	-4.1828e-002	1.4140e-004	-9.0743e-005	7.6929e-005	-7.2590e-005	7.4416e-005
1.300000e+002	2.2626e-001	-7.0969e-006	1.5550e-005	-3.5570e-005	8.1547e-005	-2.2970e-004	9.2355e-003	-1.3367e-001	4.4477e-004	-2.8140e-004	2.3559e-004	-2.1982e-004	2.2300e-004
1.400000e+002	1.8301e-001	-3.9080e-006	2.7947e-006	-2.3839e-007	-8.5335e-006	4.2854e-005	-2.3209e-003	3.3866e-002	-1.3558e-004	9.8609e-005	-9.1911e-005	9.3500e-005	-1.0210e-004
