Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	2.4691e-014	-2.2045e-015	1.7663e-014	-1.3551e-013	8.2907e-014	-4.5503e-014	4.3608e-014	-4.7832e-014	5.5140e-014	-6.5031e-014	7.7616e-014	-9.3686e-014	1.1785e-013
3.000000e+001	2.0546e-013	-1.7320e-014	1.3367e-013	-1.0107e-012	6.1434e-013	-3.3314e-013	3.1623e-013	-3.4419e-013	3.9423e-013	-4.6238e-013	5.4920e-013	-6.6006e-013	8.2701e-013
4.000000e+001	1.8225e-012	-1.4546e-013	1.0833e-012	-8.0787e-012	4.8802e-012	-2.6163e-012	2.4610e-012	-2.6591e-012	3.0270e-012	-3.5317e-012	4.1757e-012	-4.9981e-012	6.2385e-012
5.000000e+001	1.5575e-011	-1.1746e-012	8.4303e-012	-6.1970e-011	3.7194e-011	-1.9704e-011	1.8360e-011	-1.9687e-011	2.2269e-011	-2.5840e-011	3.0406e-011	-3.6240e-011	4.5055e-011
6.000000e+001	1.2788e-010	-9.0906e-012	6.2767e-011	-4.5450e-010	2.7095e-010	-1.4176e-010	1.3079e-010	-1.3912e-010	1.5632e-010	-1.8035e-010	2.1115e-010	-2.5054e-010	3.1020e-010
7.000000e+001	1.0070e-009	-6.7291e-011	4.4616e-010	-3.1800e-009	1.8824e-009	-9.7202e-010	8.8751e-010	-9.3617e-010	1.0445e-009	-1.1978e-009	1.3950e-009	-1.6474e-009	2.0308e-009
8.000000e+001	7.5903e-009	-4.7542e-010	3.0207e-009	-2.1176e-008	1.2442e-008	-6.3364e-009	5.7223e-009	-5.9826e-009	6.6255e-009	-7.5495e-009	8.7433e-009	-1.0274e-008	1.2607e-008
9.000000e+001	5.4656e-008	-3.1983e-009	1.9430e-008	-1.3384e-007	7.8018e-008	-3.9158e-008	3.4954e-008	-3.6203e-008	3.9779e-008	-4.5021e-008	5.1833e-008	-6.0589e-008	7.3981e-008
1.000000e+002	3.7512e-007	-2.0434e-008	1.1839e-007	-8.0048e-007	4.6274e-007	-2.2868e-007	2.0163e-007	-2.0676e-007	2.2529e-007	-2.5316e-007	2.8963e-007	-3.3666e-007	4.0894e-007
1.100000e+002	2.4477e-006	-1.2362e-007	6.8109e-007	-4.5152e-006	2.5870e-006	-1.2576e-006	1.0944e-006	-1.1103e-006	1.1991e-006	-1.3371e-006	1.5194e-006	-1.7556e-006	2.1206e-006
1.200000e+002	1.5142e-005	-7.0581e-007	3.6861e-006	-2.3927e-005	1.3580e-005	-6.4860e-006	5.5652e-006	-5.5822e-006	5.9710e-006	-6.6035e-006	7.4501e-006	-8.5528e-006	1.0269e-005
1.300000e+002	8.8528e-005	-3.7890e-006	1.8687e-005	-1.1859e-004	6.6624e-005	-3.1224e-005	2.6388e-005	-2.6145e-005	2.7678e-005	-3.0338e-005	3.3961e-005	-3.8717e-005	4.6185e-005
