Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	7.6621e-012	-1.0601e-014	6.3061e-014	-2.9435e-013	3.9098e-012	-3.9092e-011	1.4837e-012	-1.0993e-012	1.1034e-012	-1.2198e-012	1.4096e-012	-1.6802e-012	2.1347e-012
3.000000e+001	6.2280e-011	-8.2541e-014	4.7056e-013	-2.1512e-012	2.8186e-011	-2.8126e-010	1.0587e-011	-7.7812e-012	7.7570e-012	-8.5260e-012	9.8031e-012	-1.1632e-011	1.4717e-011
4.000000e+001	5.3633e-010	-6.8210e-013	3.7335e-012	-1.6732e-011	2.1638e-010	-2.1550e-009	8.0485e-011	-5.8695e-011	5.8135e-011	-6.3545e-011	7.2711e-011	-8.5906e-011	1.0825e-010
5.000000e+001	4.4112e-009	-5.3733e-012	2.8183e-011	-1.2369e-010	1.5778e-009	-1.5682e-008	5.8086e-010	-4.2015e-010	4.1332e-010	-4.4916e-010	5.1133e-010	-6.0139e-010	7.5459e-010
6.000000e+001	3.4521e-008	-4.0181e-011	2.0147e-010	-8.6488e-010	1.0873e-008	-1.0783e-007	3.9593e-009	-2.8391e-009	2.7728e-009	-2.9947e-009	3.3908e-009	-3.9688e-009	4.9575e-009
7.000000e+001	2.5635e-007	-2.8438e-010	1.3594e-009	-5.7002e-009	7.0557e-008	-6.9817e-007	2.5397e-008	-1.8044e-008	1.7488e-008	-1.8763e-008	2.1122e-008	-2.4595e-008	3.0574e-008
8.000000e+001	1.8010e-006	-1.8986e-009	8.6263e-009	-3.5275e-008	4.2947e-007	-4.2393e-006	1.5268e-007	-1.0741e-007	1.0324e-007	-1.0999e-007	1.2305e-007	-1.4250e-007	1.7622e-007
9.000000e+001	1.1930e-005	-1.1912e-008	5.1262e-008	-2.0406e-007	2.4407e-006	-2.4029e-005	8.5618e-007	-5.9591e-007	5.6772e-007	-6.0023e-007	6.6707e-007	-7.6789e-007	9.4434e-007
1.000000e+002	7.4225e-005	-6.9937e-008	2.8390e-007	-1.0979e-006	1.2881e-005	-1.2646e-004	4.4538e-006	-3.0644e-006	2.8914e-006	-3.0318e-006	3.3451e-006	-3.8258e-006	4.6764e-006
1.100000e+002	4.3187e-004	-3.8230e-007	1.4570e-006	-5.4601e-006	6.2739e-005	-6.1401e-004	2.1354e-005	-1.4508e-005	1.3546e-005	-1.4076e-005	1.5407e-005	-1.7497e-005	2.1245e-005
1.200000e+002	2.3380e-003	-1.9345e-006	6.8836e-006	-2.4923e-005	2.7988e-004	-2.7299e-003	9.3624e-005	-6.2734e-005	5.7897e-005	-5.9563e-005	6.4627e-005	-7.2818e-005	8.7768e-005
1.300000e+002	1.1707e-002	-8.9988e-006	2.9695e-005	-1.0350e-004	1.1331e-003	-1.1010e-002	3.7181e-004	-2.4531e-004	2.2348e-004	-2.2735e-004	2.4427e-004	-2.7281e-004	3.2611e-004
1.400000e+002	5.3832e-002	-3.8162e-005	1.1581e-004	-3.8683e-004	4.1156e-003	-3.9820e-002	1.3214e-003	-8.5668e-004	7.6904e-004	-7.7248e-004	8.2071e-004	-9.0744e-004	1.0745e-003
1.500000e+002	2.2534e-001	-1.4598e-004	4.0311e-004	-1.2827e-003	1.3207e-002	-1.2716e-001	4.1354e-003	-2.6274e-003	2.3186e-003	-2.2948e-003	2.4064e-003	-2.6296e-003	3.0793e-003
1.600000e+002	1.8243e-001	-6.4898e-005	3.8235e-005	9.3677e-005	-2.4074e-003	2.5219e-002	-1.0899e-003	8.6136e-004	-8.8375e-004	9.7910e-004	-1.1223e-003	1.3192e-003	-1.6464e-003
1.700000e+002	1.0164e-001	5.1880e-005	-3.6006e-004	1.3738e-003	-1.5310e-002	1.4882e-001	-5.0072e-003	3.2666e-003	-2.9324e-003	2.9350e-003	-3.1007e-003	3.4044e-003	-3.9984e-003
1.800000e+002	4.6522e-002	1.6400e-004	-6.0942e-004	1.8747e-003	-1.8009e-002	1.7108e-001	-5.2203e-003	3.0666e-003	-2.5024e-003	2.2911e-003	-2.2231e-003	2.2474e-003	-2.4260e-003
1.900000e+002	1.8731e-002	3.1627e-004	-8.1063e-004	1.9395e-003	-1.4733e-002	1.3409e-001	-3.3182e-003	1.4469e-003	-7.9466e-004	3.8428e-004	-4.1753e-005	-2.9796e-004	7.1568e-004
2.000000e+002	6.9035e-003	6.2980e-004	-1.1626e-003	2.0671e-003	-1.0472e-002	8.6201e-002	-9.5101e-004	-4.5918e-004	1.1083e-003	-1.6325e-003	2.1530e-003	-2.7382e-003	3.5841e-003
2.100000e+002	2.3978e-003	1.3956e-003	-1.9729e-003	2.6921e-003	-7.6929e-003	4.9251e-002	1.3514e-003	-2.3700e-003	2.9698e-003	-3.5220e-003	4.1041e-003	-4.7828e-003	5.8303e-003
2.200000e+002	8.0393e-004	3.3782e-003	-3.8645e-003	4.3790e-003	-7.1849e-003	2.6128e-002	3.9537e-003	-4.6698e-003	5.1771e-003	-5.6788e-003	6.2217e-003	-6.8720e-003	7.9609e-003
2.300000e+002	2.6631e-004	8.6425e-003	-8.2587e-003	8.2290e-003	-9.5134e-003	1.2940e-002	7.8268e-003	-8.2007e-003	8.5025e-003	-8.8316e-003	9.2112e-003	-9.7092e-003	1.0726e-002
2.400000e+002	9.0580e-005	2.2692e-002	-1.8373e-002	1.6515e-002	-1.6026e-002	5.2561e-003	1.4568e-002	-1.4263e-002	1.4047e-002	-1.3931e-002	1.3906e-002	-1.4041e-002	1.4830e-002
2.500000e+002	3.7041e-005	5.9581e-002	-4.1030e-002	3.3538e-002	-2.9428e-002	-2.4488e-004	2.6503e-002	-2.4587e-002	2.3118e-002	-2.1963e-002	2.1038e-002	-2.0393e-002	2.0636e-002
2.600000e+002	3.1009e-005	1.5248e-001	-8.8971e-002	6.6076e-002	-5.3525e-002	-5.8313e-003	4.6126e-002	-4.0622e-002	3.6458e-002	-3.3159e-002	3.0458e-002	-2.8326e-002	2.7441e-002
2.700000e+002	2.0575e-005	1.7152e-001	-6.4999e-002	3.5058e-002	-2.0828e-002	-5.1457e-003	1.3422e-002	-8.2282e-003	4.5939e-003	-1.8965e-003	-1.9598e-004	1.8961e-003	-3.5165e-003
