Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	3.1510e-020	-1.9717e-019	3.6613e-019	-5.1719e-019	6.5781e-019	-7.9172e-019	9.2090e-019	-1.0465e-018	1.1693e-018	-1.2901e-018	1.4206e-018	-1.6293e-018
3.000000e+001	2.7132e-019	-1.5692e-018	2.8262e-018	-3.9233e-018	4.9302e-018	-5.8794e-018	6.7880e-018	-7.6658e-018	8.5191e-018	-9.3553e-018	1.0258e-017	-1.1718e-017
4.000000e+001	2.5108e-018	-1.3484e-017	2.3596e-017	-3.2225e-017	4.0039e-017	-4.7336e-017	5.4270e-017	-6.0930e-017	6.7371e-017	-7.3656e-017	8.0442e-017	-9.1544e-017
5.000000e+001	2.2653e-017	-1.1275e-016	1.9157e-016	-2.5727e-016	3.1595e-016	-3.7023e-016	4.2143e-016	-4.7030e-016	5.1732e-016	-5.6300e-016	6.1237e-016	-6.9419e-016
6.000000e+001	1.9887e-016	-9.1533e-016	1.5086e-015	-1.9912e-015	2.4161e-015	-2.8054e-015	3.1697e-015	-3.5153e-015	3.8460e-015	-4.1660e-015	4.5122e-015	-5.0946e-015
7.000000e+001	1.6974e-015	-7.2076e-015	1.1512e-014	-1.4924e-014	1.7886e-014	-2.0571e-014	2.3065e-014	-2.5415e-014	2.7653e-014	-2.9807e-014	3.2144e-014	-3.6142e-014
8.000000e+001	1.4075e-014	-5.4995e-014	8.5032e-014	-1.0821e-013	1.2803e-013	-1.4581e-013	1.6219e-013	-1.7753e-013	1.9205e-013	-2.0597e-013	2.2111e-013	-2.4754e-013
9.000000e+001	1.1328e-013	-4.0618e-013	6.0728e-013	-7.5815e-013	8.8512e-013	-9.9781e-013	1.1008e-012	-1.1966e-012	1.2867e-012	-1.3727e-012	1.4667e-012	-1.6347e-012
1.000000e+002	8.8402e-013	-2.9006e-012	4.1883e-012	-5.1257e-012	5.9019e-012	-6.5833e-012	7.2007e-012	-7.7710e-012	8.3046e-012	-8.8116e-012	9.3688e-012	-1.0394e-011
1.100000e+002	6.6831e-012	-2.0003e-011	2.7858e-011	-3.3396e-011	3.7904e-011	-4.1817e-011	4.5332e-011	-4.8557e-011	5.1557e-011	-5.4394e-011	5.7539e-011	-6.3526e-011
1.200000e+002	4.8890e-011	-1.3304e-010	1.7846e-010	-2.0937e-010	2.3411e-010	-2.5533e-010	2.7423e-010	-2.9145e-010	3.0737e-010	-3.2236e-010	3.3919e-010	-3.7259e-010
1.300000e+002	3.4569e-010	-8.5213e-010	1.0992e-009	-1.2611e-009	1.3882e-009	-1.4960e-009	1.5912e-009	-1.6773e-009	1.7565e-009	-1.8308e-009	1.9157e-009	-2.0932e-009
1.400000e+002	2.3596e-009	-5.2483e-009	6.5000e-009	-7.2843e-009	7.8886e-009	-8.3954e-009	8.8393e-009	-9.2384e-009	9.6034e-009	-9.9446e-009	1.0345e-008	-1.1241e-008
1.500000e+002	1.5527e-008	-3.1031e-008	3.6829e-008	-4.0274e-008	4.2875e-008	-4.5034e-008	4.6912e-008	-4.8591e-008	5.0120e-008	-5.1547e-008	5.3293e-008	-5.7573e-008
1.600000e+002	9.8353e-008	-1.7580e-007	1.9956e-007	-2.1268e-007	2.2238e-007	-2.3037e-007	2.3730e-007	-2.4348e-007	2.4909e-007	-2.5434e-007	2.6126e-007	-2.8051e-007
1.700000e+002	5.9880e-007	-9.5246e-007	1.0317e-006	-1.0702e-006	1.0980e-006	-1.1210e-006	1.1411e-006	-1.1592e-006	1.1757e-006	-1.1914e-006	1.2155e-006	-1.2965e-006
1.800000e+002	3.4979e-006	-4.9236e-006	5.0768e-006	-5.1178e-006	5.1469e-006	-5.1743e-006	5.2014e-006	-5.2282e-006	5.2543e-006	-5.2814e-006	5.3491e-006	-5.6666e-006
1.900000e+002	1.9568e-005	-2.4225e-005	2.3712e-005	-2.3192e-005	2.2833e-005	-2.2582e-005	2.2400e-005	-2.2263e-005	2.2156e-005	-2.2080e-005	2.2190e-005	-2.3334e-005
2.000000e+002	1.0462e-004	-1.1313e-004	1.0479e-004	-9.9252e-005	9.5534e-005	-9.2847e-005	9.0793e-005	-8.9156e-005	8.7807e-005	-8.6699e-005	8.6409e-005	-9.0147e-005
2.100000e+002	5.3333e-004	-4.9990e-004	4.3668e-004	-3.9962e-004	3.7545e-004	-3.5812e-004	3.4488e-004	-3.3429e-004	3.2555e-004	-3.1826e-004	3.1436e-004	-3.2517e-004
2.200000e+002	2.5858e-003	-2.0827e-003	1.7087e-003	-1.5071e-003	1.3795e-003	-1.2895e-003	1.2214e-003	-1.1674e-003	1.1231e-003	-1.0862e-003	1.0625e-003	-1.0888e-003
2.300000e+002	1.1889e-002	-8.1483e-003	6.2488e-003	-5.2963e-003	4.7127e-003	-4.3094e-003	4.0089e-003	-3.7734e-003	3.5821e-003	-3.4234e-003	3.3131e-003	-3.3607e-003
2.400000e+002	5.1674e-002	-2.9792e-002	2.1238e-002	-1.7236e-002	1.4870e-002	-1.3273e-002	1.2105e-002	-1.1203e-002	1.0479e-002	-9.8842e-003	9.4527e-003	-9.4801e-003
2.500000e+002	2.1144e-001	-1.0119e-001	6.6604e-002	-5.1532e-002	4.2962e-002	-3.7333e-002	3.3301e-002	-3.0241e-002	2.7822e-002	-2.5859e-002	2.4401e-002	-2.4160e-002
2.600000e+002	1.8352e-001	-1.6801e-002	-6.5345e-003	1.2726e-002	-1.5018e-002	1.5968e-002	-1.6344e-002	1.6441e-002	-1.6393e-002	1.6270e-002	-1.6227e-002	1.6886e-002
2.700000e+002	1.1607e-001	8.2159e-002	-7.2439e-002	6.1201e-002	-5.3005e-002	4.6914e-002	-4.2207e-002	3.8445e-002	-3.5357e-002	3.2779e-002	-3.0805e-002	3.0335e-002
2.800000e+002	6.3468e-002	1.3808e-001	-8.3031e-002	5.4790e-002	-3.8635e-002	2.8295e-002	-2.1152e-002	1.5946e-002	-1.2002e-002	8.9271e-003	-6.5088e-003	4.6239e-003
2.900000e+002	3.1816e-002	1.4955e-001	-4.6994e-002	1.0310e-002	6.0936e-003	-1.4503e-002	1.9144e-002	-2.1791e-002	2.3294e-002	-2.4113e-002	2.4686e-002	-2.6122e-002
3.000000e+002	1.5045e-002	1.3348e-001	8.9621e-003	-3.9914e-002	4.6874e-002	-4.6905e-002	4.4662e-002	-4.1706e-002	3.8623e-002	-3.5654e-002	3.3115e-002	-3.2021e-002
3.100000e+002	6.8218e-003	1.0623e-001	6.2019e-002	-7.1910e-002	6.1984e-002	-5.0397e-002	4.0190e-002	-3.1700e-002	2.4723e-002	-1.8988e-002	1.4329e-002	-1.0678e-002
3.200000e+002	2.9958e-003	7.8213e-002	9.9758e-002	-7.6564e-002	4.7888e-002	-2.6677e-002	1.1803e-002	-1.3751e-003	-5.9965e-003	1.1249e-002	-1.5137e-002	1.8933e-002
3.300000e+002	1.2825e-003	5.4363e-002	1.1891e-001	-5.6748e-002	1.4131e-002	9.8281e-003	-2.2892e-002	2.9748e-002	-3.3000e-002	3.4129e-002	-3.4238e-002	3.5032e-002
3.400000e+002	5.3756e-004	3.6125e-002	1.2183e-001	-2.1627e-002	-2.4722e-002	4.2114e-002	-4.6495e-002	4.5091e-002	-4.1200e-002	3.6389e-002	-3.1604e-002	2.7878e-002
3.500000e+002	2.2134e-004	2.3146e-002	1.1328e-001	1.8411e-002	-5.5706e-002	5.8098e-002	-4.9539e-002	3.8424e-002	-2.7669e-002	1.8204e-002	-1.0245e-002	3.3985e-003
3.600000e+002	8.9739e-005	1.4385e-002	9.8227e-002	5.4938e-002	-7.0998e-002	5.3724e-002	-3.2493e-002	1.4410e-002	-5.5717e-004	-9.5414e-003	1.6809e-002	-2.3068e-002
3.700000e+002	3.5893e-005	8.7102e-003	8.0701e-002	8.2764e-002	-6.8589e-002	3.2262e-002	-3.3216e-003	-1.5644e-002	2.6810e-002	-3.2584e-002	3.5064e-002	-3.6790e-002
3.800000e+002	1.4184e-005	5.1559e-003	6.3480e-002	9.9875e-002	-5.1059e-002	1.4711e-003	2.6994e-002	-3.9593e-002	4.2660e-002	-4.0510e-002	3.5975e-002	-3.1251e-002
3.900000e+002	5.5443e-006	2.9917e-003	4.8156e-002	1.0666e-001	-2.3609e-002	-2.9707e-002	4.8721e-002	-4.9126e-002	4.1300e-002	-3.0699e-002	2.0033e-002	-1.0167e-002
4.000000e+002	2.1459e-006	1.7053e-003	3.5419e-002	1.0497e-001	7.8665e-003	-5.3779e-002	5.6107e-002	-4.1943e-002	2.4261e-002	-8.1793e-003	-4.8167e-003	1.5733e-002
4.100000e+002	8.2312e-007	9.5653e-004	2.5361e-002	9.7228e-002	3.8173e-002	-6.6163e-002	4.8208e-002	-2.1406e-002	-1.4561e-003	1.7548e-002	-2.7630e-002	3.4526e-002
4.200000e+002	3.1311e-007	5.2878e-004	1.7734e-002	8.5853e-002	6.3581e-002	-6.5510e-002	2.8152e-002	5.5120e-003	-2.6682e-002	3.6750e-002	-3.9323e-002	3.8423e-002
4.300000e+002	1.1819e-007	2.8845e-004	1.2142e-002	7.2890e-002	8.2029e-002	-5.3182e-002	1.5278e-003	3.0891e-002	-4.3407e-002	4.2980e-002	-3.5930e-002	2.6467e-002
4.400000e+002	4.4297e-008	1.5543e-004	8.1561e-003	5.9862e-002	9.2942e-002	-3.2314e-002	-2.5426e-002	4.8187e-002	-4.7067e-002	3.4796e-002	-1.9385e-002	4.0574e-003
4.500000e+002	1.6491e-008	8.2806e-005	5.3851e-003	4.7770e-002	9.6856e-002	-6.7907e-003	-4.7316e-002	5.3673e-002	-3.7339e-002	1.5519e-002	3.9337e-003	-1.9888e-002
4.600000e+002	6.1010e-009	4.3654e-005	3.4998e-003	3.7171e-002	9.4986e-002	1.9605e-002	-6.0520e-002	4.6840e-002	-1.7573e-002	-8.4643e-003	2.5939e-002	-3.6617e-002
