Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	3.1510e-020	-1.9717e-019	3.6613e-019	-5.1719e-019	6.5781e-019	-7.9172e-019	9.2090e-019	-1.0465e-018	1.1693e-018	-1.2905e-018	1.4262e-018	-1.6554e-018
3.000000e+001	2.7132e-019	-1.5692e-018	2.8262e-018	-3.9233e-018	4.9302e-018	-5.8794e-018	6.7880e-018	-7.6658e-018	8.5191e-018	-9.3577e-018	1.0298e-017	-1.1904e-017
4.000000e+001	2.5108e-018	-1.3484e-017	2.3596e-017	-3.2225e-017	4.0039e-017	-4.7336e-017	5.4270e-017	-6.0930e-017	6.7371e-017	-7.3674e-017	8.0756e-017	-9.2994e-017
5.000000e+001	2.2653e-017	-1.1275e-016	1.9157e-016	-2.5727e-016	3.1595e-016	-3.7023e-016	4.2143e-016	-4.7030e-016	5.1732e-016	-5.6314e-016	6.1475e-016	-7.0513e-016
6.000000e+001	1.9887e-016	-9.1533e-016	1.5086e-015	-1.9912e-015	2.4161e-015	-2.8054e-015	3.1697e-015	-3.5153e-015	3.8460e-015	-4.1670e-015	4.5297e-015	-5.1745e-015
7.000000e+001	1.6974e-015	-7.2076e-015	1.1512e-014	-1.4924e-014	1.7886e-014	-2.0571e-014	2.3065e-014	-2.5415e-014	2.7653e-014	-2.9815e-014	3.2268e-014	-3.6706e-014
8.000000e+001	1.4075e-014	-5.4995e-014	8.5032e-014	-1.0821e-013	1.2803e-013	-1.4581e-013	1.6219e-013	-1.7753e-013	1.9205e-013	-2.0602e-013	2.2196e-013	-2.5138e-013
9.000000e+001	1.1328e-013	-4.0618e-013	6.0728e-013	-7.5815e-013	8.8512e-013	-9.9781e-013	1.1008e-012	-1.1966e-012	1.2867e-012	-1.3731e-012	1.4723e-012	-1.6600e-012
1.000000e+002	8.8402e-013	-2.9006e-012	4.1883e-012	-5.1257e-012	5.9019e-012	-6.5833e-012	7.2007e-012	-7.7710e-012	8.3046e-012	-8.8138e-012	9.4046e-012	-1.0553e-011
1.100000e+002	6.6831e-012	-2.0003e-011	2.7858e-011	-3.3396e-011	3.7904e-011	-4.1817e-011	4.5332e-011	-4.8557e-011	5.1557e-011	-5.4407e-011	5.7758e-011	-6.4494e-011
1.200000e+002	4.8890e-011	-1.3304e-010	1.7846e-010	-2.0937e-010	2.3411e-010	-2.5533e-010	2.7423e-010	-2.9145e-010	3.0737e-010	-3.2244e-010	3.4048e-010	-3.7823e-010
1.300000e+002	3.4569e-010	-8.5213e-010	1.0992e-009	-1.2611e-009	1.3882e-009	-1.4960e-009	1.5912e-009	-1.6773e-009	1.7566e-009	-1.8313e-009	1.9229e-009	-2.1247e-009
1.400000e+002	2.3596e-009	-5.2483e-009	6.5000e-009	-7.2843e-009	7.8886e-009	-8.3954e-009	8.8393e-009	-9.2384e-009	9.6034e-009	-9.9470e-009	1.0384e-008	-1.1409e-008
1.500000e+002	1.5527e-008	-3.1031e-008	3.6829e-008	-4.0274e-008	4.2875e-008	-4.5034e-008	4.6912e-008	-4.8591e-008	5.0120e-008	-5.1559e-008	5.3493e-008	-5.8426e-008
1.600000e+002	9.8353e-008	-1.7580e-007	1.9956e-007	-2.1268e-007	2.2238e-007	-2.3037e-007	2.3730e-007	-2.4348e-007	2.4909e-007	-2.5440e-007	2.6224e-007	-2.8463e-007
1.700000e+002	5.9880e-007	-9.5246e-007	1.0317e-006	-1.0702e-006	1.0980e-006	-1.1210e-006	1.1411e-006	-1.1592e-006	1.1757e-006	-1.1917e-006	1.2200e-006	-1.3154e-006
1.800000e+002	3.4979e-006	-4.9236e-006	5.0768e-006	-5.1178e-006	5.1469e-006	-5.1743e-006	5.2014e-006	-5.2282e-006	5.2543e-006	-5.2827e-006	5.3688e-006	-5.7483e-006
1.900000e+002	1.9568e-005	-2.4225e-005	2.3712e-005	-2.3192e-005	2.2833e-005	-2.2582e-005	2.2400e-005	-2.2263e-005	2.2156e-005	-2.2085e-005	2.2271e-005	-2.3667e-005
2.000000e+002	1.0462e-004	-1.1313e-004	1.0479e-004	-9.9252e-005	9.5534e-005	-9.2847e-005	9.0793e-005	-8.9156e-005	8.7808e-005	-8.6720e-005	8.6724e-005	-9.1420e-005
2.100000e+002	5.3333e-004	-4.9990e-004	4.3668e-004	-3.9962e-004	3.7545e-004	-3.5812e-004	3.4488e-004	-3.3429e-004	3.2556e-004	-3.1834e-004	3.1550e-004	-3.2971e-004
2.200000e+002	2.5858e-003	-2.0827e-003	1.7087e-003	-1.5071e-003	1.3795e-003	-1.2895e-003	1.2214e-003	-1.1674e-003	1.1231e-003	-1.0864e-003	1.0663e-003	-1.1038e-003
2.300000e+002	1.1889e-002	-8.1483e-003	6.2488e-003	-5.2963e-003	4.7127e-003	-4.3094e-003	4.0089e-003	-3.7734e-003	3.5821e-003	-3.4242e-003	3.3249e-003	-3.4063e-003
2.400000e+002	5.1674e-002	-2.9792e-002	2.1238e-002	-1.7236e-002	1.4870e-002	-1.3273e-002	1.2105e-002	-1.1203e-002	1.0479e-002	-9.8865e-003	9.4860e-003	-9.6066e-003
2.500000e+002	2.1144e-001	-1.0119e-001	6.6604e-002	-5.1532e-002	4.2962e-002	-3.7333e-002	3.3301e-002	-3.0241e-002	2.7822e-002	-2.5865e-002	2.4487e-002	-2.4476e-002
2.600000e+002	1.8352e-001	-1.6801e-002	-6.5345e-003	1.2726e-002	-1.5018e-002	1.5968e-002	-1.6344e-002	1.6441e-002	-1.6393e-002	1.6274e-002	-1.6286e-002	1.7124e-002
2.700000e+002	1.1607e-001	8.2159e-002	-7.2439e-002	6.1201e-002	-5.3005e-002	4.6914e-002	-4.2207e-002	3.8445e-002	-3.5357e-002	3.2786e-002	-3.0912e-002	3.0728e-002
2.800000e+002	6.3468e-002	1.3808e-001	-8.3031e-002	5.4790e-002	-3.8635e-002	2.8295e-002	-2.1152e-002	1.5946e-002	-1.2002e-002	8.9289e-003	-6.5261e-003	4.6484e-003
2.900000e+002	3.1816e-002	1.4955e-001	-4.6994e-002	1.0310e-002	6.0936e-003	-1.4503e-002	1.9144e-002	-2.1791e-002	2.3294e-002	-2.4119e-002	2.4778e-002	-2.6495e-002
3.000000e+002	1.5045e-002	1.3348e-001	8.9621e-003	-3.9914e-002	4.6874e-002	-4.6905e-002	4.4662e-002	-4.1706e-002	3.8623e-002	-3.5663e-002	3.3228e-002	-3.2422e-002
3.100000e+002	6.8218e-003	1.0623e-001	6.2019e-002	-7.1910e-002	6.1984e-002	-5.0397e-002	4.0190e-002	-3.1700e-002	2.4723e-002	-1.8992e-002	1.4369e-002	-1.0748e-002
3.200000e+002	2.9958e-003	7.8213e-002	9.9758e-002	-7.6564e-002	4.7888e-002	-2.6677e-002	1.1803e-002	-1.3751e-003	-5.9966e-003	1.1252e-002	-1.5202e-002	1.9255e-002
3.300000e+002	1.2825e-003	5.4363e-002	1.1891e-001	-5.6748e-002	1.4131e-002	9.8281e-003	-2.2892e-002	2.9748e-002	-3.3000e-002	3.4137e-002	-3.4362e-002	3.5505e-002
3.400000e+002	5.3756e-004	3.6125e-002	1.2183e-001	-2.1627e-002	-2.4722e-002	4.2114e-002	-4.6495e-002	4.5091e-002	-4.1201e-002	3.6397e-002	-3.1706e-002	2.8168e-002
3.500000e+002	2.2134e-004	2.3146e-002	1.1328e-001	1.8411e-002	-5.5706e-002	5.8098e-002	-4.9539e-002	3.8424e-002	-2.7669e-002	1.8207e-002	-1.0261e-002	3.3096e-003
3.600000e+002	8.9739e-005	1.4385e-002	9.8227e-002	5.4938e-002	-7.0998e-002	5.3724e-002	-3.2493e-002	1.4410e-002	-5.5715e-004	-9.5448e-003	1.6888e-002	-2.3486e-002
3.700000e+002	3.5893e-005	8.7102e-003	8.0701e-002	8.2764e-002	-6.8589e-002	3.2262e-002	-3.3216e-003	-1.5644e-002	2.6810e-002	-3.2593e-002	3.5195e-002	-3.7293e-002
3.800000e+002	1.4184e-005	5.1559e-003	6.3480e-002	9.9875e-002	-5.1059e-002	1.4711e-003	2.6994e-002	-3.9593e-002	4.2660e-002	-4.0519e-002	3.6091e-002	-3.1555e-002
3.900000e+002	5.5443e-006	2.9917e-003	4.8156e-002	1.0666e-001	-2.3609e-002	-2.9707e-002	4.8721e-002	-4.9126e-002	4.1300e-002	-3.0705e-002	2.0076e-002	-1.0102e-002
4.000000e+002	2.1459e-006	1.7053e-003	3.5419e-002	1.0497e-001	7.8665e-003	-5.3779e-002	5.6107e-002	-4.1943e-002	2.4261e-002	-8.1794e-003	-4.8677e-003	1.6140e-002
4.100000e+002	8.2312e-007	9.5653e-004	2.5361e-002	9.7228e-002	3.8173e-002	-6.6163e-002	4.8208e-002	-2.1406e-002	-1.4561e-003	1.7553e-002	-2.7753e-002	3.5083e-002
4.200000e+002	3.1311e-007	5.2878e-004	1.7734e-002	8.5853e-002	6.3581e-002	-6.5510e-002	2.8152e-002	5.5120e-003	-2.6682e-002	3.6759e-002	-3.9466e-002	3.8870e-002
4.300000e+002	1.1819e-007	2.8845e-004	1.2142e-002	7.2890e-002	8.2029e-002	-5.3182e-002	1.5278e-003	3.0891e-002	-4.3407e-002	4.2990e-002	-3.6034e-002	2.6598e-002
4.400000e+002	4.4297e-008	1.5543e-004	8.1561e-003	5.9862e-002	9.2942e-002	-3.2314e-002	-2.5426e-002	4.8187e-002	-4.7067e-002	3.4803e-002	-1.9410e-002	3.8051e-003
4.500000e+002	1.6491e-008	8.2806e-005	5.3851e-003	4.7770e-002	9.6856e-002	-6.7907e-003	-4.7316e-002	5.3673e-002	-3.7339e-002	1.5520e-002	3.9985e-003	-2.0430e-002
4.600000e+002	6.1010e-009	4.3654e-005	3.4998e-003	3.7171e-002	9.4986e-002	1.9605e-002	-6.0520e-002	4.6840e-002	-1.7573e-002	-8.4693e-003	2.6072e-002	-3.7240e-002
4.700000e+002	2.2438e-009	2.2788e-005	2.2417e-003	2.8281e-002	8.8842e-002	4.3770e-002	-6.3506e-002	2.9947e-002	6.6592e-003	-3.0015e-002	3.9822e-002	-4.1066e-002
4.800000e+002	8.2063e-010	1.1786e-005	1.4167e-003	2.1087e-002	7.9944e-002	6.3570e-002	-5.6657e-002	7.0404e-003	2.9292e-002	-4.3320e-002	4.1416e-002	-3.1148e-002
4.900000e+002	2.9855e-010	6.0434e-006	8.8419e-004	1.5436e-002	6.9627e-002	7.7873e-002	-4.1786e-002	-1.7187e-002	4.5280e-002	-4.5309e-002	3.0917e-002	-1.1218e-002
5.000000e+002	1.0807e-010	3.0736e-006	5.4545e-004	1.1112e-002	5.8958e-002	8.6429e-002	-2.1528e-002	-3.8408e-002	5.1568e-002	-3.6034e-002	1.1782e-002	1.2175e-002
5.100000e+002	3.8934e-011	1.5511e-006	3.3282e-004	7.8761e-003	4.8704e-002	8.9651e-002	1.2450e-003	-5.3378e-002	4.7435e-002	-1.8238e-002	-1.0501e-002	3.1957e-002
5.200000e+002	1.3963e-011	7.7708e-007	2.0101e-004	5.5033e-003	3.9355e-002	8.8378e-002	2.3887e-002	-6.0278e-002	3.4263e-002	3.6603e-003	-3.0100e-002	4.2628e-002
5.300000e+002	4.9857e-012	3.8660e-007	1.2023e-004	3.7945e-003	3.1174e-002	8.3654e-002	4.4280e-002	-5.8733e-002	1.4943e-002	2.4776e-002	-4.2337e-002	4.1620e-002
5.400000e+002	1.7729e-012	1.9107e-007	7.1260e-005	2.5840e-003	2.4252e-002	7.6556e-002	6.0975e-002	-4.9585e-002	-6.8986e-003	4.0858e-002	-4.4672e-002	2.9652e-002
5.500000e+002	6.2792e-013	9.3834e-008	4.1870e-005	1.7393e-003	1.8556e-002	6.8069e-002	7.3204e-002	-3.4527e-002	-2.7647e-002	4.9058e-002	-3.7015e-002	1.0180e-002
5.600000e+002	2.2155e-013	4.5805e-008	2.4400e-005	1.1579e-003	1.3983e-002	5.9019e-002	8.0793e-002	-1.5695e-002	-4.4285e-002	4.8278e-002	-2.1445e-002	-1.1768e-002
5.700000e+002	7.7880e-014	2.2231e-008	1.4108e-005	7.6297e-004	1.0389e-002	5.0044e-002	8.4030e-002	4.7038e-003	-5.4762e-002	3.9121e-002	-1.4953e-003	-3.0966e-002
5.800000e+002	2.7281e-014	1.0730e-008	8.0966e-006	4.9784e-004	7.6167e-003	4.1593e-002	8.3515e-002	2.4676e-002	-5.8123e-002	2.3536e-002	1.8746e-002	-4.3213e-002
