Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-6.40000000e+000	-9.80000000e+000	3.82509807e+007	-7.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-2.01490193e+000	-6.11490193e+000	1.38400925e+007	0.00000000e+000	1.1622e+021	1.0000e-010	-1.3848e+020
2.000000e+001	-1.19089268e+000	-4.59089268e+000	6.05067068e+006	0.00000000e+000	5.2831e+020	1.0000e-010	1.3848e+020
3.000000e+001	-5.63425608e-001	-3.99142561e+000	2.67173500e+006	0.00000000e+000	1.7229e+020	1.0000e-010	-5.2547e+018
4.000000e+001	-2.73852108e-001	-3.72985211e+000	1.44960053e+006	0.00000000e+000	5.8896e+019	1.0000e-010	-5.2784e+018
5.000000e+001	-1.06492056e-001	-3.59049206e+000	1.06239433e+006	0.00000000e+000	1.5042e+019	1.0000e-010	-5.3022e+018
6.000000e+001	2.21473774e-002	-3.48985262e+000	9.45642149e+005	0.00000000e+000	8.3654e+017	1.0000e-010	-5.3259e+018
7.000000e+001	1.39111592e-001	-3.40088841e+000	8.44009272e+005	0.00000000e+000	1.0333e+016	1.0000e-010	-5.3496e+018
8.000000e+001	2.45912520e-001	-3.32208748e+000	7.41901320e+005	0.00000000e+000	1.6597e+014	1.0000e-010	-5.3733e+018
9.000000e+001	3.42502652e-001	-3.25349735e+000	6.39124800e+005	0.00000000e+000	3.9573e+012	1.0000e-010	-5.3970e+018
1.000000e+002	4.28815132e-001	-3.19518487e+000	5.35674543e+005	0.00000000e+000	1.4041e+011	1.0000e-010	-5.4207e+018
1.100000e+002	5.04782586e-001	-3.14721741e+000	4.31548331e+005	0.00000000e+000	7.4338e+009	1.0000e-010	-5.4445e+018
1.200000e+002	5.70337419e-001	-3.10966258e+000	3.26744004e+005	0.00000000e+000	5.8876e+008	1.0000e-010	-5.4682e+018
1.300000e+002	6.25411820e-001	-3.08258818e+000	2.21259396e+005	0.00000000e+000	6.9941e+007	1.0000e-010	-5.4919e+018
1.400000e+002	6.69937759e-001	-3.06606224e+000	1.15092330e+005	0.00000000e+000	1.2495e+007	1.0000e-010	-5.5156e+018
1.500000e+002	7.03846992e-001	-3.06015301e+000	8.24062132e+003	0.00000000e+000	3.3657e+006	1.0000e-010	-5.5393e+018
1.600000e+002	7.27071054e-001	-3.06492895e+000	-9.92979240e+004	0.00000000e+000	1.3707e+006	1.0000e-010	-5.5630e+018
1.700000e+002	7.39541262e-001	-3.08045874e+000	-2.07525510e+005	0.00000000e+000	8.4614e+005	1.0000e-010	-5.5868e+018
