Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11
2.000000e+001	5.7226e-022	-1.4403e-021	2.0826e-021	-2.6167e-021	3.0893e-021	-3.5209e-021	3.9227e-021	-4.3011e-021	4.6608e-021	-5.0170e-021	5.5062e-021
3.000000e+001	2.2809e-021	-5.1433e-021	7.0677e-021	-8.5937e-021	9.9026e-021	-1.1071e-020	1.2137e-020	-1.3126e-020	1.4053e-020	-1.4965e-020	1.6262e-020
4.000000e+001	1.2227e-020	-2.5289e-020	3.3395e-020	-3.9581e-020	4.4756e-020	-4.9289e-020	5.3367e-020	-5.7100e-020	6.0563e-020	-6.3956e-020	6.8965e-020
5.000000e+001	7.3329e-020	-1.4075e-019	1.7966e-019	-2.0839e-019	2.3193e-019	-2.5224e-019	2.7028e-019	-2.8663e-019	3.0167e-019	-3.1638e-019	3.3900e-019
6.000000e+001	4.7914e-019	-8.5945e-019	1.0641e-018	-1.2106e-018	1.3284e-018	-1.4287e-018	1.5168e-018	-1.5959e-018	1.6681e-018	-1.7388e-018	1.8527e-018
7.000000e+001	3.3588e-018	-5.6591e-018	6.8127e-018	-7.6142e-018	8.2473e-018	-8.7792e-018	9.2422e-018	-9.6545e-018	1.0028e-017	-1.0395e-017	1.1019e-017
8.000000e+001	2.4947e-017	-3.9632e-017	4.6474e-017	-5.1087e-017	5.4669e-017	-5.7642e-017	6.0206e-017	-6.2471e-017	6.4510e-017	-6.6525e-017	7.0188e-017
9.000000e+001	1.9425e-016	-2.9183e-016	3.3379e-016	-3.6121e-016	3.8213e-016	-3.9930e-016	4.1397e-016	-4.2684e-016	4.3835e-016	-4.4984e-016	4.7249e-016
1.000000e+002	1.5710e-015	-2.2370e-015	2.4983e-015	-2.6632e-015	2.7868e-015	-2.8870e-015	2.9719e-015	-3.0458e-015	3.1115e-015	-3.1782e-015	3.3240e-015
1.100000e+002	1.3088e-014	-1.7693e-014	1.9309e-014	-2.0286e-014	2.1004e-014	-2.1579e-014	2.2062e-014	-2.2479e-014	2.2848e-014	-2.3233e-014	2.4199e-014
1.200000e+002	1.1145e-013	-1.4322e-013	1.5282e-013	-1.5830e-013	1.6222e-013	-1.6531e-013	1.6788e-013	-1.7009e-013	1.7203e-013	-1.7416e-013	1.8068e-013
1.300000e+002	9.6326e-013	-1.1775e-012	1.2289e-012	-1.2554e-012	1.2735e-012	-1.2875e-012	1.2989e-012	-1.3087e-012	1.3172e-012	-1.3278e-012	1.3720e-012
1.400000e+002	8.3910e-012	-9.7618e-012	9.9670e-012	-1.0042e-011	1.0085e-011	-1.0115e-011	1.0139e-011	-1.0159e-011	1.0176e-011	-1.0214e-011	1.0514e-011
1.500000e+002	7.3173e-011	-8.1021e-011	8.0930e-011	-8.0422e-011	7.9960e-011	-7.9572e-011	7.9244e-011	-7.8960e-011	7.8713e-011	-7.8675e-011	8.0664e-011
1.600000e+002	6.3445e-010	-6.6842e-010	6.5311e-010	-6.4006e-010	6.2999e-010	-6.2198e-010	6.1538e-010	-6.0978e-010	6.0494e-010	-6.0206e-010	6.1487e-010
1.700000e+002	5.4316e-009	-5.4411e-009	5.1990e-009	-5.0240e-009	4.8946e-009	-4.7936e-009	4.7114e-009	-4.6422e-009	4.5828e-009	-4.5413e-009	4.6195e-009
1.800000e+002	4.5579e-008	-4.3370e-008	4.0503e-008	-3.8581e-008	3.7196e-008	-3.6130e-008	3.5270e-008	-3.4552e-008	3.3939e-008	-3.3482e-008	3.3920e-008
1.900000e+002	3.7199e-007	-3.3569e-007	3.0621e-007	-2.8739e-007	2.7409e-007	-2.6398e-007	2.5590e-007	-2.4920e-007	2.4352e-007	-2.3914e-007	2.4124e-007
2.000000e+002	2.9277e-006	-2.5005e-006	2.2257e-006	-2.0568e-006	1.9397e-006	-1.8517e-006	1.7819e-006	-1.7245e-006	1.6761e-006	-1.6381e-006	1.6453e-006
2.100000e+002	2.2009e-005	-1.7743e-005	1.5391e-005	-1.3994e-005	1.3041e-005	-1.2333e-005	1.1778e-005	-1.1324e-005	1.0943e-005	-1.0641e-005	1.0638e-005
2.200000e+002	1.5632e-004	-1.1852e-004	1.0002e-004	-8.9380e-005	8.2245e-005	-7.7010e-005	7.2936e-005	-6.9635e-005	6.6883e-005	-6.4684e-005	6.4346e-005
2.300000e+002	1.0356e-003	-7.3495e-004	6.0209e-004	-5.2800e-004	4.7922e-004	-4.4387e-004	4.1664e-004	-3.9476e-004	3.7664e-004	-3.6211e-004	3.5827e-004
2.400000e+002	6.2992e-003	-4.1580e-003	3.2967e-003	-2.8316e-003	2.5311e-003	-2.3164e-003	2.1528e-003	-2.0224e-003	1.9154e-003	-1.8294e-003	1.7991e-003
2.500000e+002	3.4490e-002	-2.0990e-002	1.6038e-002	-1.3455e-002	1.1821e-002	-1.0671e-002	9.8050e-003	-9.1225e-003	8.5667e-003	-8.1207e-003	7.9310e-003
2.600000e+002	1.6558e-001	-9.1735e-002	6.7131e-002	-5.4778e-002	4.7152e-002	-4.1879e-002	3.7966e-002	-3.4917e-002	3.2460e-002	-3.0494e-002	2.9536e-002
2.700000e+002	1.8390e-001	-6.1953e-002	3.2758e-002	-2.0368e-002	1.3583e-002	-9.3257e-003	6.4206e-003	-4.3221e-003	2.7430e-003	-1.5194e-003	5.3603e-004
2.800000e+002	1.4683e-001	1.2191e-002	-3.0879e-002	3.4467e-002	-3.4676e-002	3.3885e-002	-3.2783e-002	3.1612e-002	-3.0463e-002	2.9437e-002	-2.9179e-002
2.900000e+002	1.0048e-001	8.0508e-002	-7.4283e-002	6.2946e-002	-5.3690e-002	4.6442e-002	-4.0687e-002	3.6026e-002	-3.2179e-002	2.9014e-002	-2.6930e-002
3.000000e+002	6.2735e-002	1.2232e-001	-8.0062e-002	5.2653e-002	-3.5409e-002	2.3893e-002	-1.5797e-002	9.8776e-003	-5.4176e-003	1.9772e-003	8.1440e-004
3.100000e+002	3.6782e-002	1.3639e-001	-5.3486e-002	1.5320e-002	3.8426e-003	-1.4271e-002	2.0209e-002	-2.3639e-002	2.5583e-002	-2.6670e-002	2.7871e-002
3.200000e+002	2.0582e-002	1.3004e-001	-9.4241e-003	-2.8698e-002	4.1115e-002	-4.4209e-002	4.3555e-002	-4.1346e-002	3.8538e-002	-3.5643e-002	3.3546e-002
3.300000e+002	1.1104e-002	1.1222e-001	3.7140e-002	-6.1956e-002	5.9737e-002	-5.1384e-002	4.2292e-002	-3.3942e-002	2.6675e-002	-2.0512e-002	1.5547e-002
3.400000e+002	5.8161e-003	9.0192e-002	7.5727e-002	-7.5126e-002	5.4289e-002	-3.4706e-002	1.9278e-002	-7.6443e-003	-1.0129e-003	7.4502e-003	-1.2635e-002
3.500000e+002	2.9719e-003	6.8650e-002	1.0130e-001	-6.7161e-002	2.9296e-002	-3.4068e-003	-1.2824e-002	2.2581e-002	-2.8144e-002	3.1072e-002	-3.3083e-002
3.600000e+002	1.4868e-003	5.0026e-002	1.1322e-001	-4.2795e-002	-5.1564e-003	2.9202e-002	-3.9357e-002	4.2044e-002	-4.0830e-002	3.7744e-002	-3.4510e-002
3.700000e+002	7.3026e-004	3.5165e-002	1.1358e-001	-9.3774e-003	-3.8112e-002	5.1546e-002	-5.0084e-002	4.2843e-002	-3.3896e-002	2.5059e-002	-1.7222e-002
3.800000e+002	3.5291e-004	2.3975e-002	1.0566e-001	2.5750e-002	-6.1121e-002	5.7278e-002	-4.2161e-002	2.5874e-002	-1.1664e-002	2.5540e-004	8.9021e-003
3.900000e+002	1.6810e-004	1.5921e-002	9.2834e-002	5.6861e-002	-6.9787e-002	4.6060e-002	-1.9649e-002	-1.1434e-003	1.5526e-002	-2.4665e-002	3.0693e-002
4.000000e+002	7.9027e-005	1.0330e-002	7.7915e-002	8.0469e-002	-6.3754e-002	2.2318e-002	9.1906e-003	-2.7744e-002	3.6490e-002	-3.8899e-002	3.8282e-002
4.100000e+002	3.6714e-005	6.5662e-003	6.2961e-002	9.5236e-002	-4.5699e-002	-7.0010e-003	3.5273e-002	-4.4849e-002	4.3628e-002	-3.7138e-002	2.9002e-002
4.200000e+002	1.6872e-005	4.0973e-003	4.9263e-002	1.0148e-001	-1.9958e-002	-3.4713e-002	5.1496e-002	-4.7517e-002	3.5124e-002	-2.0863e-002	7.5330e-003
4.300000e+002	7.6759e-006	2.5144e-003	3.7483e-002	1.0057e-001	8.7599e-003	-5.5119e-002	5.4299e-002	-3.5792e-002	1.4695e-002	3.1689e-003	-1.6958e-002
4.400000e+002	3.4599e-006	1.5197e-003	2.7827e-002	9.4351e-002	3.6326e-002	-6.4901e-002	4.3915e-002	-1.3859e-002	-1.0464e-002	2.6079e-002	-3.4945e-002
4.500000e+002	1.5462e-006	9.0569e-004	2.0210e-002	8.4720e-002	5.9721e-002	-6.3252e-002	2.3597e-002	1.1796e-002	-3.2429e-002	4.0188e-002	-4.0110e-002
