Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	2.3183e-019	-1.1900e-018	2.0897e-018	-2.8507e-018	3.5386e-018	-4.1814e-018	4.7933e-018	-5.3821e-018	5.9526e-018	-6.5101e-018	7.1070e-018	-8.0672e-018
3.000000e+001	1.9873e-018	-9.4703e-018	1.6111e-017	-2.1587e-017	2.6467e-017	-3.0983e-017	3.5249e-017	-3.9328e-017	4.3261e-017	-4.7087e-017	5.1184e-017	-5.7865e-017
4.000000e+001	1.8292e-017	-8.1272e-017	1.3419e-016	-1.7679e-016	2.1425e-016	-2.4860e-016	2.8082e-016	-3.1146e-016	3.4086e-016	-3.6934e-016	3.9986e-016	-4.5034e-016
5.000000e+001	1.6393e-016	-6.7780e-016	1.0853e-015	-1.4053e-015	1.6828e-015	-1.9349e-015	2.1698e-015	-2.3918e-015	2.6038e-015	-2.8083e-015	3.0278e-015	-3.3968e-015
6.000000e+001	1.4275e-015	-5.4805e-015	8.5013e-015	-1.0812e-014	1.2789e-014	-1.4567e-014	1.6212e-014	-1.7758e-014	1.9226e-014	-2.0637e-014	2.2156e-014	-2.4755e-014
7.000000e+001	1.2068e-014	-4.2918e-014	6.4427e-014	-8.0431e-014	9.3925e-014	-1.0595e-013	1.1699e-013	-1.2731e-013	1.3705e-013	-1.4639e-013	1.5646e-013	-1.7408e-013
8.000000e+001	9.8950e-014	-3.2515e-013	4.7181e-013	-5.7779e-013	6.6584e-013	-7.4355e-013	8.1436e-013	-8.8012e-013	9.4196e-013	-1.0009e-012	1.0648e-012	-1.1796e-012
9.000000e+001	7.8615e-013	-2.3804e-012	3.3347e-012	-4.0030e-012	4.5498e-012	-5.0278e-012	5.4601e-012	-5.8592e-012	6.2327e-012	-6.5872e-012	6.9744e-012	-7.6912e-012
1.000000e+002	6.0455e-012	-1.6818e-011	2.2716e-011	-2.6708e-011	2.9924e-011	-3.2709e-011	3.5209e-011	-3.7504e-011	3.9641e-011	-4.1662e-011	4.3891e-011	-4.8173e-011
1.100000e+002	4.4949e-011	-1.1453e-010	1.4892e-010	-1.7134e-010	1.8913e-010	-2.0439e-010	2.1800e-010	-2.3043e-010	2.4194e-010	-2.5279e-010	2.6492e-010	-2.8934e-010
1.200000e+002	3.2272e-010	-7.5055e-010	9.3806e-010	-1.0553e-009	1.1468e-009	-1.2246e-009	1.2937e-009	-1.3564e-009	1.4143e-009	-1.4688e-009	1.5308e-009	-1.6632e-009
1.300000e+002	2.2345e-009	-4.7260e-009	5.6678e-009	-6.2274e-009	6.6581e-009	-7.0220e-009	7.3435e-009	-7.6347e-009	7.9027e-009	-8.1544e-009	8.4502e-009	-9.1314e-009
1.400000e+002	1.4900e-008	-2.8544e-008	3.2785e-008	-3.5143e-008	3.6936e-008	-3.8449e-008	3.9786e-008	-4.0997e-008	4.2112e-008	-4.3161e-008	4.4457e-008	-4.7767e-008
1.500000e+002	9.5532e-008	-1.6504e-007	1.8117e-007	-1.8924e-007	1.9534e-007	-2.0057e-007	2.0524e-007	-2.0951e-007	2.1348e-007	-2.1724e-007	2.2234e-007	-2.3746e-007
