Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	9.4088e-017	1.2561e-011	1.8754e-016	-2.7863e-016	3.9173e-016	-5.2001e-016	6.6298e-016	-8.2108e-016	9.9506e-016	-1.1859e-015	1.3985e-015	-1.6824e-015	2.1821e-015
3.000000e+001	7.5499e-016	9.9444e-011	1.4178e-015	-2.0534e-015	2.8420e-015	-3.7302e-015	4.7140e-015	-5.7961e-015	6.9812e-015	-8.2758e-015	9.7139e-015	-1.1635e-014	1.5025e-014
4.000000e+001	6.4258e-015	8.3551e-010	1.1397e-014	-1.6110e-014	2.1964e-014	-2.8519e-014	3.5738e-014	-4.3638e-014	5.2252e-014	-6.1627e-014	7.2011e-014	-8.5901e-014	1.1046e-013
5.000000e+001	5.2239e-014	6.7011e-009	8.7283e-014	-1.2026e-013	1.6140e-013	-2.0720e-013	2.5736e-013	-3.1197e-013	3.7126e-013	-4.3553e-013	5.0650e-013	-6.0158e-013	7.7015e-013
6.000000e+001	4.0409e-013	5.1104e-008	6.3397e-013	-8.5020e-013	1.1222e-012	-1.4235e-012	1.7515e-012	-2.1068e-012	2.4909e-012	-2.9055e-012	3.3621e-012	-3.9748e-012	5.0647e-012
7.000000e+001	2.9663e-012	3.6954e-007	4.3539e-012	-5.6740e-012	7.3579e-012	-9.2147e-012	1.1225e-011	-1.3392e-011	1.5723e-011	-1.8230e-011	2.0982e-011	-2.4684e-011	3.1295e-011
8.000000e+001	2.0601e-011	2.5260e-006	2.8174e-011	-3.5614e-011	4.5320e-011	-5.5988e-011	6.7479e-011	-7.9801e-011	9.2995e-011	-1.0712e-010	1.2259e-010	-1.4346e-010	1.8091e-010
9.000000e+001	1.3491e-010	1.6264e-005	1.7112e-010	-2.0936e-010	2.6109e-010	-3.1785e-010	3.7872e-010	-4.4367e-010	5.1289e-010	-5.8669e-010	6.6724e-010	-7.7641e-010	9.7344e-010
1.000000e+002	8.2987e-010	9.8254e-005	9.7109e-010	-1.1472e-009	1.3997e-009	-1.6773e-009	1.9739e-009	-2.2889e-009	2.6231e-009	-2.9779e-009	3.3641e-009	-3.8905e-009	4.8472e-009
1.100000e+002	4.7741e-009	5.5438e-004	5.1222e-009	-5.8256e-009	6.9419e-009	-8.1770e-009	9.4937e-009	-1.0887e-008	1.2359e-008	-1.3915e-008	1.5605e-008	-1.7925e-008	2.2180e-008
1.200000e+002	2.5556e-008	2.9061e-003	2.4959e-008	-2.7236e-008	3.1626e-008	-3.6558e-008	4.1820e-008	-4.7373e-008	5.3219e-008	-5.9378e-008	6.6051e-008	-7.5310e-008	9.2482e-008
1.300000e+002	1.2654e-007	1.4065e-002	1.1153e-007	-1.1629e-007	1.3123e-007	-1.4856e-007	1.6717e-007	-1.8680e-007	2.0743e-007	-2.2909e-007	2.5255e-007	-2.8556e-007	3.4770e-007
1.400000e+002	5.7545e-007	6.2384e-002	4.5295e-007	-4.4896e-007	4.9070e-007	-5.4264e-007	5.9938e-007	-6.5956e-007	7.2280e-007	-7.8916e-007	8.6107e-007	-9.6445e-007	1.1630e-006
1.500000e+002	2.3826e-006	2.5123e-001	1.6530e-006	-1.5473e-006	1.6308e-006	-1.7557e-006	1.8985e-006	-2.0524e-006	2.2153e-006	-2.3866e-006	2.5732e-006	-2.8506e-006	3.3989e-006
1.600000e+002	1.8457e-006	1.6588e-001	4.5895e-007	-1.1040e-007	-8.8211e-008	2.5242e-007	-4.0522e-007	5.5494e-007	-7.0558e-007	8.5958e-007	-1.0214e-006	1.2275e-006	-1.5796e-006
1.700000e+002	1.3777e-006	6.8876e-002	-9.3120e-007	1.3947e-006	-1.7426e-006	2.0552e-006	-2.3537e-006	2.6474e-006	-2.9413e-006	3.2390e-006	-3.5526e-006	3.9908e-006	-4.8183e-006
1.800000e+002	2.0623e-006	2.2085e-002	-2.6678e-006	3.1536e-006	-3.5143e-006	3.8288e-006	-4.1204e-006	4.3994e-006	-4.6717e-006	4.9413e-006	-5.2246e-006	5.6694e-006	-6.6012e-006
1.900000e+002	5.8356e-006	5.9949e-003	-7.1607e-006	7.5708e-006	-7.8453e-006	8.0787e-006	-8.2923e-006	8.4940e-006	-8.6878e-006	8.8769e-006	-9.0865e-006	9.5548e-006	-1.0753e-005
2.000000e+002	2.1482e-005	1.4575e-003	-2.2897e-005	2.2436e-005	-2.2103e-005	2.1892e-005	-2.1758e-005	2.1673e-005	-2.1620e-005	2.1592e-005	-2.1637e-005	2.2290e-005	-2.4540e-005
2.100000e+002	8.9711e-005	3.3062e-004	-8.4042e-005	7.7528e-005	-7.3456e-005	7.0663e-005	-6.8595e-005	6.6980e-005	-6.5669e-005	6.4578e-005	-6.3812e-005	6.4877e-005	-7.0447e-005
2.200000e+002	4.0328e-004	7.2358e-005	-3.3598e-004	2.9388e-004	-2.6918e-004	2.5256e-004	-2.4034e-004	2.3081e-004	-2.2309e-004	2.1664e-004	-2.1168e-004	2.1298e-004	-2.2879e-004
2.300000e+002	1.8840e-003	1.5732e-005	-1.4043e-003	1.1684e-003	-1.0369e-003	9.5051e-004	-8.8802e-004	8.3989e-004	-8.0121e-004	7.6918e-004	-7.4389e-004	7.4141e-004	-7.8877e-004
2.400000e+002	8.8740e-003	3.4141e-006	-5.9265e-003	4.6946e-003	-4.0388e-003	3.6191e-003	-3.3208e-003	3.0943e-003	-2.9143e-003	2.7666e-003	-2.6491e-003	2.6160e-003	-2.7570e-003
2.500000e+002	4.0912e-002	3.6615e-007	-2.4424e-002	1.8399e-002	-1.5334e-002	1.3424e-002	-1.2092e-002	1.1096e-002	-1.0314e-002	9.6802e-003	-9.1747e-003	8.9751e-003	-9.3678e-003
2.600000e+002	1.7881e-001	-1.7739e-006	-9.4771e-002	6.7662e-002	-5.4505e-002	4.6540e-002	-4.1100e-002	3.7098e-002	-3.4001e-002	3.1518e-002	-2.9544e-002	2.8608e-002	-2.9549e-002
2.700000e+002	1.8578e-001	-2.4242e-006	-5.1706e-002	2.3088e-002	-1.1835e-002	5.9808e-003	-2.4539e-003	1.3060e-004	1.4938e-003	-2.6787e-003	3.5810e-003	-4.4152e-003	5.5538e-003
