Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	4.6960e-017	1.3526e-007	4.0920e-016	-4.6803e-016	6.0513e-016	-7.6542e-016	9.4279e-016	-1.1360e-015	1.3448e-015	-1.5696e-015	1.8133e-015	-2.1161e-015	2.6309e-015
3.000000e+001	3.6070e-016	1.0027e-006	2.9519e-015	-3.2869e-015	4.1802e-015	-5.2250e-015	6.3762e-015	-7.6243e-015	8.9678e-015	-1.0408e-014	1.1965e-014	-1.3900e-014	1.7205e-014
4.000000e+001	2.8806e-015	7.7348e-006	2.2170e-014	-2.4046e-014	3.0090e-014	-3.7176e-014	4.4956e-014	-5.3355e-014	6.2361e-014	-7.1980e-014	8.2345e-014	-9.5239e-014	1.1737e-013
5.000000e+001	2.1392e-014	5.5338e-005	1.5410e-013	-1.6247e-013	1.9979e-013	-2.4373e-013	2.9185e-013	-3.4358e-013	3.9882e-013	-4.5759e-013	5.2072e-013	-5.9937e-013	7.3515e-013
6.000000e+001	1.4658e-013	3.6410e-004	9.8251e-013	-1.0042e-012	1.2113e-012	-1.4574e-012	1.7263e-012	-2.0142e-012	2.3203e-012	-2.6448e-012	2.9921e-012	-3.4258e-012	4.1799e-012
7.000000e+001	9.1999e-013	2.1855e-003	5.6966e-012	-5.6257e-012	6.6430e-012	-7.8703e-012	9.2100e-012	-1.0640e-011	1.2153e-011	-1.3751e-011	1.5456e-011	-1.7591e-011	2.1338e-011
8.000000e+001	5.2422e-012	1.1853e-002	2.9723e-011	-2.8245e-011	3.2564e-011	-3.7915e-011	4.3767e-011	-4.9994e-011	5.6562e-011	-6.3466e-011	7.0807e-011	-8.0048e-011	9.6447e-011
9.000000e+001	2.6826e-011	5.7376e-002	1.3773e-010	-1.2528e-010	1.4053e-010	-1.6039e-010	1.8226e-010	-2.0551e-010	2.2995e-010	-2.5553e-010	2.8265e-010	-3.1705e-010	3.7904e-010
1.000000e+002	1.2158e-010	2.4405e-001	5.5705e-010	-4.8158e-010	5.2318e-010	-5.8328e-010	6.5062e-010	-7.2241e-010	7.9774e-010	-8.7635e-010	9.5948e-010	-1.0662e-009	1.2629e-009
1.100000e+002	1.2107e-010	1.7419e-001	2.7956e-010	-1.4356e-010	9.1390e-011	-5.0552e-011	1.1976e-011	2.6938e-011	-6.7250e-011	1.0950e-010	-1.5426e-010	2.0600e-010	-2.8437e-010
1.200000e+002	1.3398e-010	7.7043e-002	-9.7564e-011	2.7302e-010	-4.0092e-010	5.1978e-010	-6.3634e-010	7.5316e-010	-8.7161e-010	9.9254e-010	-1.1181e-009	1.2719e-009	-1.5386e-009
1.300000e+002	2.6270e-010	2.5874e-002	-5.1342e-010	7.4589e-010	-9.2981e-010	1.0951e-009	-1.2506e-009	1.4004e-009	-1.5469e-009	1.6915e-009	-1.8379e-009	2.0226e-009	-2.3664e-009
1.400000e+002	7.9175e-010	7.2119e-003	-1.4718e-009	1.8645e-009	-2.1568e-009	2.4032e-009	-2.6227e-009	2.8244e-009	-3.0132e-009	3.1925e-009	-3.3688e-009	3.6057e-009	-4.0993e-009
1.500000e+002	2.9828e-009	1.7583e-003	-4.8317e-009	5.6697e-009	-6.2435e-009	6.7017e-009	-7.0929e-009	7.4396e-009	-7.7539e-009	8.0434e-009	-8.3241e-009	8.7471e-009	-9.7579e-009
1.600000e+002	1.2900e-008	3.8871e-004	-1.8450e-008	2.0430e-008	-2.1676e-008	2.2632e-008	-2.3426e-008	2.4115e-008	-2.4729e-008	2.5286e-008	-2.5830e-008	2.6818e-008	-2.9555e-008
1.700000e+002	6.1479e-008	8.0079e-005	-7.8738e-008	8.2971e-008	-8.5313e-008	8.7042e-008	-8.8463e-008	8.9690e-008	-9.0779e-008	9.1764e-008	-9.2784e-008	9.5431e-008	-1.0419e-007
1.800000e+002	3.1404e-007	1.5720e-005	-3.6348e-007	3.6619e-007	-3.6605e-007	3.6585e-007	-3.6582e-007	3.6592e-007	-3.6612e-007	3.6637e-007	-3.6714e-007	3.7453e-007	-4.0559e-007
1.900000e+002	1.6822e-006	2.9979e-006	-1.7696e-006	1.7093e-006	-1.6642e-006	1.6316e-006	-1.6069e-006	1.5874e-006	-1.5714e-006	1.5579e-006	-1.5483e-006	1.5676e-006	-1.6849e-006
