Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	1.0487e-007	-3.5443e-014	4.3475e-014	-9.8461e-014	1.9013e-013	-3.3587e-013	5.6607e-013	-9.3679e-013	1.5633e-012	-2.7258e-012	5.3485e-012	-1.5959e-011	-3.2101e-007
3.000000e+001	7.9481e-007	-2.6653e-013	3.1052e-013	-6.8674e-013	1.3061e-012	-2.2815e-012	3.8113e-012	-6.2612e-012	1.0383e-011	-1.8006e-011	3.5161e-011	-1.0444e-010	-2.0945e-006
4.000000e+001	6.2584e-006	-2.0826e-012	2.3069e-012	-4.9846e-012	9.3391e-012	-1.6136e-011	2.6722e-011	-4.3584e-011	7.1835e-011	-1.2391e-010	2.4081e-010	-7.1219e-010	-1.4239e-005
5.000000e+001	4.5724e-005	-1.5091e-011	1.5830e-011	-3.3351e-011	6.1482e-011	-1.0497e-010	1.7219e-010	-2.7866e-010	4.5624e-010	-7.8240e-010	1.5127e-009	-4.4525e-009	-8.8730e-005
6.000000e+001	3.0741e-004	-1.0054e-010	9.9370e-011	-2.0364e-010	3.6877e-010	-6.2137e-010	1.0088e-009	-1.6185e-009	2.6304e-009	-4.4818e-009	8.6155e-009	-2.5226e-008	-5.0087e-004
7.000000e+001	1.8869e-003	-6.1106e-010	5.6550e-010	-1.1238e-009	1.9952e-009	-3.3128e-009	5.3161e-009	-8.4470e-009	1.3615e-008	-2.3031e-008	4.3991e-008	-1.2804e-007	-2.5320e-003
8.000000e+001	1.0474e-002	-3.3548e-009	2.8848e-009	-5.5383e-009	9.6147e-009	-1.5702e-008	2.4867e-008	-3.9081e-008	6.2403e-008	-1.0470e-007	1.9852e-007	-5.7392e-007	-1.1296e-002
9.000000e+001	5.1956e-002	-1.6436e-008	1.3004e-008	-2.3999e-008	4.0605e-008	-6.5058e-008	1.0147e-007	-1.5746e-007	2.4869e-007	-4.1328e-007	7.7696e-007	-2.2286e-006	-4.3627e-002
1.000000e+002	2.2681e-001	-7.0737e-008	5.0829e-008	-8.9561e-008	1.4701e-007	-2.3026e-007	3.5267e-007	-5.3903e-007	8.4032e-007	-1.3805e-006	2.5689e-006	-7.2988e-006	-1.4195e-001
1.100000e+002	1.8450e-001	-5.3122e-008	1.7788e-008	-1.5236e-008	8.2922e-009	6.0916e-009	-3.2290e-008	7.8235e-008	-1.6020e-007	3.1776e-007	-6.8118e-007	2.1698e-006	4.5328e-002
1.200000e+002	9.8607e-002	-1.9813e-008	-2.7223e-008	7.1898e-008	-1.3827e-007	2.3621e-007	-3.8229e-007	6.0695e-007	-9.7274e-007	1.6317e-006	-3.0856e-006	8.8813e-006	1.7410e-001
1.300000e+002	4.1594e-002	8.8659e-009	-6.8319e-008	1.3663e-007	-2.2717e-007	3.4976e-007	-5.2072e-007	7.6990e-007	-1.1585e-006	1.8354e-006	-3.2921e-006	9.0068e-006	1.7027e-001
1.400000e+002	1.4924e-002	4.3487e-008	-1.2942e-007	2.1845e-007	-3.2053e-007	4.4338e-007	-5.9827e-007	8.0499e-007	-1.1037e-006	1.5915e-006	-2.5908e-006	6.3853e-006	1.1111e-001
1.500000e+002	4.7588e-003	1.2363e-007	-2.7713e-007	4.0983e-007	-5.4081e-007	6.7867e-007	-8.3112e-007	1.0094e-006	-1.2350e-006	1.5587e-006	-2.1503e-006	4.2201e-006	5.7653e-002
