Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	7.0370e-014	6.9567e-007	3.0182e-014	-6.0441e-014	1.0680e-013	-1.7344e-013	2.6714e-013	-3.9805e-013	5.8177e-013	-8.4348e-013	1.2304e-012	-1.8928e-012
3.000000e+001	5.2242e-013	5.1517e-006	2.1236e-013	-4.1497e-013	7.2190e-013	-1.1589e-012	1.7689e-012	-2.6160e-012	3.7991e-012	-5.4776e-012	7.9508e-012	-1.2176e-011
4.000000e+001	4.0012e-012	3.9359e-005	1.5425e-012	-2.9420e-012	5.0395e-012	-7.9989e-012	1.2100e-011	-1.7762e-011	2.5633e-011	-3.6754e-011	5.3088e-011	-8.0936e-011
5.000000e+001	2.8140e-011	2.7606e-004	1.0239e-011	-1.9018e-011	3.2028e-011	-5.0206e-011	7.5199e-011	-1.0949e-010	1.5691e-010	-2.2363e-010	3.2128e-010	-4.8738e-010
6.000000e+001	1.7984e-010	1.7590e-003	6.1381e-011	-1.1069e-010	1.8291e-010	-2.8275e-010	4.1885e-010	-6.0431e-010	8.5928e-010	-1.2163e-009	1.7368e-009	-2.6201e-009
7.000000e+001	1.0334e-009	1.0075e-002	3.2828e-010	-5.7255e-010	9.2606e-010	-1.4090e-009	2.0612e-009	-2.9430e-009	4.1474e-009	-5.8250e-009	8.2603e-009	-1.2382e-008
8.000000e+001	5.2690e-009	5.1172e-002	1.5422e-009	-2.5885e-009	4.0841e-009	-6.1010e-009	8.7953e-009	-1.2406e-008	1.7302e-008	-2.4080e-008	3.3871e-008	-5.0391e-008
9.000000e+001	2.3425e-008	2.2651e-001	6.2323e-009	-9.9983e-009	1.5317e-008	-2.2385e-008	3.1710e-008	-4.4079e-008	6.0708e-008	-8.3563e-008	1.1639e-007	-1.7159e-007
1.000000e+002	1.9627e-008	1.8535e-001	2.6644e-009	-2.4562e-009	2.0117e-009	-1.0807e-009	-5.3448e-010	3.1026e-009	-7.0302e-009	1.2971e-008	-2.2124e-008	3.8100e-008
1.100000e+002	1.1360e-008	9.8525e-002	-2.5436e-009	7.0164e-009	-1.3089e-008	2.1271e-008	-3.2228e-008	4.6935e-008	-6.6885e-008	9.4490e-008	-1.3432e-007	2.0135e-007
