Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	8.3729e-017	5.1398e-010	2.8255e-016	-4.0056e-016	5.5511e-016	-7.3122e-016	9.2739e-016	-1.1439e-015	1.3816e-015	-1.6416e-015	1.9306e-015	-2.3160e-015	2.9945e-015
3.000000e+001	6.6291e-016	3.9893e-009	2.1054e-015	-2.9083e-015	3.9667e-015	-5.1655e-015	6.4929e-015	-7.9501e-015	9.5422e-015	-1.1277e-014	1.3198e-014	-1.5764e-014	2.0292e-014
4.000000e+001	5.5333e-015	3.2668e-008	1.6575e-014	-2.2333e-014	2.9996e-014	-3.8631e-014	4.8140e-014	-5.8528e-014	6.9828e-014	-8.2092e-014	9.5639e-014	-1.1375e-013	1.4579e-013
5.000000e+001	4.3766e-014	2.5322e-007	1.2326e-013	-1.6174e-013	2.1374e-013	-2.7206e-013	3.3594e-013	-4.0537e-013	4.8056e-013	-5.6183e-013	6.5135e-013	-7.7122e-013	9.8395e-013
6.000000e+001	3.2644e-013	1.8487e-006	8.6092e-013	-1.0983e-012	1.4264e-012	-1.7929e-012	2.1923e-012	-2.6241e-012	3.0896e-012	-3.5908e-012	4.1411e-012	-4.8796e-012	6.1950e-012
7.000000e+001	2.2874e-012	1.2661e-005	5.6235e-012	-6.9604e-012	8.8718e-012	-1.1002e-011	1.3311e-011	-1.5795e-011	1.8461e-011	-2.1318e-011	2.4446e-011	-2.8655e-011	3.6187e-011
8.000000e+001	1.4993e-011	8.0972e-005	3.4180e-011	-4.0947e-011	5.1146e-011	-6.2506e-011	7.4761e-011	-8.7880e-011	1.0189e-010	-1.1684e-010	1.3316e-010	-1.5520e-010	1.9487e-010
9.000000e+001	9.1468e-011	4.8107e-004	1.9218e-010	-2.2220e-010	2.7149e-010	-3.2654e-010	3.8570e-010	-4.4872e-010	5.1569e-010	-5.8686e-010	6.6430e-010	-7.6947e-010	9.6002e-010
1.000000e+002	5.1636e-010	2.6387e-003	9.9264e-010	-1.1039e-009	1.3166e-009	-1.5559e-009	1.8125e-009	-2.0847e-009	2.3727e-009	-2.6774e-009	3.0079e-009	-3.4601e-009	4.2866e-009
1.100000e+002	2.6789e-009	1.3265e-002	4.6708e-009	-4.9757e-009	5.7763e-009	-6.6937e-009	7.6781e-009	-8.7192e-009	9.8162e-009	-1.0972e-008	1.2223e-008	-1.3951e-008	1.7147e-008
1.200000e+002	1.2667e-008	6.0576e-002	1.9816e-008	-2.0115e-008	2.2653e-008	-2.5675e-008	2.8938e-008	-3.2388e-008	3.6013e-008	-3.9819e-008	4.3932e-008	-4.9701e-008	6.0532e-008
1.300000e+002	5.4025e-008	2.4847e-001	7.4798e-008	-7.1859e-008	7.8154e-008	-8.6337e-008	9.5352e-008	-1.0493e-007	1.1500e-007	-1.2555e-007	1.3696e-007	-1.5333e-007	1.8475e-007
1.400000e+002	4.5697e-008	1.6916e-001	2.6125e-008	-1.0328e-008	1.4816e-009	6.0553e-009	-1.3283e-008	2.0546e-008	-2.8004e-008	3.5757e-008	-4.3996e-008	5.4364e-008	-7.1752e-008
1.500000e+002	3.9680e-008	7.2065e-002	-3.3405e-008	5.7463e-008	-7.6259e-008	9.3588e-008	-1.1042e-007	1.2719e-007	-1.4412e-007	1.6140e-007	-1.7962e-007	2.0442e-007	-2.5001e-007
1.600000e+002	6.6587e-008	2.3542e-002	-1.0508e-007	1.3520e-007	-1.5844e-007	1.7894e-007	-1.9802e-007	2.1631e-007	-2.3416e-007	2.5182e-007	-2.7016e-007	2.9704e-007	-3.5044e-007
1.700000e+002	1.9277e-007	6.4514e-003	-2.8445e-007	3.2572e-007	-3.5460e-007	3.7842e-007	-3.9943e-007	4.1866e-007	-4.3665e-007	4.5378e-007	-4.7149e-007	5.0259e-007	-5.7348e-007
