Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	7.3531e-017	3.2927e-009	3.2591e-016	-4.4268e-016	6.0453e-016	-7.8942e-016	9.9490e-016	-1.2209e-015	1.4681e-015	-1.7375e-015	2.0360e-015	-2.4338e-015	3.1346e-015
3.000000e+001	5.7728e-016	2.5239e-008	2.4065e-015	-3.1844e-015	4.2792e-015	-5.5235e-015	6.8985e-015	-8.4031e-015	1.0041e-014	-1.1819e-014	1.3782e-014	-1.6402e-014	2.1030e-014
4.000000e+001	4.7598e-015	2.0333e-007	1.8700e-014	-2.4125e-014	3.1919e-014	-4.0741e-014	5.0438e-014	-6.0998e-014	7.2445e-014	-8.4821e-014	9.8446e-014	-1.1666e-013	1.4892e-013
5.000000e+001	3.6999e-014	1.5422e-006	1.3649e-013	-1.7141e-013	2.2305e-013	-2.8131e-013	3.4503e-013	-4.1408e-013	4.8859e-013	-5.6883e-013	6.5691e-013	-7.7488e-013	9.8459e-013
6.000000e+001	2.6963e-013	1.0948e-005	9.2986e-013	-1.1344e-012	1.4500e-012	-1.8053e-012	2.1920e-012	-2.6090e-012	3.0568e-012	-3.5372e-012	4.0628e-012	-4.7687e-012	6.0287e-012
7.000000e+001	1.8337e-012	7.2381e-005	5.8809e-012	-6.9535e-012	8.7175e-012	-1.0703e-011	1.2853e-011	-1.5161e-011	1.7628e-011	-2.0263e-011	2.3137e-011	-2.7010e-011	3.3959e-011
8.000000e+001	1.1576e-011	4.4318e-004	3.4316e-011	-3.9213e-011	4.8131e-011	-5.8194e-011	6.9053e-011	-8.0648e-011	9.2986e-011	-1.0610e-010	1.2037e-010	-1.3969e-010	1.7456e-010
9.000000e+001	6.7410e-011	2.4963e-003	1.8337e-010	-2.0183e-010	2.4202e-010	-2.8770e-010	3.3688e-010	-3.8916e-010	4.4453e-010	-5.0314e-010	5.6669e-010	-6.5328e-010	8.1089e-010
1.000000e+002	3.5942e-010	1.2832e-002	8.8928e-010	-9.3888e-010	1.0969e-009	-1.2795e-009	1.4761e-009	-1.6843e-009	1.9038e-009	-2.1352e-009	2.3855e-009	-2.7295e-009	3.3622e-009
1.100000e+002	1.7388e-009	5.9604e-002	3.8705e-009	-3.8991e-009	4.4232e-009	-5.0497e-009	5.7273e-009	-6.4439e-009	7.1970e-009	-7.9875e-009	8.8407e-009	-1.0029e-008	1.2246e-008
