Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	6.3176e-015	4.5897e-006	1.9860e-014	-3.3768e-014	5.4318e-014	-8.1628e-014	1.1688e-013	-1.6174e-013	2.1843e-013	-2.8988e-013	3.8114e-013	-5.1363e-013
3.000000e+001	4.6143e-014	3.3003e-005	1.3715e-013	-2.2736e-013	3.5987e-013	-5.3447e-013	7.5819e-013	-1.0412e-012	1.3969e-012	-1.8433e-012	2.4113e-012	-3.2345e-012
4.000000e+001	3.4458e-013	2.4264e-004	9.6853e-013	-1.5654e-012	2.4381e-012	-3.5785e-012	5.0294e-012	-6.8536e-012	9.1349e-012	-1.1985e-011	1.5599e-011	-2.0827e-011
5.000000e+001	2.3332e-012	1.6150e-003	6.1653e-012	-9.6883e-012	1.4821e-011	-2.1469e-011	2.9861e-011	-4.0344e-011	5.3380e-011	-6.9589e-011	9.0060e-011	-1.1962e-010
6.000000e+001	1.4135e-011	9.5971e-003	3.4839e-011	-5.3027e-011	7.9483e-011	-1.1342e-010	1.5589e-010	-2.0855e-010	2.7362e-010	-3.5410e-010	4.5528e-010	-6.0107e-010
7.000000e+001	7.5498e-011	5.0144e-002	1.7181e-010	-2.5203e-010	3.6891e-010	-5.1728e-010	7.0116e-010	-9.2725e-010	1.2046e-009	-1.5456e-009	1.9720e-009	-2.5851e-009
8.000000e+001	3.4877e-010	2.2576e-001	7.2266e-010	-1.0145e-009	1.4435e-009	-1.9818e-009	2.6416e-009	-3.4450e-009	4.4222e-009	-5.6143e-009	7.0966e-009	-9.2228e-009
9.000000e+001	3.2955e-010	1.8650e-001	3.7993e-010	-3.4706e-010	3.2804e-010	-2.8555e-010	2.0864e-010	-8.8001e-011	-8.7315e-011	3.3139e-010	-6.6523e-010	1.1575e-009
1.000000e+002	2.6217e-010	9.8866e-002	-1.6949e-010	5.6928e-010	-1.0579e-009	1.6684e-009	-2.4253e-009	3.3581e-009	-4.5047e-009	5.9155e-009	-7.6797e-009	1.0204e-008
1.100000e+002	3.0241e-010	4.0636e-002	-7.2107e-010	1.3944e-009	-2.1604e-009	3.0456e-009	-4.0736e-009	5.2725e-009	-6.6780e-009	8.3374e-009	-1.0342e-008	1.3168e-008
1.200000e+002	6.1215e-010	1.4020e-002	-1.6283e-009	2.6661e-009	-3.7222e-009	4.8336e-009	-6.0242e-009	7.3162e-009	-8.7343e-009	1.0310e-008	-1.2115e-008	1.4613e-008
1.300000e+002	1.7269e-009	4.2527e-003	-4.0289e-009	5.9215e-009	-7.6530e-009	9.3221e-009	-1.0975e-008	1.2640e-008	-1.4339e-008	1.6095e-008	-1.7979e-008	2.0563e-008
1.400000e+002	5.7515e-009	1.1707e-003	-1.1616e-008	1.5775e-008	-1.9287e-008	2.2469e-008	-2.5453e-008	2.8308e-008	-3.1076e-008	3.3791e-008	-3.6570e-008	4.0467e-008
1.500000e+002	2.1289e-008	2.9949e-004	-3.7832e-008	4.8200e-008	-5.6441e-008	6.3601e-008	-7.0088e-008	7.6108e-008	-8.1781e-008	8.7190e-008	-9.2626e-008	1.0064e-007
1.600000e+002	8.5035e-008	7.2577e-005	-1.3467e-007	1.6226e-007	-1.8311e-007	2.0065e-007	-2.1617e-007	2.3029e-007	-2.4336e-007	2.5562e-007	-2.6791e-007	2.8741e-007
1.700000e+002	3.5907e-007	1.6934e-005	-5.1094e-007	5.8494e-007	-6.3834e-007	6.8217e-007	-7.2024e-007	7.5439e-007	-7.8562e-007	8.1461e-007	-8.4393e-007	8.9562e-007
1.800000e+002	1.5764e-006	3.8600e-006	-2.0261e-006	2.2103e-006	-2.3373e-006	2.4398e-006	-2.5279e-006	2.6064e-006	-2.6778e-006	2.7436e-006	-2.8122e-006	2.9551e-006
1.900000e+002	7.0908e-006	8.7132e-007	-8.2584e-006	8.5991e-006	-8.8219e-006	9.0031e-006	-9.1616e-006	9.3047e-006	-9.4361e-006	9.5587e-006	-9.6983e-006	1.0095e-005
2.000000e+002	3.2245e-005	1.9739e-007	-3.4079e-005	3.3897e-005	-3.3755e-005	3.3694e-005	-3.3686e-005	3.3711e-005	-3.3756e-005	3.3815e-005	-3.3969e-005	3.5036e-005
2.100000e+002	1.4633e-004	4.5492e-008	-1.4033e-004	1.3333e-004	-1.2888e-004	1.2583e-004	-1.2359e-004	1.2187e-004	-1.2050e-004	1.1937e-004	-1.1873e-004	1.2134e-004
2.200000e+002	6.5404e-004	1.0822e-008	-5.6822e-004	5.1530e-004	-4.8323e-004	4.6128e-004	-4.4500e-004	4.3225e-004	-4.2188e-004	4.1322e-004	-4.0684e-004	4.1190e-004
2.300000e+002	2.8399e-003	2.6959e-009	-2.2280e-003	1.9253e-003	-1.7496e-003	1.6314e-003	-1.5446e-003	1.4771e-003	-1.4224e-003	1.3768e-003	-1.3413e-003	1.3447e-003
2.400000e+002	1.1799e-002	6.9391e-010	-8.3148e-003	6.8277e-003	-6.0014e-003	5.4586e-003	-5.0662e-003	4.7645e-003	-4.5225e-003	4.3226e-003	-4.1637e-003	4.1309e-003
2.500000e+002	4.6087e-002	1.0312e-010	-2.8944e-002	2.2491e-002	-1.9065e-002	1.6876e-002	-1.5325e-002	1.4151e-002	-1.3222e-002	1.2463e-002	-1.1856e-002	1.1628e-002
2.600000e+002	1.6568e-001	-3.0850e-010	-9.1627e-002	6.6940e-002	-5.4478e-002	4.6766e-002	-4.1428e-002	3.7465e-002	-3.4379e-002	3.1892e-002	-2.9906e-002	2.8941e-002
2.700000e+002	1.8118e-001	-4.9139e-010	-6.0291e-002	3.1122e-002	-1.8701e-002	1.1908e-002	-7.6596e-003	4.7727e-003	-2.6974e-003	1.1438e-003	5.7058e-005	-1.0589e-003
2.800000e+002	1.4548e-001	-4.7979e-010	1.2074e-002	-3.1259e-002	3.5051e-002	-3.5322e-002	3.4532e-002	-3.3405e-002	3.2198e-002	-3.1009e-002	2.9948e-002	-2.9693e-002
2.900000e+002	1.0069e-001	-3.8391e-010	7.8880e-002	-7.3842e-002	6.2830e-002	-5.3631e-002	4.6354e-002	-4.0545e-002	3.5823e-002	-3.1917e-002	2.8702e-002	-2.6583e-002
3.000000e+002	6.3710e-002	-2.7436e-010	1.2042e-001	-7.9998e-002	5.2849e-002	-3.5541e-002	2.3903e-002	-1.5691e-002	9.6740e-003	-5.1360e-003	1.6334e-003	1.2229e-003
