Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	9.5886e-017	1.2487e-015	2.5647e-017	-3.7030e-017	4.9920e-017	-6.3782e-017	7.8577e-017	-9.4325e-017	1.1106e-016	-1.2882e-016	1.4793e-016	-1.7219e-016	2.1438e-016
3.000000e+001	7.8564e-016	1.0204e-014	1.9838e-016	-2.7945e-016	3.7103e-016	-4.6889e-016	5.7271e-016	-6.8267e-016	7.9900e-016	-9.2201e-016	1.0539e-015	-1.2216e-015	1.5146e-015
4.000000e+001	6.8929e-015	8.9301e-014	1.6481e-015	-2.2681e-015	2.9683e-015	-3.7124e-015	4.4978e-015	-5.3257e-015	6.1982e-015	-7.1174e-015	8.1002e-015	-9.3526e-015	1.1550e-014
5.000000e+001	5.8477e-014	7.5564e-013	1.3216e-014	-1.7754e-014	2.2891e-014	-2.8323e-014	3.4027e-014	-4.0015e-014	4.6298e-014	-5.2895e-014	5.9929e-014	-6.8912e-014	8.4756e-014
6.000000e+001	4.7845e-013	6.1659e-012	1.0199e-013	-1.3360e-013	1.6960e-013	-2.0751e-013	2.4713e-013	-2.8853e-013	3.3180e-013	-3.7708e-013	4.2522e-013	-4.8688e-013	5.9627e-013
7.000000e+001	3.7700e-012	4.8449e-011	7.5612e-013	-9.6485e-013	1.2052e-012	-1.4574e-012	1.7198e-012	-1.9929e-012	2.2772e-012	-2.5736e-012	2.8880e-012	-3.2920e-012	4.0137e-012
8.000000e+001	2.8566e-011	3.6603e-010	5.3766e-012	-6.6754e-012	8.1979e-012	-9.7928e-012	1.1446e-011	-1.3159e-011	1.4936e-011	-1.6783e-011	1.8736e-011	-2.1257e-011	2.5796e-011
9.000000e+001	2.0779e-010	2.6544e-009	3.6598e-011	-4.4155e-011	5.3270e-011	-6.2821e-011	7.2692e-011	-8.2883e-011	9.3417e-011	-1.0433e-010	1.1584e-010	-1.3078e-010	1.5792e-010
1.000000e+002	1.4484e-009	1.8444e-008	2.3799e-010	-2.7862e-010	3.2992e-010	-3.8385e-010	4.3947e-010	-4.9674e-010	5.5574e-010	-6.1665e-010	6.8083e-010	-7.6465e-010	9.1855e-010
1.100000e+002	9.6562e-009	1.2255e-007	1.4751e-009	-1.6730e-009	1.9425e-009	-2.2280e-009	2.5225e-009	-2.8251e-009	3.1360e-009	-3.4561e-009	3.7928e-009	-4.2364e-009	5.0611e-009
1.200000e+002	6.1435e-008	7.7700e-007	8.6922e-009	-9.5344e-009	1.0842e-008	-1.2249e-008	1.3705e-008	-1.5200e-008	1.6733e-008	-1.8309e-008	1.9964e-008	-2.2169e-008	2.6330e-008
1.300000e+002	3.7212e-007	4.6892e-006	4.8557e-008	-5.1409e-008	5.7183e-008	-6.3578e-008	7.0244e-008	-7.7100e-008	8.4131e-008	-9.1345e-008	9.8928e-008	-1.0917e-007	1.2885e-007
1.400000e+002	2.1402e-006	2.6864e-005	2.5634e-007	-2.6137e-007	2.8396e-007	-3.1037e-007	3.3832e-007	-3.6724e-007	3.9696e-007	-4.2746e-007	4.5957e-007	-5.0377e-007	5.9063e-007
1.500000e+002	1.1653e-005	1.4567e-004	1.2742e-006	-1.2480e-006	1.3222e-006	-1.4189e-006	1.5245e-006	-1.6352e-006	1.7496e-006	-1.8673e-006	1.9918e-006	-2.1677e-006	2.5232e-006
