V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-8.000e+000	4.8065e-017	-9.3408e+000	-6.3408e+000	6.3476e+000	5.2500e-015
-7.990e+000	4.8066e-017	-9.3408e+000	-6.3408e+000	6.3476e+000	5.2500e-015
-7.980e+000	4.8066e-017	-9.3409e+000	-6.3408e+000	6.3476e+000	5.2500e-015
-7.970e+000	4.8066e-017	-9.3409e+000	-6.3409e+000	6.3476e+000	5.2500e-015
-7.960e+000	4.8066e-017	-9.3409e+000	-6.3409e+000	6.3476e+000	5.2500e-015
-7.950e+000	4.8066e-017	-9.3409e+000	-6.3409e+000	6.3477e+000	5.2500e-015
-7.940e+000	4.8066e-017	-9.3410e+000	-6.3409e+000	6.3477e+000	5.2500e-015
-7.930e+000	4.8067e-017	-9.3411e+000	-6.3410e+000	6.3478e+000	5.2500e-015
-7.920e+000	4.8068e-017	-9.3412e+000	-6.3411e+000	6.3479e+000	5.2500e-015
-7.910e+000	4.8069e-017	-9.3414e+000	-6.3412e+000	6.3480e+000	5.2500e-015
-7.900e+000	4.8070e-017	-9.3417e+000	-6.3414e+000	6.3482e+000	5.2500e-015
-7.890e+000	4.8072e-017	-9.3421e+000	-6.3417e+000	6.3485e+000	5.2500e-015
-7.880e+000	4.8075e-017	-9.3428e+000	-6.3421e+000	6.3489e+000	5.2500e-015
-7.870e+000	4.8080e-017	-9.3437e+000	-6.3428e+000	6.3495e+000	5.2500e-015
-7.860e+000	4.8087e-017	-9.3450e+000	-6.3437e+000	6.3504e+000	5.2500e-015
-7.850e+000	4.8097e-017	-9.3470e+000	-6.3450e+000	6.3518e+000	5.2500e-015
-7.840e+000	4.8112e-017	-9.3499e+000	-6.3470e+000	6.3538e+000	5.2500e-015
-7.830e+000	4.8134e-017	-9.3543e+000	-6.3499e+000	6.3567e+000	5.2500e-015
-7.820e+000	4.8167e-017	-9.3606e+000	-6.3543e+000	6.3610e+000	5.2500e-015
-7.810e+000	4.8215e-017	-9.3699e+000	-6.3606e+000	6.3674e+000	5.2500e-015
-7.800e+000	4.8286e-017	-9.3837e+000	-6.3699e+000	6.3767e+000	5.2500e-015
-7.790e+000	4.8390e-017	-9.4039e+000	-6.3837e+000	6.3904e+000	5.2500e-015
-7.780e+000	4.8543e-017	-9.4337e+000	-6.4039e+000	6.4107e+000	5.2500e-015
-7.770e+000	4.8769e-017	-9.4776e+000	-6.4337e+000	6.4405e+000	5.2500e-015
-7.760e+000	4.9101e-017	-9.5422e+000	-6.4776e+000	6.4844e+000	5.2500e-015
-7.750e+000	4.9589e-017	-9.6374e+000	-6.5422e+000	6.5490e+000	5.2500e-015
-7.740e+000	5.0309e-017	-9.7774e+000	-6.6374e+000	6.6441e+000	5.2500e-015
-7.730e+000	5.1369e-017	-9.9836e+000	-6.7774e+000	6.7842e+000	5.2500e-015
-7.720e+000	5.3023e-017	-1.0293e+001	-6.9836e+000	6.9904e+000	5.2500e-015
-7.710e+000	5.5226e-017	-1.0740e+001	-7.2930e+000	7.2939e+000	5.2500e-015
-7.700e+000	5.8608e-017	-1.1398e+001	-7.7400e+000	7.7409e+000	5.2500e-015
-7.690e+000	6.3635e-017	-1.2370e+001	-8.3980e+000	8.3989e+000	5.2500e-015
