Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	1.1893e-017	-2.4012e-017	4.9616e-017	-7.7178e-017	1.0441e-016	-1.2989e-016	1.5288e-016	-1.7320e-016	1.9103e-016	-2.0673e-016	2.2112e-016	-2.3951e-016	2.7462e-016
3.000000e+001	1.0095e-016	-1.9106e-016	3.8127e-016	-5.8218e-016	7.7775e-016	-9.5839e-016	1.1194e-015	-1.2600e-015	1.3820e-015	-1.4883e-015	1.5849e-015	-1.7098e-015	1.9527e-015
4.000000e+001	9.1845e-016	-1.6351e-015	3.1574e-015	-4.7375e-015	6.2544e-015	-7.6381e-015	8.8565e-015	-9.9085e-015	1.0811e-014	-1.1589e-014	1.2291e-014	-1.3210e-014	1.5029e-014
5.000000e+001	8.1122e-015	-1.3561e-014	2.5314e-014	-3.7304e-014	4.8649e-014	-5.8863e-014	6.7744e-014	-7.5317e-014	8.1734e-014	-8.7201e-014	9.2092e-014	-9.8590e-014	1.1173e-013
6.000000e+001	6.9408e-014	-1.0871e-013	1.9594e-013	-2.8340e-013	3.6492e-013	-4.3730e-013	4.9938e-013	-5.5160e-013	5.9524e-013	-6.3192e-013	6.6443e-013	-7.0843e-013	7.9957e-013
7.000000e+001	5.7465e-013	-8.4140e-013	1.4622e-012	-2.0742e-012	2.6359e-012	-3.1273e-012	3.5424e-012	-3.8863e-012	4.1694e-012	-4.4036e-012	4.6089e-012	-4.8934e-012	5.4995e-012
8.000000e+001	4.5985e-012	-6.2785e-012	1.0506e-011	-1.4605e-011	1.8306e-011	-2.1493e-011	2.4142e-011	-2.6299e-011	2.8043e-011	-2.9459e-011	3.0685e-011	-3.2436e-011	3.6293e-011
9.000000e+001	3.5523e-011	-4.5105e-011	7.2559e-011	-9.8766e-011	1.2203e-010	-1.4173e-010	1.5780e-010	-1.7063e-010	1.8079e-010	-1.8886e-010	1.9573e-010	-2.0595e-010	2.2937e-010
1.000000e+002	2.6455e-010	-3.1148e-010	4.8090e-010	-6.4036e-010	7.7945e-010	-8.9497e-010	9.8733e-010	-1.0594e-009	1.1150e-009	-1.1579e-009	1.1938e-009	-1.2501e-009	1.3855e-009
1.100000e+002	1.8967e-009	-2.0642e-009	3.0530e-009	-3.9728e-009	4.7604e-009	-5.4011e-009	5.9012e-009	-6.2807e-009	6.5640e-009	-6.7748e-009	6.9463e-009	-7.2369e-009	7.9799e-009
1.200000e+002	1.3070e-008	-1.3103e-008	1.8528e-008	-2.3535e-008	2.7740e-008	-3.1080e-008	3.3615e-008	-3.5472e-008	3.6800e-008	-3.7736e-008	3.8467e-008	-3.9862e-008	4.3719e-008
1.300000e+002	8.6422e-008	-7.9509e-008	1.0725e-007	-1.3281e-007	1.5385e-007	-1.7011e-007	1.8202e-007	-1.9035e-007	1.9595e-007	-1.9956e-007	2.0217e-007	-2.0833e-007	2.2719e-007
1.400000e+002	5.4731e-007	-4.6017e-007	5.9065e-007	-7.1212e-007	8.0991e-007	-8.8308e-007	9.3427e-007	-9.6775e-007	9.8798e-007	-9.9888e-007	1.0054e-006	-1.0298e-006	1.1163e-006
1.500000e+002	3.3130e-006	-2.5339e-006	3.0863e-006	-3.6171e-006	4.0346e-006	-4.3343e-006	4.5307e-006	-4.6456e-006	4.7012e-006	-4.7164e-006	4.7145e-006	-4.7981e-006	5.1676e-006
1.600000e+002	1.9125e-005	-1.3239e-005	1.5254e-005	-1.7347e-005	1.8953e-005	-2.0042e-005	2.0682e-005	-2.0978e-005	2.1031e-005	-2.0925e-005	2.0762e-005	-2.0986e-005	2.2446e-005
1.700000e+002	1.0503e-004	-6.5420e-005	7.1058e-005	-7.8252e-005	8.3629e-005	-8.6946e-005	8.8497e-005	-8.8725e-005	8.8056e-005	-8.6836e-005	8.5473e-005	-8.5761e-005	9.1050e-005
1.800000e+002	5.4717e-004	-3.0470e-004	3.1073e-004	-3.3059e-004	3.4501e-004	-3.5221e-004	3.5321e-004	-3.4969e-004	3.4329e-004	-3.3529e-004	3.2718e-004	-3.2567e-004	3.4298e-004
1.900000e+002	2.6957e-003	-1.3322e-003	1.2695e-003	-1.3014e-003	1.3237e-003	-1.3248e-003	1.3073e-003	-1.2767e-003	1.2385e-003	-1.1970e-003	1.1571e-003	-1.1417e-003	1.1918e-003
2.000000e+002	1.2515e-002	-5.4418e-003	4.8199e-003	-4.7452e-003	4.6927e-003	-4.5962e-003	4.4557e-003	-4.2866e-003	4.1044e-003	-3.9210e-003	3.7509e-003	-3.6655e-003	3.7892e-003
2.100000e+002	5.4527e-002	-2.0655e-002	1.6892e-002	-1.5909e-002	1.5254e-002	-1.4587e-002	1.3866e-002	-1.3119e-002	1.2380e-002	-1.1674e-002	1.1038e-002	-1.0671e-002	1.0911e-002
2.200000e+002	2.2182e-001	-7.2341e-002	5.4191e-002	-4.8587e-002	4.5005e-002	-4.1896e-002	3.8956e-002	-3.6167e-002	3.3570e-002	-3.1196e-002	2.9107e-002	-2.7793e-002	2.8063e-002
2.300000e+002	1.7958e-001	-1.7220e-002	-3.2801e-003	1.0561e-002	-1.4544e-002	1.6889e-002	-1.8210e-002	1.8855e-002	-1.9059e-002	1.8981e-002	-1.8768e-002	1.8848e-002	-1.9973e-002
2.400000e+002	1.0455e-001	5.0205e-002	-5.7514e-002	5.7797e-002	-5.6316e-002	5.3837e-002	-5.0801e-002	4.7544e-002	-4.4301e-002	4.1213e-002	-3.8423e-002	3.6609e-002	-3.6832e-002
2.500000e+002	5.4725e-002	1.0303e-001	-7.9361e-002	6.4330e-002	-5.3118e-002	4.3988e-002	-3.6360e-002	2.9977e-002	-2.4654e-002	2.0232e-002	-1.6587e-002	1.3787e-002	-1.1805e-002
2.600000e+002	3.2764e-002	1.5352e-001	-7.7793e-002	4.2807e-002	-2.1743e-002	7.6944e-003	1.9948e-003	-8.7191e-003	1.3364e-002	-1.6539e-002	1.8715e-002	-2.0622e-002	2.3482e-002
2.700000e+002	1.7573e-002	1.5409e-001	-2.9737e-002	-1.0338e-002	2.7744e-002	-3.5552e-002	3.8435e-002	-3.8632e-002	3.7380e-002	-3.5399e-002	3.3162e-002	-3.1461e-002	3.1256e-002
2.800000e+002	8.7753e-003	1.2876e-001	3.1416e-002	-5.7470e-002	5.8480e-002	-5.2257e-002	4.4007e-002	-3.5698e-002	2.8107e-002	-2.1484e-002	1.5867e-002	-1.1283e-002	7.3194e-003
2.900000e+002	4.1705e-003	9.6469e-002	8.2315e-002	-7.7736e-002	5.6363e-002	-3.5909e-002	1.9256e-002	-6.4852e-003	-2.9922e-003	9.8709e-003	-1.4806e-002	1.8731e-002	-2.3208e-002
3.000000e+002	1.9107e-003	6.7119e-002	1.1330e-001	-6.8227e-002	2.7342e-002	1.1942e-004	-1.7138e-002	2.6955e-002	-3.2021e-002	3.4046e-002	-3.4246e-002	3.3997e-002	-3.4797e-002
