Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-6.40000000e+000	-9.80000000e+000	3.74644823e+007	-7.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-2.09355177e+000	-6.19355177e+000	1.16886130e+007	0.00000000e+000	1.2309e+021	1.0000e-010	-1.3848e+020
2.000000e+001	-9.24690471e-001	-5.02469047e+000	4.61454821e+006	0.00000000e+000	3.6162e+020	1.0000e-010	0.0000e+000
3.000000e+001	-4.63235649e-001	-4.56323565e+000	2.09866093e+006	0.00000000e+000	1.2861e+020	1.0000e-010	0.0000e+000
4.000000e+001	-2.53369557e-001	-4.35336956e+000	1.07134668e+006	0.00000000e+000	5.2515e+019	1.0000e-010	0.0000e+000
5.000000e+001	-1.46234889e-001	-4.24623489e+000	6.11749191e+005	0.00000000e+000	2.3494e+019	1.0000e-010	0.0000e+000
6.000000e+001	-8.50599696e-002	-4.18505997e+000	3.92745039e+005	0.00000000e+000	1.1195e+019	1.0000e-010	0.0000e+000
7.000000e+001	-4.57854657e-002	-4.14578547e+000	2.83577532e+005	0.00000000e+000	5.5805e+018	1.0000e-010	0.0000e+000
8.000000e+001	-1.74277125e-002	-4.11742771e+000	2.28118282e+005	0.00000000e+000	2.8350e+018	1.0000e-010	0.0000e+000
9.000000e+001	5.38411569e-003	-4.09461588e+000	1.99686567e+005	0.00000000e+000	1.4534e+018	1.0000e-010	0.0000e+000
1.000000e+002	2.53527724e-002	-4.07464723e+000	1.85031829e+005	0.00000000e+000	7.4913e+017	1.0000e-010	0.0000e+000
1.100000e+002	4.38559553e-002	-4.05614404e+000	1.77452559e+005	0.00000000e+000	3.8744e+017	1.0000e-010	0.0000e+000
1.200000e+002	6.16012112e-002	-4.03839879e+000	1.73524661e+005	0.00000000e+000	2.0079e+017	1.0000e-010	0.0000e+000
1.300000e+002	7.89536773e-002	-4.02104632e+000	1.71486709e+005	0.00000000e+000	1.0418e+017	1.0000e-010	0.0000e+000
1.400000e+002	9.61023483e-002	-4.00389765e+000	1.70428672e+005	0.00000000e+000	5.4085e+016	1.0000e-010	0.0000e+000
1.500000e+002	1.13145215e-001	-3.98685478e+000	1.69876778e+005	0.00000000e+000	2.8212e+016	1.0000e-010	0.0000e+000
1.600000e+002	1.30132893e-001	-3.96986711e+000	1.69590707e+005	0.00000000e+000	1.4624e+016	1.0000e-010	0.0000e+000
1.700000e+002	1.47091964e-001	-3.95290804e+000	1.69442258e+005	0.00000000e+000	7.5885e+015	1.0000e-010	0.0000e+000
1.800000e+002	1.64036190e-001	-3.93596381e+000	1.69365181e+005	0.00000000e+000	3.9401e+015	1.0000e-010	0.0000e+000
1.900000e+002	1.80972708e-001	-3.91902729e+000	1.69325150e+005	0.00000000e+000	2.0464e+015	1.0000e-010	0.0000e+000
2.000000e+002	1.97905223e-001	-3.90209478e+000	1.69304355e+005	0.00000000e+000	1.0630e+015	1.0000e-010	0.0000e+000
2.100000e+002	2.14835658e-001	-3.88516434e+000	1.69293553e+005	0.00000000e+000	5.5222e+014	1.0000e-010	0.0000e+000
2.200000e+002	-3.28234986e-001	-3.72823499e+000	1.33564961e+006	0.00000000e+000	7.7015e+019	1.0000e-010	1.3848e+020
2.300000e+002	-1.72270025e-001	-3.60027002e+000	6.66756424e+005	0.00000000e+000	2.9899e+019	1.0000e-010	-5.2547e+018
2.400000e+002	-8.31943825e-002	-3.53919438e+000	3.58933208e+005	0.00000000e+000	1.0885e+019	1.0000e-010	-5.2784e+018
2.500000e+002	-2.49010617e-002	-3.50890106e+000	1.92165775e+005	0.00000000e+000	3.4454e+018	1.0000e-010	-5.3022e+018
2.600000e+002	-7.28844842e-002	-3.47288448e+000	3.17056983e+005	0.00000000e+000	9.2466e+018	1.0000e-010	1.5835e+019
2.700000e+002	-4.11787859e-002	-3.44117879e+000	2.20756859e+005	0.00000000e+000	5.0558e+018	1.0000e-010	0.0000e+000
2.800000e+002	-1.91031000e-002	-3.41910310e+000	1.64284857e+005	0.00000000e+000	2.9648e+018	1.0000e-010	0.0000e+000
2.900000e+002	-2.67461427e-003	-3.40267461e+000	1.28805814e+005	0.00000000e+000	1.8627e+018	1.0000e-010	0.0000e+000
3.000000e+002	1.02059671e-002	-3.38979403e+000	1.05078159e+005	0.00000000e+000	1.2457e+018	1.0000e-010	0.0000e+000
3.100000e+002	2.07137830e-002	-3.37928622e+000	8.83452076e+004	0.00000000e+000	8.7848e+017	1.0000e-010	0.0000e+000
3.200000e+002	2.95483038e-002	-3.37045170e+000	7.60192541e+004	0.00000000e+000	6.4711e+017	1.0000e-010	0.0000e+000
3.300000e+002	3.71502292e-002	-3.36284977e+000	6.66114756e+004	0.00000000e+000	4.9391e+017	1.0000e-010	0.0000e+000
3.400000e+002	4.38113768e-002	-3.35618862e+000	5.92196506e+004	0.00000000e+000	3.8807e+017	1.0000e-010	0.0000e+000
3.500000e+002	4.97333418e-002	-3.35026666e+000	5.32712684e+004	0.00000000e+000	3.1229e+017	1.0000e-010	0.0000e+000
3.600000e+002	5.50604687e-002	-3.34493953e+000	4.83881806e+004	0.00000000e+000	2.5636e+017	1.0000e-010	0.0000e+000
