Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13	el Psi 14	el Psi 15	el Psi 16	el Psi 17
9.000000e+002	2.1709e-026	-2.7073e-028	6.4363e-019	5.9435e-015	-1.6293e-004	3.1160e-012	3.7619e-010	1.8109e-008	4.5499e-007	6.9330e-006	7.0090e-005	4.9687e-004	2.5520e-003	9.6399e-003	2.6682e-002	5.2692e-002	7.1122e-002
9.100000e+002	7.1874e-027	-9.1390e-029	2.5873e-019	2.6383e-015	-3.4947e-004	1.4842e-012	1.8999e-010	9.6409e-009	2.5467e-007	4.0764e-006	4.3314e-005	3.2332e-004	1.7542e-003	7.0344e-003	2.0830e-002	4.4574e-002	6.6835e-002
9.200000e+002	2.3699e-027	-3.0721e-029	1.0345e-019	1.1641e-015	-7.5455e-004	7.0208e-013	9.5232e-011	5.0905e-009	1.4125e-007	2.3728e-006	2.6468e-005	2.0771e-004	1.1879e-003	5.0420e-003	1.5898e-002	3.6571e-002	5.9960e-002
9.300000e+002	7.7822e-028	-1.0284e-029	4.1152e-020	5.1068e-016	-1.6399e-003	3.2964e-013	4.7361e-011	2.6649e-009	7.7609e-008	1.3667e-006	1.5983e-005	1.3163e-004	7.9172e-004	3.5449e-003	1.1845e-002	2.9067e-002	5.1428e-002
9.400000e+002	2.5452e-028	-3.4284e-030	1.6287e-020	2.2303e-016	-3.5870e-003	1.5320e-013	2.3333e-011	1.3810e-009	4.2168e-008	7.7739e-007	9.5149e-006	8.2065e-005	5.1758e-004	2.4353e-003	8.5767e-003	2.2281e-002	4.2043e-002
9.500000e+002	8.2912e-029	-1.1383e-030	6.4192e-021	9.7573e-017	-7.8964e-003	6.9562e-014	1.1311e-011	7.0421e-010	2.2518e-008	4.3384e-007	5.5445e-006	4.9929e-005	3.2897e-004	1.6188e-003	5.9723e-003	1.6293e-002	3.2427e-002
9.600000e+002	2.6922e-029	-3.7674e-031	2.5331e-021	4.4158e-017	-1.7494e-002	2.8822e-014	5.2323e-012	3.4472e-010	1.1550e-008	2.3222e-007	3.0906e-006	2.8953e-005	1.9837e-004	1.0151e-003	3.8962e-003	1.1069e-002	2.2992e-002
9.700000e+002	8.7699e-030	-1.2523e-031	1.0354e-021	2.3834e-017	-3.8999e-002	6.1779e-015	1.9619e-012	1.4436e-010	5.1631e-009	1.0914e-007	1.5162e-006	1.4767e-005	1.0493e-004	5.5602e-004	2.2078e-003	6.4856e-003	1.3938e-002
9.800000e+002	3.0406e-030	-4.4630e-032	5.2545e-022	2.1632e-017	-8.7480e-002	-1.2520e-014	-2.3404e-013	1.2239e-011	8.8074e-010	2.4175e-008	3.9007e-007	4.2088e-006	3.2318e-005	1.8232e-004	7.6337e-004	2.3495e-003	5.2704e-003
9.900000e+002	1.6516e-030	-2.5431e-032	5.2247e-022	3.6116e-017	-1.9743e-001	-3.9352e-014	-2.5607e-012	-1.1396e-010	-3.0331e-009	-5.2085e-008	-6.1654e-007	-5.2703e-006	-3.3533e-005	-1.6140e-004	-5.8833e-004	-1.5991e-003	-3.1945e-003
1.000000e+003	-1.3349e-030	2.0999e-032	-5.2090e-022	-3.9906e-017	2.2686e-001	4.6655e-014	3.2117e-012	1.5008e-010	4.1753e-009	7.4742e-008	9.2061e-007	8.1788e-006	5.4041e-005	2.7000e-004	1.0214e-003	2.8816e-003	5.9817e-003
