Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	9.4246e-017	1.9693e-012	1.4188e-016	-2.1286e-016	2.9949e-016	-3.9731e-016	5.0608e-016	-6.2614e-016	7.5806e-016	-9.0256e-016	1.0621e-015	-1.2632e-015	1.6054e-015
3.000000e+001	7.6033e-016	1.5715e-011	1.0788e-015	-1.5782e-015	2.1861e-015	-2.8678e-015	3.6210e-015	-4.4479e-015	5.3523e-015	-6.3389e-015	7.4245e-015	-8.7930e-015	1.1127e-014
4.000000e+001	6.5218e-015	1.3340e-010	8.7457e-015	-1.2489e-014	1.7044e-014	-2.2121e-014	2.7698e-014	-3.3791e-014	4.0426e-014	-4.7637e-014	5.5546e-014	-6.5519e-014	8.2581e-014
5.000000e+001	5.3604e-014	1.0846e-009	6.7769e-014	-9.4362e-014	1.2680e-013	-1.6274e-013	2.0199e-013	-2.4466e-013	2.9092e-013	-3.4100e-013	3.9577e-013	-4.6485e-013	5.8343e-013
6.000000e+001	4.2069e-013	8.4161e-009	4.9994e-013	-6.7790e-013	8.9614e-013	-1.1366e-012	1.3978e-012	-1.6803e-012	1.9852e-012	-2.3140e-012	2.6724e-012	-3.1248e-012	3.9044e-012
7.000000e+001	3.1453e-012	6.2175e-008	3.5020e-012	-4.6174e-012	5.9991e-012	-7.5145e-012	9.1513e-012	-1.0913e-011	1.2805e-011	-1.4838e-011	1.7047e-011	-1.9837e-011	2.4670e-011
8.000000e+001	2.2345e-011	4.3617e-007	2.3224e-011	-2.9726e-011	3.7918e-011	-4.6870e-011	5.6489e-011	-6.6789e-011	7.7806e-011	-8.9590e-011	1.0235e-010	-1.1850e-010	1.4663e-010
9.000000e+001	1.5041e-010	2.8971e-006	1.4533e-010	-1.8024e-010	2.2546e-010	-2.7476e-010	3.2750e-010	-3.8370e-010	4.4354e-010	-5.0728e-010	5.7609e-010	-6.6339e-010	8.1641e-010
1.000000e+002	9.5626e-010	1.8160e-005	8.5498e-010	-1.0252e-009	1.2558e-009	-1.5074e-009	1.7755e-009	-2.0598e-009	2.3613e-009	-2.6812e-009	3.0254e-009	-3.4635e-009	4.2376e-009
1.100000e+002	5.7213e-009	1.0702e-004	4.7082e-009	-5.4447e-009	6.5210e-009	-7.7006e-009	8.9543e-009	-1.0279e-008	1.1678e-008	-1.3156e-008	1.4742e-008	-1.6770e-008	2.0390e-008
1.200000e+002	3.2081e-008	5.9048e-004	2.4150e-008	-2.6857e-008	3.1391e-008	-3.6417e-008	4.1759e-008	-4.7389e-008	5.3312e-008	-5.9549e-008	6.6224e-008	-7.4816e-008	9.0338e-008
1.300000e+002	1.6779e-007	3.0350e-003	1.1471e-007	-1.2226e-007	1.3915e-007	-1.5833e-007	1.7880e-007	-2.0035e-007	2.2298e-007	-2.4673e-007	2.7211e-007	-3.0507e-007	3.6558e-007
1.400000e+002	8.1401e-007	1.4448e-002	5.0112e-007	-5.0977e-007	5.6340e-007	-6.2747e-007	6.9669e-007	-7.6982e-007	8.4655e-007	-9.2698e-007	1.0128e-006	-1.1259e-006	1.3378e-006
1.500000e+002	3.6391e-006	6.3272e-002	1.9966e-006	-1.9287e-006	2.0630e-006	-2.2431e-006	2.4437e-006	-2.6579e-006	2.8836e-006	-3.1204e-006	3.3737e-006	-3.7144e-006	4.3711e-006
1.600000e+002	1.4870e-005	2.5271e-001	7.1784e-006	-6.5422e-006	6.7434e-006	-7.1345e-006	7.6054e-006	-8.1237e-006	8.6777e-006	-9.2632e-006	9.8939e-006	-1.0772e-005	1.2535e-005
