Y (ang)	Ec (eV)	Ev (eV)	E (V/cm)	Ef (eV)	n (cm-3)	p (cm-3)	Nd - Na (cm-3)
0.000000e+000	-6.40000000e+000	-9.80000000e+000	3.74172502e+007	-7.00000000e+000	1.8691e+008	1.0000e-010	0.0000e+000
1.000000e+001	-2.09827498e+000	-6.19827498e+000	1.15585926e+007	0.00000000e+000	1.2351e+021	1.0000e-010	-1.3848e+020
2.000000e+001	-9.14415715e-001	-5.04941571e+000	4.46491473e+006	0.00000000e+000	3.5561e+020	1.0000e-010	-7.3133e+018
3.000000e+001	-4.39924241e-001	-4.60992424e+000	1.99106454e+006	0.00000000e+000	1.1908e+020	1.0000e-010	-7.3503e+018
4.000000e+001	-2.12817787e-001	-4.41781779e+000	1.05018736e+006	0.00000000e+000	4.0651e+019	1.0000e-010	-7.3874e+018
5.000000e+001	-1.91799051e-001	-4.29179905e+000	7.93953269e+005	0.00000000e+000	3.4932e+019	1.0000e-010	2.2051e+019
6.000000e+001	-1.12403725e-001	-4.21240372e+000	4.77180095e+005	0.00000000e+000	1.6193e+019	1.0000e-010	0.0000e+000
7.000000e+001	-6.46857151e-002	-4.16468572e+000	3.19963531e+005	0.00000000e+000	8.0367e+018	1.0000e-010	0.0000e+000
8.000000e+001	-3.26893620e-002	-4.13268936e+000	2.38427943e+005	0.00000000e+000	4.1680e+018	1.0000e-010	0.0000e+000
9.000000e+001	-8.84656770e-003	-4.10884657e+000	1.94747456e+005	0.00000000e+000	2.2329e+018	1.0000e-010	0.0000e+000
1.000000e+002	1.06281779e-002	-4.08937182e+000	1.70709950e+005	0.00000000e+000	1.2288e+018	1.0000e-010	0.0000e+000
1.100000e+002	2.76991729e-002	-4.07230083e+000	1.57203705e+005	0.00000000e+000	6.9042e+017	1.0000e-010	0.0000e+000
1.200000e+002	4.34195434e-002	-4.05658046e+000	1.49502868e+005	0.00000000e+000	3.9366e+017	1.0000e-010	0.0000e+000
1.300000e+002	5.83698302e-002	-4.04163017e+000	1.45069880e+005	0.00000000e+000	2.2661e+017	1.0000e-010	0.0000e+000
1.400000e+002	7.28768182e-002	-4.02712318e+000	1.42502744e+005	0.00000000e+000	1.3123e+017	1.0000e-010	0.0000e+000
1.500000e+002	8.71270926e-002	-4.01287291e+000	1.41010718e+005	0.00000000e+000	7.6270e+016	1.0000e-010	0.0000e+000
1.600000e+002	1.01228164e-001	-3.99877184e+000	1.40141667e+005	0.00000000e+000	4.4425e+016	1.0000e-010	0.0000e+000
1.700000e+002	1.15242331e-001	-3.98475767e+000	1.39632776e+005	0.00000000e+000	2.6014e+016	1.0000e-010	0.0000e+000
1.800000e+002	1.29205609e-001	-3.97079439e+000	1.39336256e+005	0.00000000e+000	1.5158e+016	1.0000e-010	0.0000e+000
1.900000e+002	1.43139234e-001	-3.95686077e+000	1.39163284e+005	0.00000000e+000	8.8421e+015	1.0000e-010	0.0000e+000
2.000000e+002	1.57055563e-001	-3.94294444e+000	1.39062313e+005	0.00000000e+000	5.1615e+015	1.0000e-010	0.0000e+000
2.100000e+002	1.70961794e-001	-3.92903821e+000	1.39003350e+005	0.00000000e+000	3.0141e+015	1.0000e-010	0.0000e+000
2.200000e+002	1.84862129e-001	-3.91513787e+000	1.38968910e+005	0.00000000e+000	1.7605e+015	1.0000e-010	0.0000e+000
2.300000e+002	1.98759020e-001	-3.90124098e+000	1.38948791e+005	0.00000000e+000	1.0285e+015	1.0000e-010	0.0000e+000
2.400000e+002	2.12653899e-001	-3.88734610e+000	1.38937037e+005	0.00000000e+000	6.0084e+014	1.0000e-010	0.0000e+000
2.500000e+002	2.26547603e-001	-3.87345240e+000	1.38930170e+005	0.00000000e+000	3.5104e+014	1.0000e-010	0.0000e+000
2.600000e+002	-3.19559380e-001	-3.71955938e+000	1.36323869e+006	0.00000000e+000	7.4015e+019	1.0000e-010	1.3848e+020
2.700000e+002	-1.83235511e-001	-3.58323551e+000	7.40563978e+005	0.00000000e+000	3.2691e+019	1.0000e-010	0.0000e+000
2.800000e+002	-1.09179113e-001	-3.50917911e+000	4.44173648e+005	0.00000000e+000	1.5561e+019	1.0000e-010	0.0000e+000
2.900000e+002	-6.47617481e-002	-3.46476175e+000	2.90888056e+005	0.00000000e+000	8.0475e+018	1.0000e-010	0.0000e+000
3.000000e+002	-3.56729425e-002	-3.43567294e+000	2.05780223e+005	0.00000000e+000	4.4682e+018	1.0000e-010	0.0000e+000
3.100000e+002	-1.50949202e-002	-3.41509492e+000	1.55094758e+005	0.00000000e+000	2.6610e+018	1.0000e-010	0.0000e+000
3.200000e+002	4.14555582e-004	-3.39958544e+000	1.22786777e+005	0.00000000e+000	1.6962e+018	1.0000e-010	0.0000e+000
3.300000e+002	1.26932332e-002	-3.38730677e+000	1.00907514e+005	0.00000000e+000	1.1487e+018	1.0000e-010	0.0000e+000
3.400000e+002	2.27839846e-002	-3.37721602e+000	8.53172039e+004	0.00000000e+000	8.1849e+017	1.0000e-010	0.0000e+000
3.500000e+002	3.13157050e-002	-3.36868429e+000	7.37354400e+004	0.00000000e+000	6.0804e+017	1.0000e-010	0.0000e+000
3.600000e+002	3.86892490e-002	-3.36131075e+000	6.48345261e+004	0.00000000e+000	4.6730e+017	1.0000e-010	0.0000e+000
3.700000e+002	4.51727016e-002	-3.35482730e+000	5.78012579e+004	0.00000000e+000	3.6925e+017	1.0000e-010	0.0000e+000
3.800000e+002	5.09528274e-002	-3.34904717e+000	5.21147774e+004	0.00000000e+000	2.9854e+017	1.0000e-010	0.0000e+000
3.900000e+002	5.61643052e-002	-3.34383569e+000	4.74282649e+004	0.00000000e+000	2.4604e+017	1.0000e-010	0.0000e+000
4.000000e+002	6.09071316e-002	-3.33909287e+000	4.35029011e+004	0.00000000e+000	2.0608e+017	1.0000e-010	0.0000e+000
4.100000e+002	6.52574218e-002	-3.33474258e+000	4.01693860e+004	0.00000000e+000	1.7501e+017	1.0000e-010	0.0000e+000
