Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	9.0665e-017	8.0296e-011	2.3554e-016	-3.4360e-016	4.8070e-016	-6.3663e-016	8.1053e-016	-1.0028e-015	1.2143e-015	-1.4462e-015	1.7045e-015	-2.0491e-015	2.6556e-015
3.000000e+001	7.2302e-016	6.2989e-010	1.7687e-015	-2.5148e-015	3.4630e-015	-4.5345e-015	5.7220e-015	-7.0280e-015	8.4579e-015	-1.0019e-014	1.1752e-014	-1.4067e-014	1.8150e-014
4.000000e+001	6.0985e-015	5.2297e-009	1.4082e-014	-1.9534e-014	2.6495e-014	-3.4316e-014	4.2934e-014	-5.2366e-014	6.2648e-014	-7.3830e-014	8.6208e-014	-1.0276e-013	1.3202e-013
5.000000e+001	4.8954e-014	4.1290e-008	1.0639e-013	-1.4380e-013	1.9194e-013	-2.4575e-013	3.0472e-013	-3.6893e-013	4.3861e-013	-5.1409e-013	5.9740e-013	-7.0895e-013	9.0676e-013
6.000000e+001	3.7239e-013	3.0863e-007	7.5892e-013	-9.9793e-013	1.3096e-012	-1.6563e-012	2.0341e-012	-2.4434e-012	2.8855e-012	-3.3626e-012	3.8874e-012	-4.5917e-012	5.8447e-012
7.000000e+001	2.6758e-012	2.1767e-006	5.0934e-012	-6.5036e-012	8.3812e-012	-1.0462e-011	1.2717e-011	-1.5148e-011	1.7761e-011	-2.0569e-011	2.3649e-011	-2.7792e-011	3.5196e-011
8.000000e+001	1.8097e-011	1.4433e-005	3.2028e-011	-3.9628e-011	5.0084e-011	-6.1643e-011	7.4109e-011	-8.7475e-011	1.0178e-010	-1.1708e-010	1.3382e-010	-1.5640e-010	1.9697e-010
9.000000e+001	1.1474e-010	8.9589e-005	1.8780e-010	-2.2462e-010	2.7797e-010	-3.3696e-010	4.0029e-010	-4.6786e-010	5.3982e-010	-6.1648e-010	7.0007e-010	-8.1340e-010	1.0182e-009
1.000000e+002	6.7879e-010	5.1804e-004	1.0212e-009	-1.1773e-009	1.4240e-009	-1.6978e-009	1.9908e-009	-2.3020e-009	2.6319e-009	-2.9818e-009	3.3622e-009	-3.8813e-009	4.8264e-009
1.100000e+002	3.7266e-009	2.7747e-003	5.1161e-009	-5.6661e-009	6.6837e-009	-7.8246e-009	9.0441e-009	-1.0335e-008	1.1697e-008	-1.3136e-008	1.4697e-008	-1.6844e-008	2.0793e-008
