Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11
2.000000e+001	2.0706e-020	-7.4726e-020	1.2663e-019	-1.7609e-019	2.2417e-019	-2.7143e-019	3.1817e-019	-3.6455e-019	4.1071e-019	-4.5824e-019	5.2272e-019
3.000000e+001	1.4631e-019	-4.9545e-019	8.1647e-019	-1.1157e-018	1.4024e-018	-1.6813e-018	1.9546e-018	-2.2240e-018	2.4905e-018	-2.7638e-018	3.1371e-018
4.000000e+001	1.0350e-018	-3.2842e-018	5.2595e-018	-7.0592e-018	8.7588e-018	-1.0393e-017	1.1982e-017	-1.3535e-017	1.5063e-017	-1.6624e-017	1.8773e-017
5.000000e+001	3.3984e-018	-9.3215e-018	1.3944e-017	-1.7908e-017	2.1501e-017	-2.4852e-017	2.8027e-017	-3.1068e-017	3.4002e-017	-3.6969e-017	4.1173e-017
6.000000e+001	1.2949e-017	-3.1010e-017	4.3494e-017	-5.3553e-017	6.2298e-017	-7.0196e-017	7.7487e-017	-8.4312e-017	9.0772e-017	-9.7244e-017	1.0682e-016
7.000000e+001	5.8050e-017	-1.2432e-016	1.6556e-016	-1.9713e-016	2.2368e-016	-2.4706e-016	2.6820e-016	-2.8765e-016	3.0579e-016	-3.2389e-016	3.5202e-016
8.000000e+001	2.9569e-016	-5.7582e-016	7.3436e-016	-8.5062e-016	9.4578e-016	-1.0279e-015	1.1010e-015	-1.1674e-015	1.2286e-015	-1.2896e-015	1.3900e-015
9.000000e+001	1.6652e-015	-2.9806e-015	3.6601e-015	-4.1392e-015	4.5222e-015	-4.8472e-015	5.1327e-015	-5.3890e-015	5.6230e-015	-5.8576e-015	6.2692e-015
1.000000e+002	1.0159e-014	-1.6839e-014	1.9982e-014	-2.2116e-014	2.3784e-014	-2.5179e-014	2.6390e-014	-2.7466e-014	2.8440e-014	-2.9427e-014	3.1298e-014
1.100000e+002	6.6082e-014	-1.0197e-013	1.1723e-013	-1.2719e-013	1.3482e-013	-1.4110e-013	1.4650e-013	-1.5125e-013	1.5552e-013	-1.5992e-013	1.6912e-013
