V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-7.000e+000	5.5338e-017	-1.0765e+001	-7.3107e+000	7.3087e+000	5.2500e-015
-6.950e+000	9.8516e-017	-1.9164e+001	-1.3015e+001	1.2996e+001	5.2500e-015
-6.900e+000	3.9714e-016	-7.7266e+001	-5.2478e+001	5.2341e+001	5.2500e-015
-6.850e+000	2.4628e-015	-4.7919e+002	-3.2548e+002	3.2452e+002	5.2500e-015
-6.800e+000	1.6753e-014	-3.2596e+003	-2.2140e+003	2.2074e+003	5.2500e-015
-6.750e+000	1.1561e-013	-2.2494e+004	-1.5278e+004	1.5232e+004	5.2500e-015
-6.700e+000	7.9944e-013	-1.5555e+005	-1.0565e+005	1.0534e+005	5.2500e-015
-6.650e+000	5.5288e-012	-1.0758e+006	-7.3076e+005	7.2858e+005	5.2500e-015
-6.600e+000	3.8188e-011	-7.4356e+006	-5.0521e+006	5.0370e+006	5.2500e-015
-6.550e+000	2.6144e-010	-5.1120e+007	-3.4802e+007	3.4698e+007	5.2500e-015
-6.500e+000	1.6905e-009	-3.3960e+008	-2.3408e+008	2.3339e+008	5.2500e-015
-6.450e+000	8.3674e-009	-1.9082e+009	-1.3859e+009	1.3821e+009	5.2500e-015
-6.400e+000	2.4599e-008	-7.3136e+009	-5.7782e+009	5.7657e+009	5.2500e-015
-6.350e+000	5.1903e-008	-1.9780e+010	-1.6541e+010	1.6518e+010	5.2500e-015
-6.300e+000	9.1823e-008	-4.3189e+010	-3.7458e+010	3.7427e+010	5.2500e-015
-6.250e+000	1.3659e-007	-8.0257e+010	-7.1732e+010	7.1697e+010	5.2500e-015
-6.200e+000	1.7523e-007	-1.3037e+011	-1.1943e+011	1.1939e+011	5.2500e-015
-6.150e+000	2.0491e-007	-1.9084e+011	-1.7805e+011	1.7801e+011	5.2500e-015
-6.100e+000	2.2632e-007	-2.5897e+011	-2.4485e+011	2.4481e+011	5.2500e-015
-6.050e+000	2.4163e-007	-3.3259e+011	-3.1751e+011	3.1747e+011	5.2500e-015
-6.000e+000	2.5286e-007	-4.1019e+011	-3.9441e+011	3.9437e+011	5.2500e-015
