Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	4.6969e-021	-3.3230e-020	6.4739e-020	-9.3981e-020	1.2183e-019	-1.4879e-019	1.7513e-019	-2.0103e-019	2.2658e-019	-2.5209e-019	2.8186e-019	-3.3348e-019
3.000000e+001	4.0549e-020	-2.6512e-019	5.0094e-019	-7.1466e-019	9.1530e-019	-1.1076e-018	1.2941e-018	-1.4762e-018	1.6549e-018	-1.8325e-018	2.0403e-018	-2.4039e-018
4.000000e+001	3.7654e-019	-2.2857e-018	4.1965e-018	-5.8898e-018	7.4586e-018	-8.9481e-018	1.0382e-017	-1.1774e-017	1.3133e-017	-1.4478e-017	1.6055e-017	-1.8843e-017
5.000000e+001	3.4126e-018	-1.9200e-017	3.4225e-017	-4.7238e-017	5.9130e-017	-7.0314e-017	8.0999e-017	-9.1309e-017	1.0132e-016	-1.1119e-016	1.2280e-016	-1.4356e-016
6.000000e+001	3.0130e-017	-1.5677e-016	2.7111e-016	-3.6778e-016	4.5490e-016	-5.3601e-016	6.1293e-016	-6.8667e-016	7.5791e-016	-8.2788e-016	9.1046e-016	-1.0599e-015
7.000000e+001	2.5896e-016	-1.2433e-015	2.0838e-015	-2.7770e-015	3.3926e-015	-3.9601e-015	4.4939e-015	-5.0024e-015	5.4911e-015	-5.9689e-015	6.5357e-015	-7.5763e-015
8.000000e+001	2.1650e-015	-9.5680e-015	1.5527e-014	-2.0314e-014	2.4504e-014	-2.8324e-014	3.1890e-014	-3.5265e-014	3.8489e-014	-4.1629e-014	4.5376e-014	-5.2369e-014
9.000000e+001	1.7592e-014	-7.1383e-014	1.1204e-013	-1.4382e-013	1.7120e-013	-1.9591e-013	2.1878e-013	-2.4028e-013	2.6070e-013	-2.8051e-013	3.0433e-013	-3.4962e-013
1.000000e+002	1.3882e-013	-5.1576e-013	7.8205e-013	-9.8431e-013	1.1558e-012	-1.3088e-012	1.4493e-012	-1.5804e-012	1.7042e-012	-1.8238e-012	1.9691e-012	-2.2515e-012
1.100000e+002	1.0629e-012	-3.6049e-012	5.2743e-012	-6.5041e-012	7.5296e-012	-8.4345e-012	9.2578e-012	-1.0021e-011	1.0737e-011	-1.1427e-011	1.2275e-011	-1.3966e-011
1.200000e+002	7.8874e-012	-2.4346e-011	3.4324e-011	-4.1439e-011	4.7271e-011	-5.2357e-011	5.6944e-011	-6.1166e-011	6.5106e-011	-6.8883e-011	7.3605e-011	-8.3315e-011
1.300000e+002	5.6675e-011	-1.5867e-010	2.1525e-010	-2.5420e-010	2.8556e-010	-3.1259e-010	3.3675e-010	-3.5883e-010	3.7931e-010	-3.9887e-010	4.2388e-010	-4.7723e-010
1.400000e+002	3.9388e-010	-9.9653e-010	1.2988e-009	-1.4990e-009	1.6572e-009	-1.7919e-009	1.9113e-009	-2.0197e-009	2.1195e-009	-2.2147e-009	2.3401e-009	-2.6198e-009
1.500000e+002	2.6444e-009	-6.0226e-009	7.5288e-009	-8.4832e-009	9.2229e-009	-9.8456e-009	1.0393e-008	-1.0886e-008	1.1338e-008	-1.1769e-008	1.2360e-008	-1.3756e-008
1.600000e+002	1.7129e-008	-3.4967e-008	4.1848e-008	-4.5985e-008	4.9127e-008	-5.1743e-008	5.4026e-008	-5.6072e-008	5.7939e-008	-5.9719e-008	6.2325e-008	-6.8938e-008
1.700000e+002	1.0690e-007	-1.9469e-007	2.2262e-007	-2.3828e-007	2.4992e-007	-2.5954e-007	2.6790e-007	-2.7537e-007	2.8216e-007	-2.8870e-007	2.9929e-007	-3.2889e-007
1.800000e+002	6.4177e-007	-1.0376e-006	1.1310e-006	-1.1775e-006	1.2114e-006	-1.2395e-006	1.2640e-006	-1.2860e-006	1.3062e-006	-1.3260e-006	1.3650e-006	-1.4897e-006
1.900000e+002	3.7004e-006	-5.2812e-006	5.4743e-006	-5.5358e-006	5.5799e-006	-5.6200e-006	5.6582e-006	-5.6949e-006	5.7302e-006	-5.7695e-006	5.8951e-006	-6.3866e-006
2.000000e+002	2.0455e-005	-2.5613e-005	2.5177e-005	-2.4687e-005	2.4351e-005	-2.4120e-005	2.3955e-005	-2.3835e-005	2.3745e-005	-2.3699e-005	2.4022e-005	-2.5823e-005
2.100000e+002	1.0819e-004	-1.1804e-004	1.0970e-004	-1.0410e-004	1.0034e-004	-9.7637e-005	9.5574e-005	-9.3934e-005	9.2588e-005	-9.1541e-005	9.2002e-005	-9.8074e-005
2.200000e+002	5.4630e-004	-5.1547e-004	4.5126e-004	-4.1353e-004	3.8892e-004	-3.7129e-004	3.5782e-004	-3.4707e-004	3.3820e-004	-3.3101e-004	3.2963e-004	-3.4823e-004
