Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13	el Psi 14	el Psi 15	el Psi 16	el Psi 17
9.000000e+002	4.8894e-032	2.2410e-023	3.5200e-017	1.2894e-013	-3.1199e-004	4.4593e-011	4.2804e-011	4.1841e-009	1.6604e-007	3.5109e-006	4.5119e-005	3.8150e-004	2.2248e-003	9.1579e-003	2.6591e-002	5.3027e-002	7.0195e-002
9.100000e+002	1.6092e-032	8.2904e-024	1.5283e-017	6.1340e-014	-6.2329e-004	2.2717e-011	2.2789e-011	2.2597e-009	9.4578e-008	2.1045e-006	2.8446e-005	2.5325e-004	1.5590e-003	6.8034e-003	2.1089e-002	4.5428e-002	6.6518e-002
9.200000e+002	5.2785e-033	3.0552e-024	6.6037e-018	2.9025e-014	-1.2527e-003	1.1496e-011	1.2049e-011	1.2118e-009	5.3453e-008	1.2504e-006	1.7757e-005	1.6620e-004	1.0777e-003	4.9713e-003	1.6374e-002	3.7800e-002	6.0278e-002
9.300000e+002	1.7258e-033	1.1217e-024	2.8402e-018	1.3668e-014	-2.5328e-003	5.7724e-012	6.3221e-012	6.4480e-010	2.9952e-008	7.3584e-007	1.0963e-005	1.0768e-004	7.3380e-004	3.5655e-003	1.2417e-002	3.0485e-002	5.2256e-002
9.400000e+002	5.6241e-034	4.1025e-025	1.2162e-018	6.4180e-015	-5.1511e-003	2.8597e-012	3.2819e-012	3.3947e-010	1.6596e-008	4.2763e-007	6.6728e-006	6.8624e-005	4.8991e-004	2.4975e-003	9.1458e-003	2.3696e-002	4.3158e-002
9.500000e+002	1.8270e-034	1.4952e-025	5.1933e-019	3.0331e-015	-1.0537e-002	1.3654e-012	1.6656e-012	1.7492e-010	9.0079e-009	2.4318e-007	3.9656e-006	4.2574e-005	3.1721e-004	1.6884e-003	6.4616e-003	1.7528e-002	3.3558e-002
9.600000e+002	5.9191e-035	5.4380e-026	2.2290e-019	1.5017e-015	-2.1678e-002	5.6056e-013	7.8699e-013	8.4484e-011	4.6319e-009	1.3126e-007	2.2346e-006	2.4975e-005	1.9343e-004	1.0694e-003	4.2498e-003	1.1976e-002	2.3866e-002
9.700000e+002	1.9214e-035	1.9949e-026	1.0037e-019	9.0125e-016	-4.4854e-002	4.3704e-014	2.6388e-013	3.0594e-011	1.9486e-009	5.9671e-008	1.0737e-006	1.2557e-005	1.0121e-004	5.8029e-004	2.3865e-003	6.9513e-003	1.4322e-002
9.800000e+002	6.5220e-036	7.9651e-027	5.7011e-020	8.6758e-016	-9.3326e-002	-4.5031e-013	-1.3769e-013	-9.7913e-012	-5.2756e-012	6.9423e-009	1.9624e-007	2.8551e-006	2.6388e-005	1.6685e-004	7.4014e-004	2.2943e-003	4.9931e-003
9.900000e+002	3.1488e-036	5.0130e-027	5.9131e-020	1.3870e-015	-1.9525e-001	-1.1836e-012	-6.0388e-013	-5.4584e-011	-1.9612e-009	-4.3532e-008	-6.2773e-007	-6.2048e-006	-4.3663e-005	-2.2339e-004	-8.3253e-004	-2.2213e-003	-4.2171e-003
1.000000e+003	-2.3547e-036	-4.2635e-027	-5.9629e-020	-1.5343e-015	2.2481e-001	1.3993e-012	7.4381e-013	6.8113e-011	2.5650e-009	5.9411e-008	8.9144e-007	9.1506e-006	6.6782e-005	3.5402e-004	1.3661e-003	3.7738e-003	7.4262e-003
