Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	2.2444e-017	2.6496e-017	7.3329e-018	-9.8195e-018	1.2484e-017	-1.5194e-017	1.7943e-017	-2.0736e-017	2.3575e-017	-2.6464e-017	2.9459e-017	-3.3258e-017	4.0062e-017
3.000000e+001	1.8537e-016	2.1771e-016	5.7060e-017	-7.4562e-017	9.3371e-017	-1.1241e-016	1.3162e-016	-1.5105e-016	1.7071e-016	-1.9065e-016	2.1126e-016	-2.3752e-016	2.8493e-016
4.000000e+001	1.6431e-015	1.9204e-015	4.7808e-016	-6.1048e-016	7.5366e-016	-8.9805e-016	1.0431e-015	-1.1892e-015	1.3365e-015	-1.4854e-015	1.6389e-015	-1.8355e-015	2.1933e-015
5.000000e+001	1.4127e-014	1.6430e-014	3.8791e-015	-4.8369e-015	5.8841e-015	-6.9375e-015	7.9918e-015	-9.0490e-015	1.0112e-014	-1.1182e-014	1.2283e-014	-1.3700e-014	1.6305e-014
6.000000e+001	1.1755e-013	1.3600e-013	3.0396e-014	-3.6977e-014	4.4302e-014	-5.1661e-014	5.9002e-014	-6.6336e-014	7.3682e-014	-8.1058e-014	8.8630e-014	-9.8444e-014	1.1667e-013
7.000000e+001	9.4538e-013	1.0879e-012	2.2971e-013	-2.7238e-013	3.2121e-013	-3.7030e-013	4.1914e-013	-4.6779e-013	5.1635e-013	-5.6497e-013	6.1479e-013	-6.7988e-013	8.0226e-013
8.000000e+001	7.3403e-012	8.4003e-012	1.6720e-012	-1.9304e-012	2.2392e-012	-2.5508e-012	2.8604e-012	-3.1680e-012	3.4742e-012	-3.7798e-012	4.0926e-012	-4.5053e-012	5.2921e-012
9.000000e+001	5.4948e-011	6.2521e-011	1.1703e-011	-1.3142e-011	1.4984e-011	-1.6858e-011	1.8720e-011	-2.0568e-011	2.2402e-011	-2.4230e-011	2.6097e-011	-2.8592e-011	3.3426e-011
1.000000e+002	3.9601e-010	4.4789e-010	7.8641e-011	-8.5789e-011	9.6068e-011	-1.0668e-010	1.1727e-010	-1.2776e-010	1.3817e-010	-1.4852e-010	1.5909e-010	-1.7343e-010	2.0174e-010
1.100000e+002	2.7434e-009	3.0835e-009	5.0644e-010	-5.3597e-010	5.8898e-010	-6.4520e-010	7.0166e-010	-7.5775e-010	8.1337e-010	-8.6860e-010	9.2509e-010	-1.0032e-009	1.1608e-009
1.200000e+002	1.8239e-008	2.0366e-008	3.1193e-009	-3.1979e-009	3.4453e-009	-3.7204e-009	4.0007e-009	-4.2807e-009	4.5588e-009	-4.8351e-009	5.1183e-009	-5.5197e-009	6.3516e-009
1.300000e+002	1.1614e-007	1.2881e-007	1.8336e-008	-1.8180e-008	1.9183e-008	-2.0404e-008	2.1682e-008	-2.2973e-008	2.4263e-008	-2.5547e-008	2.6871e-008	-2.8809e-008	3.2957e-008
1.400000e+002	7.0698e-007	7.7848e-007	1.0261e-007	-9.8221e-008	1.0138e-007	-1.0612e-007	1.1136e-007	-1.1678e-007	1.2225e-007	-1.2774e-007	1.3345e-007	-1.4218e-007	1.6164e-007
1.500000e+002	4.1046e-006	4.4859e-006	5.4526e-007	-5.0282e-007	5.0705e-007	-5.2183e-007	5.4033e-007	-5.6040e-007	5.8119e-007	-6.0233e-007	6.2468e-007	-6.6118e-007	7.4671e-007
