V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-8.000e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.990e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.980e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.970e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.960e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.950e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.940e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.930e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.920e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.910e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.900e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.890e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.880e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.870e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.860e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.850e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.840e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.830e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.820e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.810e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.800e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.790e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.780e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.770e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.760e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.750e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.740e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.730e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.720e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.710e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.700e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.690e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.680e+000	4.8003e-017	-9.3418e+000	-6.3457e+000	6.3476e+000	5.2500e-015
-7.670e+000	4.8003e-017	-9.3419e+000	-6.3458e+000	6.3476e+000	5.2500e-015
-7.660e+000	4.8003e-017	-9.3419e+000	-6.3458e+000	6.3476e+000	5.2500e-015
-7.650e+000	4.8004e-017	-9.3419e+000	-6.3458e+000	6.3477e+000	5.2500e-015
-7.640e+000	4.8004e-017	-9.3420e+000	-6.3459e+000	6.3477e+000	5.2500e-015
-7.630e+000	4.8005e-017	-9.3421e+000	-6.3459e+000	6.3478e+000	5.2500e-015
-7.620e+000	4.8005e-017	-9.3423e+000	-6.3460e+000	6.3479e+000	5.2500e-015
-7.610e+000	4.8007e-017	-9.3425e+000	-6.3462e+000	6.3481e+000	5.2500e-015
-7.600e+000	4.8008e-017	-9.3429e+000	-6.3464e+000	6.3483e+000	5.2500e-015
-7.590e+000	4.8011e-017	-9.3434e+000	-6.3468e+000	6.3486e+000	5.2500e-015
