V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-5.000e+000	2.7496e-007	-6.9403e+011	-6.7687e+011	6.7683e+011	5.2500e-015
-4.990e+000	2.7574e-007	-7.1124e+011	-6.9403e+011	6.9399e+011	5.2500e-015
-4.980e+000	2.7648e-007	-7.2850e+011	-7.1124e+011	7.1120e+011	5.2500e-015
-4.970e+000	2.7720e-007	-7.4580e+011	-7.2850e+011	7.2846e+011	5.2500e-015
-4.960e+000	2.7789e-007	-7.6314e+011	-7.4580e+011	7.4576e+011	5.2500e-015
-4.950e+000	2.7854e-007	-7.8053e+011	-7.6314e+011	7.6310e+011	5.2500e-015
-4.940e+000	2.7917e-007	-7.9795e+011	-7.8053e+011	7.8049e+011	5.2500e-015
-4.930e+000	2.7977e-007	-8.1541e+011	-7.9795e+011	7.9791e+011	5.2500e-015
-4.920e+000	2.8035e-007	-8.3291e+011	-8.1541e+011	8.1537e+011	5.2500e-015
-4.910e+000	2.8091e-007	-8.5044e+011	-8.3291e+011	8.3287e+011	5.2500e-015
-4.900e+000	2.8144e-007	-8.6801e+011	-8.5044e+011	8.5041e+011	5.2500e-015
-4.890e+000	2.8196e-007	-8.8561e+011	-8.6801e+011	8.6797e+011	5.2500e-015
-4.880e+000	2.8245e-007	-9.0324e+011	-8.8561e+011	8.8557e+011	5.2500e-015
-4.870e+000	2.8293e-007	-9.2090e+011	-9.0324e+011	9.0320e+011	5.2500e-015
-4.860e+000	2.8338e-007	-9.3858e+011	-9.2090e+011	9.2086e+011	5.2500e-015
-4.850e+000	2.8382e-007	-9.5630e+011	-9.3858e+011	9.3855e+011	5.2500e-015
-4.840e+000	2.8425e-007	-9.7404e+011	-9.5630e+011	9.5626e+011	5.2500e-015
-4.830e+000	2.8466e-007	-9.9181e+011	-9.7404e+011	9.7400e+011	5.2500e-015
-4.820e+000	2.8506e-007	-1.0096e+012	-9.9181e+011	9.9177e+011	5.2500e-015
-4.810e+000	2.8544e-007	-1.0274e+012	-1.0096e+012	1.0096e+012	5.2500e-015
-4.800e+000	2.8581e-007	-1.0453e+012	-1.0274e+012	1.0274e+012	5.2500e-015
-4.790e+000	2.8617e-007	-1.0631e+012	-1.0453e+012	1.0452e+012	5.2500e-015
-4.780e+000	2.8652e-007	-1.0810e+012	-1.0631e+012	1.0631e+012	5.2500e-015
