Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12
2.000000e+001	1.4506e-019	-6.9409e-019	1.3523e-018	-2.0687e-018	2.8381e-018	-3.6588e-018	4.5301e-018	-5.4515e-018	6.4230e-018	-7.4600e-018	8.7679e-018	-1.1012e-017
3.000000e+001	1.0351e-018	-4.6435e-018	8.7964e-018	-1.3223e-017	1.7913e-017	-2.2864e-017	2.8079e-017	-3.3556e-017	3.9298e-017	-4.5399e-017	5.3099e-017	-6.6361e-017
4.000000e+001	7.4245e-018	-3.1190e-017	5.7417e-017	-8.4786e-017	1.1338e-016	-1.4326e-016	1.7446e-016	-2.0702e-016	2.4095e-016	-2.7683e-016	3.2217e-016	-4.0062e-016
5.000000e+001	4.7142e-017	-1.8383e-016	3.2752e-016	-4.7385e-016	6.2429e-016	-7.7964e-016	9.4036e-016	-1.1067e-015	1.2789e-015	-1.4602e-015	1.6895e-015	-2.0887e-015
6.000000e+001	1.2107e-016	-3.8788e-016	6.2851e-016	-8.5416e-016	1.0734e-015	-1.2902e-015	1.5067e-015	-1.7241e-015	1.9433e-015	-2.1693e-015	2.4581e-015	-2.9747e-015
7.000000e+001	3.7035e-016	-9.8068e-016	1.4429e-015	-1.8359e-015	2.1920e-015	-2.5250e-015	2.8421e-015	-3.1475e-015	3.4443e-015	-3.7416e-015	4.1318e-015	-4.8680e-015
8.000000e+001	1.4007e-015	-3.2042e-015	4.3892e-015	-5.3232e-015	6.1258e-015	-6.8451e-015	7.5057e-015	-8.1220e-015	8.7034e-015	-9.2744e-015	1.0057e-014	-1.1626e-014
9.000000e+001	6.2231e-015	-1.2673e-014	1.6446e-014	-1.9260e-014	2.1592e-014	-2.3625e-014	2.5449e-014	-2.7118e-014	2.8666e-014	-3.0173e-014	3.2346e-014	-3.6956e-014
1.000000e+002	3.1224e-014	-5.7582e-014	7.1447e-014	-8.1316e-014	8.9264e-014	-9.6052e-014	1.0205e-013	-1.0745e-013	1.1240e-013	-1.1721e-013	1.2458e-013	-1.4111e-013
1.100000e+002	1.7221e-013	-2.9069e-013	3.4672e-013	-3.8490e-013	4.1490e-013	-4.4006e-013	4.6198e-013	-4.8152e-013	4.9925e-013	-5.1652e-013	5.4502e-013	-6.1283e-013
1.200000e+002	1.0231e-012	-1.5925e-012	1.8324e-012	-1.9888e-012	2.1088e-012	-2.2079e-012	2.2932e-012	-2.3684e-012	2.4361e-012	-2.5026e-012	2.6237e-012	-2.9309e-012
1.300000e+002	6.4436e-012	-9.2964e-012	1.0345e-011	-1.0995e-011	1.1482e-011	-1.1878e-011	1.2215e-011	-1.2510e-011	1.2774e-011	-1.3037e-011	1.3586e-011	-1.5086e-011
1.400000e+002	4.2438e-011	-5.6964e-011	6.1412e-011	-6.3990e-011	6.5867e-011	-6.7372e-011	6.8640e-011	-6.9742e-011	7.0719e-011	-7.1736e-011	7.4340e-011	-8.2085e-011
1.500000e+002	2.8885e-010	-3.6166e-010	3.7819e-010	-3.8664e-010	3.9252e-010	-3.9715e-010	4.0102e-010	-4.0436e-010	4.0733e-010	-4.1076e-010	4.2339e-010	-4.6499e-010
1.600000e+002	2.0100e-009	-2.3515e-009	2.3871e-009	-2.3956e-009	2.3995e-009	-2.4023e-009	2.4047e-009	-2.4069e-009	2.4090e-009	-2.4155e-009	2.4768e-009	-2.7059e-009
1.700000e+002	1.4157e-008	-1.5489e-008	1.5269e-008	-1.5047e-008	1.4873e-008	-1.4736e-008	1.4625e-008	-1.4532e-008	1.4453e-008	-1.4411e-008	1.4701e-008	-1.5979e-008
1.800000e+002	9.9926e-008	-1.0227e-007	9.7921e-008	-9.4752e-008	9.2430e-008	-9.0637e-008	8.9190e-008	-8.7983e-008	8.6952e-008	-8.6215e-008	8.7504e-008	-9.4620e-008
1.900000e+002	7.0004e-007	-6.6983e-007	6.2276e-007	-5.9166e-007	5.6953e-007	-5.5267e-007	5.3919e-007	-5.2801e-007	5.1851e-007	-5.1123e-007	5.1620e-007	-5.5529e-007
2.000000e+002	4.8185e-006	-4.3051e-006	3.8843e-006	-3.6218e-006	3.4393e-006	-3.3021e-006	3.1934e-006	-3.1039e-006	3.0283e-006	-2.9686e-006	2.9817e-006	-3.1906e-006
2.100000e+002	3.2239e-005	-2.6839e-005	2.3478e-005	-2.1472e-005	2.0106e-005	-1.9092e-005	1.8296e-005	-1.7646e-005	1.7101e-005	-1.6664e-005	1.6647e-005	-1.7715e-005
2.200000e+002	2.0723e-004	-1.6025e-004	1.3571e-004	-1.2163e-004	1.1222e-004	-1.0533e-004	9.9982e-005	-9.5651e-005	9.2042e-005	-8.9129e-005	8.8527e-005	-9.3668e-005
2.300000e+002	1.2627e-003	-9.0307e-004	7.3886e-004	-6.4804e-004	5.8860e-004	-5.4569e-004	5.1271e-004	-4.8625e-004	4.6438e-004	-4.4667e-004	4.4093e-004	-4.6366e-004
2.400000e+002	7.1803e-003	-4.7203e-003	3.7205e-003	-3.1875e-003	2.8460e-003	-2.6032e-003	2.4188e-003	-2.2723e-003	2.1521e-003	-2.0549e-003	2.0149e-003	-2.1045e-003
2.500000e+002	3.7379e-002	-2.2394e-002	1.6934e-002	-1.4134e-002	1.2381e-002	-1.1154e-002	1.0236e-002	-9.5137e-003	8.9271e-003	-8.4536e-003	8.2264e-003	-8.5266e-003
2.600000e+002	1.7379e-001	-9.3709e-002	6.7570e-002	-5.4720e-002	4.6882e-002	-4.1505e-002	3.7535e-002	-3.4456e-002	3.1981e-002	-2.9992e-002	2.8927e-002	-2.9714e-002
2.700000e+002	1.8551e-001	-5.5989e-002	2.7061e-002	-1.5325e-002	9.0861e-003	-5.2605e-003	2.7004e-003	-8.8341e-004	-4.6146e-004	1.4925e-003	-2.3697e-003	3.3905e-003
2.800000e+002	1.4266e-001	2.3178e-002	-3.8497e-002	3.9984e-002	-3.8876e-002	3.7198e-002	-3.5462e-002	3.3815e-002	-3.2298e-002	3.0970e-002	-3.0409e-002	3.1735e-002
2.900000e+002	9.4255e-002	9.1102e-002	-7.8246e-002	6.3978e-002	-5.3264e-002	4.5210e-002	-3.8982e-002	3.4030e-002	-3.0002e-002	2.6708e-002	-2.4419e-002	2.3626e-002
3.000000e+002	5.6893e-002	1.2906e-001	-7.7755e-002	4.7857e-002	-2.9968e-002	1.8417e-002	-1.0508e-002	4.8562e-003	-6.8427e-004	-2.4795e-003	5.0840e-003	-7.9315e-003
3.100000e+002	3.2282e-002	1.3837e-001	-4.5590e-002	6.8452e-003	1.1326e-002	-2.0586e-002	2.5466e-002	-2.7992e-002	2.9177e-002	-2.9618e-002	3.0235e-002	-3.2465e-002
3.200000e+002	1.7497e-002	1.2807e-001	1.4863e-003	-3.7178e-002	4.6727e-002	-4.7594e-002	4.5307e-002	-4.1906e-002	3.8221e-002	-3.4659e-002	3.1933e-002	-3.0854e-002
3.300000e+002	9.1502e-003	1.0777e-001	4.8171e-002	-6.7214e-002	6.0790e-002	-4.9898e-002	3.9327e-002	-3.0140e-002	2.2428e-002	-1.6048e-002	1.0892e-002	-6.3588e-003
3.400000e+002	4.6489e-003	8.4682e-002	8.4680e-002	-7.5473e-002	5.0265e-002	-2.8907e-002	1.2987e-002	-1.4778e-003	-6.7686e-003	1.2678e-002	-1.7337e-002	2.2521e-002
3.500000e+002	2.3057e-003	6.3126e-002	1.0703e-001	-6.2600e-002	2.1621e-002	4.3074e-003	-1.9505e-002	2.7948e-002	-3.2218e-002	3.3971e-002	-3.4888e-002	3.6864e-002
3.600000e+002	1.1202e-003	4.5108e-002	1.1553e-001	-3.4574e-002	-1.3996e-002	3.5864e-002	-4.3497e-002	4.3997e-002	-4.1053e-002	3.6638e-002	-3.2276e-002	2.8810e-002
3.700000e+002	5.3460e-004	3.1123e-002	1.1295e-001	6.6801e-004	-4.5565e-002	5.4811e-002	-4.9985e-002	4.0453e-002	-3.0085e-002	2.0437e-002	-1.2087e-002	4.2128e-003
