V	C (Fcm-2)	Initcharge (cm-2)	Finalcharge (cm-2)	ns Total (cm-2)	ps Total (cm-2)
-6.000e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.950e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.900e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.850e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.800e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.750e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.700e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.650e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.600e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.550e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.500e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.450e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.400e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.350e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.300e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.250e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.200e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.150e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.100e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.050e+000	4.8034e-017	-9.3467e+000	-6.3486e+000	6.3476e+000	5.2500e-015
-5.000e+000	4.8035e-017	-9.3468e+000	-6.3487e+000	6.3476e+000	5.2500e-015
-4.950e+000	4.8037e-017	-9.3473e+000	-6.3490e+000	6.3480e+000	5.2500e-015
-4.900e+000	4.8056e-017	-9.3509e+000	-6.3515e+000	6.3505e+000	5.2500e-015
-4.850e+000	4.8185e-017	-9.3761e+000	-6.3686e+000	6.3675e+000	5.2500e-015
-4.800e+000	4.9079e-017	-9.5499e+000	-6.4867e+000	6.4856e+000	5.2500e-015
-4.750e+000	5.5276e-017	-1.0756e+001	-7.3060e+000	7.3025e+000	5.2500e-015
