Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	8.8526e-017	7.7864e-015	4.3315e-017	-6.3923e-017	8.7797e-017	-1.1395e-016	1.4233e-016	-1.7298e-016	2.0600e-016	-2.4150e-016	2.8013e-016	-3.2929e-016	4.1431e-016
3.000000e+001	7.2305e-016	6.3316e-014	3.3387e-016	-4.8064e-016	6.5012e-016	-8.3453e-016	1.0334e-015	-1.2471e-015	1.4763e-015	-1.7217e-015	1.9879e-015	-2.3270e-015	2.9156e-015
4.000000e+001	6.3145e-015	5.5063e-013	2.7598e-015	-3.8807e-015	5.1735e-015	-6.5719e-015	8.0716e-015	-9.6758e-015	1.1389e-014	-1.3217e-014	1.5194e-014	-1.7716e-014	2.2109e-014
5.000000e+001	5.3225e-014	4.6211e-012	2.1976e-014	-3.0157e-014	3.9603e-014	-4.9765e-014	6.0606e-014	-7.2147e-014	8.4422e-014	-9.7474e-014	1.1155e-013	-1.2952e-013	1.6097e-013
6.000000e+001	4.3180e-013	3.7321e-011	1.6803e-013	-2.2479e-013	2.9060e-013	-3.6106e-013	4.3583e-013	-5.1506e-013	5.9899e-013	-6.8790e-013	7.8350e-013	-9.0583e-013	1.1209e-012
7.000000e+001	3.3663e-012	2.8958e-010	1.2315e-012	-1.6042e-012	2.0401e-012	-2.5048e-012	2.9956e-012	-3.5133e-012	4.0594e-012	-4.6358e-012	5.2539e-012	-6.0467e-012	7.4488e-012
8.000000e+001	2.5176e-011	2.1551e-009	8.6338e-012	-1.0938e-011	1.3672e-011	-1.6579e-011	1.9635e-011	-2.2845e-011	2.6217e-011	-2.9763e-011	3.3555e-011	-3.8435e-011	4.7123e-011
9.000000e+001	1.8029e-010	1.5355e-008	5.7784e-011	-7.1097e-011	8.7272e-011	-1.0445e-010	1.2244e-010	-1.4125e-010	1.6094e-010	-1.8158e-010	2.0359e-010	-2.3202e-010	2.8304e-010
1.000000e+002	1.2338e-009	1.0451e-007	3.6831e-010	-4.3942e-010	5.2917e-010	-6.2461e-010	7.2430e-010	-8.2818e-010	9.3650e-010	-1.0496e-009	1.1700e-009	-1.3263e-009	1.6094e-009
1.100000e+002	8.0503e-009	6.7806e-007	2.2299e-009	-2.5752e-009	3.0391e-009	-3.5351e-009	4.0523e-009	-4.5899e-009	5.1486e-009	-5.7303e-009	6.3480e-009	-7.1555e-009	8.6333e-009
1.200000e+002	4.9956e-008	4.1826e-006	1.2786e-008	-1.4265e-008	1.6478e-008	-1.8870e-008	2.1368e-008	-2.3960e-008	2.6647e-008	-2.9437e-008	3.2395e-008	-3.6296e-008	4.3528e-008
1.300000e+002	2.9402e-007	2.4462e-005	6.9205e-008	-7.4430e-008	8.4026e-008	-9.4639e-008	1.0578e-007	-1.1733e-007	1.2930e-007	-1.4170e-007	1.5483e-007	-1.7235e-007	2.0536e-007
1.400000e+002	1.6361e-006	1.3521e-004	3.5226e-007	-3.6428e-007	4.0128e-007	-4.4396e-007	4.8928e-007	-5.3647e-007	5.8536e-007	-6.3598e-007	6.8963e-007	-7.6233e-007	9.0194e-007
