Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	5.4236e-016	-3.3719e-016	1.4997e-015	-3.5038e-015	3.6682e-015	-3.1371e-015	2.9477e-015	-2.9498e-015	3.0445e-015	-3.1908e-015	3.3711e-015	-3.6046e-015	4.0500e-015
3.000000e+001	4.5642e-015	-2.6643e-015	1.1456e-014	-2.6362e-014	2.7300e-014	-2.3106e-014	2.1522e-014	-2.1381e-014	2.1931e-014	-2.2862e-014	2.4040e-014	-2.5597e-014	2.8644e-014
4.000000e+001	4.1064e-014	-2.2581e-014	9.4031e-014	-2.1331e-013	2.1863e-013	-1.8323e-013	1.6926e-013	-1.6700e-013	1.7030e-013	-1.7663e-013	1.8491e-013	-1.9609e-013	2.1860e-013
5.000000e+001	3.5746e-013	-1.8481e-013	7.4452e-013	-1.6641e-012	1.6875e-012	-1.3999e-012	1.2822e-012	-1.2560e-012	1.2731e-012	-1.3135e-012	1.3687e-012	-1.4455e-012	1.6051e-012
6.000000e+001	3.0033e-012	-1.4564e-012	5.6686e-012	-1.2476e-011	1.2511e-011	-1.0270e-011	9.3222e-012	-9.0644e-012	9.1298e-012	-9.3680e-012	9.7146e-012	-1.0215e-011	1.1296e-011
7.000000e+001	2.4321e-011	-1.1034e-011	4.1433e-011	-8.9733e-011	8.8946e-011	-7.2206e-011	6.4934e-011	-6.2648e-011	6.2684e-011	-6.3952e-011	6.5984e-011	-6.9068e-011	7.6047e-011
8.000000e+001	1.8956e-010	-8.0239e-011	2.9020e-010	-6.1801e-010	6.0518e-010	-4.8561e-010	4.3245e-010	-4.1384e-010	4.1122e-010	-4.1702e-010	4.2799e-010	-4.4587e-010	4.8870e-010
9.000000e+001	1.4198e-009	-5.5900e-010	1.9440e-009	-4.0674e-009	3.9325e-009	-3.1174e-009	2.7477e-009	-2.6070e-009	2.5717e-009	-2.5915e-009	2.6449e-009	-2.7416e-009	2.9906e-009
1.000000e+002	1.0201e-008	-3.7235e-009	1.2427e-008	-2.5524e-008	2.4348e-008	-1.9056e-008	1.6615e-008	-1.5623e-008	1.5293e-008	-1.5309e-008	1.5533e-008	-1.6015e-008	1.7382e-008
1.100000e+002	7.0180e-008	-2.3662e-008	7.5629e-008	-1.5233e-007	1.4327e-007	-1.1063e-007	9.5363e-008	-8.8816e-008	8.6239e-008	-8.5720e-008	8.6432e-008	-8.8621e-008	9.5674e-008
1.200000e+002	4.6136e-007	-1.4311e-007	4.3702e-007	-8.6226e-007	7.9895e-007	-6.0813e-007	5.1792e-007	-4.7751e-007	4.5967e-007	-4.5350e-007	4.5425e-007	-4.6299e-007	4.9701e-007
1.300000e+002	2.8917e-006	-8.2155e-007	2.3905e-006	-4.6146e-006	4.2085e-006	-3.1549e-006	2.6526e-006	-2.4194e-006	2.3078e-006	-2.2587e-006	2.2465e-006	-2.2752e-006	2.4277e-006
1.400000e+002	1.7236e-005	-4.4628e-006	1.2337e-005	-2.3267e-005	2.0863e-005	-1.5388e-005	1.2761e-005	-1.1506e-005	1.0868e-005	-1.0546e-005	1.0410e-005	-1.0472e-005	1.1101e-005
1.500000e+002	9.7436e-005	-2.2862e-005	5.9839e-005	-1.1008e-004	9.6928e-005	-7.0259e-005	5.7409e-005	-5.1126e-005	4.7781e-005	-4.5942e-005	4.4981e-005	-4.4915e-005	4.7282e-005
1.600000e+002	5.2072e-004	-1.1001e-004	2.7157e-004	-4.8636e-004	4.1998e-004	-2.9875e-004	2.4024e-004	-2.1110e-004	1.9504e-004	-1.8566e-004	1.8018e-004	-1.7848e-004	1.8646e-004
1.700000e+002	2.6215e-003	-4.9504e-004	1.1473e-003	-1.9960e-003	1.6874e-003	-1.1760e-003	9.2937e-004	-8.0477e-004	7.3428e-004	-6.9138e-004	6.6448e-004	-6.5247e-004	6.7594e-004
1.800000e+002	1.2382e-002	-2.0722e-003	4.4843e-003	-7.5587e-003	6.2434e-003	-4.2550e-003	3.2987e-003	-2.8107e-003	2.5293e-003	-2.3529e-003	2.2372e-003	-2.1755e-003	2.2329e-003
1.900000e+002	5.4615e-002	-8.0185e-003	1.6098e-002	-2.6206e-002	2.1097e-002	-1.4025e-002	1.0644e-002	-8.9072e-003	7.8923e-003	-7.2429e-003	6.8040e-003	-6.5444e-003	6.6470e-003
2.000000e+002	2.2363e-001	-2.8459e-002	5.2581e-002	-8.2329e-002	6.4398e-002	-4.1626e-002	3.0838e-002	-2.5285e-002	2.2013e-002	-1.9891e-002	1.8429e-002	-1.7505e-002	1.7566e-002
2.100000e+002	1.8117e-001	-7.3623e-003	-1.4951e-003	1.2787e-002	-1.5860e-002	1.3841e-002	-1.2486e-002	1.1758e-002	-1.1358e-002	1.1140e-002	-1.1037e-002	1.1094e-002	-1.1714e-002
2.200000e+002	1.0392e-001	1.8931e-002	-5.4123e-002	9.4051e-002	-7.7641e-002	5.2119e-002	-3.9503e-002	3.2821e-002	-2.8785e-002	2.6104e-002	-2.4212e-002	2.2983e-002	-2.3015e-002
2.300000e+002	5.0538e-002	3.9843e-002	-7.7147e-002	1.1308e-001	-8.1706e-002	4.7644e-002	-3.1580e-002	2.3117e-002	-1.7941e-002	1.4425e-002	-1.1858e-002	9.9448e-003	-8.6971e-003
2.400000e+002	2.2570e-002	6.0316e-002	-7.9053e-002	8.8177e-002	-4.7357e-002	1.7105e-002	-4.3552e-003	-1.9426e-003	5.6209e-003	-8.0352e-003	9.7595e-003	-1.1162e-002	1.2926e-002
2.500000e+002	1.0265e-002	9.1656e-002	-7.4430e-002	4.5877e-002	2.0383e-004	-1.9522e-002	2.4700e-002	-2.6083e-002	2.6273e-002	-2.6026e-002	2.5619e-002	-2.5346e-002	2.6164e-002
2.600000e+002	6.3570e-003	1.5086e-001	-7.2883e-002	2.0785e-004	4.7733e-002	-5.1619e-002	4.6439e-002	-4.1116e-002	3.6577e-002	-3.2765e-002	2.9537e-002	-2.6951e-002	2.5668e-002
2.700000e+002	3.5002e-003	1.5750e-001	-2.6791e-002	-4.5612e-002	5.6714e-002	-3.8059e-002	2.4123e-002	-1.4965e-002	8.6094e-003	-3.9587e-003	4.1467e-004	2.4053e-003	-5.0478e-003
2.800000e+002	1.7850e-003	1.3457e-001	3.1371e-002	-6.5650e-002	2.9006e-002	3.0488e-003	-1.7202e-002	2.3771e-002	-2.6984e-002	2.8506e-002	-2.9105e-002	2.9385e-002	-3.0632e-002
2.900000e+002	8.6361e-004	1.0234e-001	7.9122e-002	-5.6371e-002	-1.4023e-002	4.2312e-002	-4.7013e-002	4.5338e-002	-4.1881e-002	3.8010e-002	-3.4198e-002	3.0816e-002	-2.8709e-002
3.000000e+002	4.0204e-004	7.2000e-002	1.0755e-001	-2.6858e-002	-5.0874e-002	5.9678e-002	-4.9477e-002	3.8129e-002	-2.8325e-002	2.0227e-002	-1.3587e-002	8.1545e-003	-3.5197e-003
3.100000e+002	1.8164e-004	4.7856e-002	1.1697e-001	1.0484e-002	-6.8742e-002	5.0186e-002	-2.6500e-002	9.2944e-003	2.5618e-003	-1.0711e-002	1.6320e-002	-2.0332e-002	2.4284e-002
3.200000e+002	8.0091e-005	3.0436e-002	1.1210e-001	4.5341e-002	-6.4706e-002	2.0842e-002	8.6604e-003	-2.4306e-002	3.2021e-002	-3.5266e-002	3.5950e-002	-3.5402e-002	3.5370e-002
3.300000e+002	3.4605e-005	1.8678e-002	9.8626e-002	7.1519e-002	-4.3000e-002	-1.5796e-002	4.0234e-002	-4.6552e-002	4.5091e-002	-4.0413e-002	3.4582e-002	-2.8725e-002	2.3718e-002
3.400000e+002	1.4693e-005	1.1127e-002	8.1452e-002	8.6806e-002	-1.1236e-002	-4.7524e-002	5.6719e-002	-4.8874e-002	3.6847e-002	-2.4901e-002	1.4368e-002	-5.5270e-003	-2.2527e-003
3.500000e+002	6.1450e-006	6.4630e-003	6.4011e-002	9.1849e-002	2.2773e-002	-6.6107e-002	5.3876e-002	-3.1951e-002	1.2447e-002	2.4870e-003	-1.3184e-002	2.0661e-002	-2.6941e-002
3.600000e+002	2.5357e-006	3.6723e-003	4.8308e-002	8.8845e-002	5.2927e-002	-6.8416e-002	3.4313e-002	-3.4199e-003	-1.7031e-002	2.8765e-002	-3.4404e-002	3.6302e-002	-3.7106e-002
3.700000e+002	1.0339e-006	2.0466e-003	3.5239e-002	8.0491e-002	7.5571e-002	-5.5755e-002	5.0403e-003	2.6260e-002	-4.0026e-002	4.2986e-002	-4.0042e-002	3.4406e-002	-2.8286e-002
3.800000e+002	4.1698e-007	1.1211e-003	2.4966e-002	6.9290e-002	8.9371e-002	-3.2282e-002	-2.5533e-002	4.7771e-002	-4.8781e-002	4.0258e-002	-2.8540e-002	1.6743e-002	-5.6958e-003
3.900000e+002	1.6653e-007	6.0467e-004	1.7244e-002	5.7216e-002	9.4748e-002	-3.2820e-003	-5.0098e-002	5.5508e-002	-4.1291e-002	2.2574e-002	-5.4713e-003	-8.2105e-003	1.9538e-002
