Y (ang)	el Psi 1	el Psi 2	el Psi 3	el Psi 4	el Psi 5	el Psi 6	el Psi 7	el Psi 8	el Psi 9	el Psi 10	el Psi 11	el Psi 12	el Psi 13
2.000000e+001	3.2792e-017	8.6760e-007	4.9388e-016	-4.5506e-016	5.5689e-016	-6.8362e-016	8.2472e-016	-9.7771e-016	1.1419e-015	-1.3171e-015	1.5076e-015	-1.7624e-015	2.2167e-015
3.000000e+001	2.4830e-016	6.2837e-006	3.5089e-015	-3.1463e-015	3.7863e-015	-4.5921e-015	5.4879e-015	-6.4557e-015	7.4903e-015	-8.5906e-015	9.7837e-015	-1.1385e-014	1.4252e-014
4.000000e+001	1.9417e-015	4.7031e-005	2.5770e-014	-2.2494e-014	2.6625e-014	-3.1909e-014	3.7779e-014	-4.4103e-014	5.0839e-014	-5.7979e-014	6.5703e-014	-7.6105e-014	9.4827e-014
5.000000e+001	1.3988e-014	3.2306e-004	1.7340e-013	-1.4698e-013	1.7085e-013	-2.0210e-013	2.3684e-013	-2.7417e-013	3.1380e-013	-3.5567e-013	4.0084e-013	-4.6197e-013	5.7268e-013
6.000000e+001	9.1951e-014	2.0150e-003	1.0571e-012	-8.6736e-013	9.8812e-013	-1.1519e-012	1.3346e-012	-1.5305e-012	1.7378e-012	-1.9560e-012	2.1910e-012	-2.5109e-012	3.0947e-012
7.000000e+001	5.4621e-013	1.1290e-002	5.7730e-012	-4.5666e-012	5.0854e-012	-5.8314e-012	6.6694e-012	-7.5672e-012	8.5145e-012	-9.5082e-012	1.0576e-011	-1.2042e-011	1.4745e-011
8.000000e+001	2.8972e-012	5.6048e-002	2.7838e-011	-2.1118e-011	2.2910e-011	-2.5776e-011	2.9043e-011	-3.2548e-011	3.6238e-011	-4.0097e-011	4.4237e-011	-4.9994e-011	6.0748e-011
9.000000e+001	1.3512e-011	2.4221e-001	1.1630e-010	-8.4010e-011	8.8375e-011	-9.7217e-011	1.0760e-010	-1.1883e-010	1.3064e-010	-1.4297e-010	1.5619e-010	-1.7493e-010	2.1061e-010
1.000000e+002	1.4506e-011	1.7615e-001	6.7625e-011	-3.1808e-011	2.2608e-011	-1.6359e-011	1.0805e-011	-5.3543e-012	-2.1514e-013	6.0082e-012	-1.2123e-011	1.9267e-011	-3.0141e-011
1.100000e+002	1.7723e-011	7.9050e-002	-2.2876e-012	3.6452e-011	-5.7172e-011	7.5973e-011	-9.4254e-011	1.1249e-010	-1.3089e-010	1.4960e-010	-1.6918e-010	1.9499e-010	-2.4107e-010
1.200000e+002	3.6842e-011	2.6843e-002	-7.3184e-011	1.1343e-010	-1.4406e-010	1.7155e-010	-1.9739e-010	2.2226e-010	-2.4651e-010	2.7042e-010	-2.9491e-010	3.2877e-010	-3.9284e-010
1.300000e+002	1.1325e-010	7.5409e-003	-2.2370e-010	2.9218e-010	-3.4363e-010	3.8731e-010	-4.2636e-010	4.6229e-010	-4.9596e-010	5.2794e-010	-5.6006e-010	6.0813e-010	-7.0664e-010
1.400000e+002	4.3135e-010	1.8467e-003	-7.4708e-010	9.0218e-010	-1.0109e-009	1.0986e-009	-1.1739e-009	1.2409e-009	-1.3017e-009	1.3580e-009	-1.4141e-009	1.5087e-009	-1.7209e-009
1.500000e+002	1.8856e-009	4.0859e-004	-2.8892e-009	3.2948e-009	-3.5594e-009	3.7646e-009	-3.9361e-009	4.0854e-009	-4.2185e-009	4.3395e-009	-4.4624e-009	4.7051e-009	-5.3016e-009
1.600000e+002	9.0994e-009	8.3888e-005	-1.2507e-008	1.3583e-008	-1.4229e-008	1.4712e-008	-1.5109e-008	1.5450e-008	-1.5750e-008	1.6021e-008	-1.6311e-008	1.7039e-008	-1.9018e-008
1.700000e+002	4.7203e-008	1.6332e-005	-5.8737e-008	6.1045e-008	-6.2202e-008	6.3031e-008	-6.3706e-008	6.4289e-008	-6.4805e-008	6.5274e-008	-6.5873e-008	6.8262e-008	-7.5562e-008
1.800000e+002	2.5778e-007	3.0716e-006	-2.9214e-007	2.9139e-007	-2.8937e-007	2.8779e-007	-2.8661e-007	2.8573e-007	-2.8505e-007	2.8452e-007	-2.8482e-007	2.9297e-007	-3.2185e-007
1.900000e+002	1.4559e-006	5.6755e-007	-1.5083e-006	1.4463e-006	-1.4015e-006	1.3692e-006	-1.3446e-006	1.3250e-006	-1.3088e-006	1.2952e-006	-1.2867e-006	1.3142e-006	-1.4334e-006
2.000000e+002	8.3701e-006	1.0470e-007	-7.9413e-006	7.3279e-006	-6.9326e-006	6.6558e-006	-6.4473e-006	6.2821e-006	-6.1460e-006	6.0313e-006	-5.9473e-006	6.0331e-006	-6.5347e-006
2.100000e+002	4.8240e-005	1.9600e-008	-4.1932e-005	3.7240e-005	-3.4401e-005	3.2460e-005	-3.1019e-005	2.9886e-005	-2.8961e-005	2.8184e-005	-2.7587e-005	2.7795e-005	-2.9898e-005
2.200000e+002	2.7454e-004	3.7881e-009	-2.1838e-004	1.8656e-004	-1.6822e-004	1.5597e-004	-1.4700e-004	1.4003e-004	-1.3438e-004	1.2967e-004	-1.2598e-004	1.2605e-004	-1.3464e-004
2.300000e+002	1.5185e-003	7.7076e-010	-1.1023e-003	9.0468e-004	-7.9559e-004	7.2434e-004	-6.7297e-004	6.3353e-004	-6.0189e-004	5.7574e-004	-5.5499e-004	5.5136e-004	-5.8462e-004
2.400000e+002	8.0216e-003	1.6898e-010	-5.2889e-003	4.1608e-003	-3.5634e-003	3.1824e-003	-2.9121e-003	2.7073e-003	-2.5447e-003	2.4115e-003	-2.3054e-003	2.2729e-003	-2.3913e-003
2.500000e+002	3.9659e-002	4.1029e-011	-2.3577e-002	1.7716e-002	-1.4742e-002	1.2892e-002	-1.1604e-002	1.0640e-002	-9.8850e-003	9.2724e-003	-8.7841e-003	8.5880e-003	-8.9584e-003
2.600000e+002	1.7900e-001	1.0983e-011	-9.4876e-002	6.7725e-002	-5.4561e-002	4.6595e-002	-4.1158e-002	3.7158e-002	-3.4063e-002	3.1582e-002	-2.9609e-002	2.8672e-002	-2.9617e-002
2.700000e+002	1.8608e-001	-3.0795e-011	-5.1752e-002	2.3132e-002	-1.1894e-002	6.0519e-003	-2.5326e-003	2.1408e-004	1.4073e-003	-2.5905e-003	3.4916e-003	-4.3219e-003	5.4496e-003
2.800000e+002	1.3967e-001	-5.3577e-011	3.0429e-002	-4.3333e-002	4.3386e-002	-4.1403e-002	3.9145e-002	-3.6999e-002	3.5049e-002	-3.3299e-002	3.1809e-002	-3.1266e-002	3.2722e-002
2.900000e+002	9.0208e-002	-5.7541e-011	9.7728e-002	-8.0336e-002	6.4182e-002	-5.2570e-002	4.4043e-002	-3.7549e-002	3.2445e-002	-2.8329e-002	2.5001e-002	-2.2747e-002	2.1888e-002
3.000000e+002	5.3275e-002	-5.0546e-011	1.3295e-001	-7.5637e-002	4.4283e-002	-2.6114e-002	1.4642e-002	-6.9290e-003	1.5046e-003	2.4390e-003	-5.3961e-003	7.9150e-003	-1.0917e-002
3.100000e+002	2.9593e-002	-3.9477e-011	1.3912e-001	-3.9983e-002	1.1716e-003	1.6163e-002	-2.4554e-002	2.8682e-002	-3.0584e-002	3.1254e-002	-3.1294e-002	3.1741e-002	-3.3962e-002
3.200000e+002	1.5711e-002	-2.8476e-011	1.2637e-001	8.7422e-003	-4.2458e-002	4.9979e-002	-4.9347e-002	4.5996e-002	-4.1840e-002	3.7614e-002	-3.3681e-002	3.0770e-002	-2.9445e-002
3.300000e+002	8.0520e-003	-1.9377e-011	1.0463e-001	5.5178e-002	-7.0088e-002	6.0882e-002	-4.8402e-002	3.6958e-002	-2.7316e-002	1.9395e-002	-1.2953e-002	7.7595e-003	-2.9455e-003
3.400000e+002	4.0109e-003	-1.2602e-011	8.1028e-002	9.0097e-002	-7.5034e-002	4.7109e-002	-2.4786e-002	8.7118e-003	2.5857e-003	-1.0467e-002	1.5976e-002	-2.0396e-002	2.5596e-002
3.500000e+002	1.9510e-003	-7.9017e-012	5.9593e-002	1.1024e-001	-5.9047e-002	1.6349e-002	9.3325e-003	-2.3673e-002	3.1148e-002	-3.4513e-002	3.5504e-002	-3.5939e-002	3.7534e-002
3.600000e+002	9.3005e-004	-4.8059e-012	4.2046e-002	1.1654e-001	-2.8858e-002	-1.9678e-002	3.9855e-002	-4.5723e-002	4.4764e-002	-4.0711e-002	3.5506e-002	-3.0640e-002	2.6567e-002
